reaction_type,example,rxn_smiles_clean,reactants_smiles,products_smiles,conditions,row_num,success,elapsed_s,detected_reaction_type,confidence,reaction_key,reacted_motifs,formed_motifs,spectator_motifs,reactant_slot_evidence_motifs,product_motifs_reactive,quality_score,quality_level,quality_reasons,validation_method,validation_reason,event_fallback,event_families,events,anomalies,mechanisms,redox,role_summary_json,error
minisci_alkylation,,Cc1cc[n+]([O-])cc1.O=C(O)C(=O)c1cccc(Cl)c1>>Cc1cc[n+]([O-])c(C(=O)c2cccc(Cl)c2)c1,,,,557,True,0.311,Minisci_acylation,0.95,|Acyl-COOH|HeteroAr-H -> Ar-COR | bond_formed: C-C(ar); C-C(ar) | bond_formed_labeled: C-C(ar); C-C(ar) | bond_broken: C-O; C-C | spectators: Ar-Alkyl|Ar-COR|Ar-Cl|AromN-O*|Pyridine,Acyl-COOH;HeteroAr-H,,Ar-Alkyl;Ar-COR;Ar-Cl;AromN-O*;HeteroAr-H;Pyridine,Acyl-COOH;Ar-Alkyl;Ar-COR;Ar-Cl;AromN-O*;HeteroAr-H;Pyridine,Ar-COR,1.0,high,,crk_pattern,Taxonomy pattern (CRK): substrate + acid -> Minisci_acylation,,bond_formation,c_c_bond_formation;intermolecular_or_multi_component,,,net_reduction,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 2, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""AromN-O*"", ""member_type"": ""AromN-O*"", ""name"": """"}], ""category"": ""Ar-Alkyl"", ""has_alternatives"": true, ""is_expected"": false, ""member_type"": ""Ar-Alkyl"", ""name"": """", ""position"": 0, ""role"": null}, {""alternative_functional_groups"": [{""category"": ""Ar-COR"", ""member_type"": ""Ar-COR"", ""name"": """"}, {""category"": ""Ar-Cl"", ""member_type"": ""Ar-Cl"", ""name"": """"}], ""category"": ""Acyl-COOH"", ""has_alternatives"": true, ""is_expected"": false, ""member_type"": ""Acyl-COOH"", ""name"": """", ""position"": 1, ""role"": null}]}}",
minisci_alkylation,,O=C(O)C(=O)c1ccccc1.[O-][n+]1ccc2ccccc2c1>>O=C(c1ccccc1)c1c2ccccc2cc[n+]1[O-],,,,558,True,0.371,Multi-Event:Amid+C-N+C-C,0.35,|Acyl-COOH|HeteroAr-H -> Ar-COR | bond_formed: C-C(ar); C(ar)-N(ar) | bond_formed_labeled: C-C(ar); C(ar)-N(ar) | bond_broken: C(ar)-C(ar); C-O; C-O; C-N(ar) | spectators: Ar-COR|AromN-O*|Isoquinoline | events: Amid+C-N+C-C | mech: acyl_substitution,Acyl-COOH;HeteroAr-H,Isoquinoline,Ar-COR;AromN-O*;HeteroAr-H;Isoquinoline,Acyl-COOH;Ar-COR;AromN-O*;HeteroAr-H;Isoquinoline,Ar-COR,0.5,medium,amidation_without_explicit_activation_marker;multi_transform_record_possible;broken_bond_element_without_reactant_motif:N;formed_bond_element_without_product_motif:N;bond_key_consistency_penalty,slot_based_confirmed,Pattern consistent with slot-based detection,,acyl_transfer;bond_formation,c_n_bond_formation;c_c_bond_formation;intermolecular_or_multi_component;amidation_like,amidation_without_explicit_activation_marker;multi_transform_record_possible,acyl_substitution,net_reduction,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 2, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""Ar-COR"", ""member_type"": ""Ar-COR"", ""name"": """"}], ""category"": ""Acyl-COOH"", ""has_alternatives"": true, ""is_expected"": false, ""member_type"": ""Acyl-COOH"", ""name"": """", ""position"": 0, ""role"": null}, {""category"": ""AromN-O*"", ""has_alternatives"": false, ""is_expected"": false, ""member_type"": ""AromN-O*"", ""name"": """", ""position"": 1, ""role"": null}]}}",
minisci_alkylation,,[O-][n+]1ccccc1.Cc1ccc(C(=O)C(=O)O)cc1>>Cc1ccc(C(=O)c2cccc[n+]2[O-])cc1,,,,559,True,0.255,Minisci_acylation,0.95,|Acyl-COOH|HeteroAr-H -> Ar-COR | bond_formed: C-C(ar) | bond_formed_labeled: C-C(ar) | bond_broken: C-C | spectators: Ar-Alkyl|Ar-COR|AromN-O*|Pyridine,Acyl-COOH;HeteroAr-H,,Ar-Alkyl;Ar-COR;AromN-O*;HeteroAr-H;Pyridine,Acyl-COOH;Ar-Alkyl;Ar-COR;AromN-O*;HeteroAr-H;Pyridine,Ar-COR,1.0,high,,crk_pattern,Taxonomy pattern (CRK): substrate + acid -> Minisci_acylation,,bond_formation,c_c_bond_formation;intermolecular_or_multi_component,,,redox_neutral,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 2, ""reactants"": [{""category"": ""AromN-O*"", ""has_alternatives"": false, ""is_expected"": false, ""member_type"": ""AromN-O*"", ""name"": """", ""position"": 0, ""role"": null}, {""alternative_functional_groups"": [{""category"": ""Acyl-COOH"", ""member_type"": ""Acyl-COOH"", ""name"": """"}, {""category"": ""Ar-COR"", ""member_type"": ""Ar-COR"", ""name"": """"}], ""category"": ""Ar-Alkyl"", ""has_alternatives"": true, ""is_expected"": false, ""member_type"": ""Ar-Alkyl"", ""name"": """", ""position"": 1, ""role"": null}]}}",
minisci_alkylation,,Cc1cc[n+]([O-])cc1.Cc1cccc(C(=O)C(=O)O)c1>>Cc1cccc(C(=O)c2cc(C)cc[n+]2[O-])c1,,,,560,True,0.277,Minisci_acylation,0.95,|Acyl-COOH|HeteroAr-H -> Ar-COR | bond_formed: C-C(ar) | bond_formed_labeled: C-C(ar) | bond_broken: C-C | spectators: Ar-Alkyl|Ar-COR|AromN-O*|Pyridine,Acyl-COOH;HeteroAr-H,,Ar-Alkyl;Ar-COR;AromN-O*;HeteroAr-H;Pyridine,Acyl-COOH;Ar-Alkyl;Ar-COR;AromN-O*;HeteroAr-H;Pyridine,Ar-COR,1.0,high,,crk_pattern,Taxonomy pattern (CRK): substrate + acid -> Minisci_acylation,,bond_formation,c_c_bond_formation;intermolecular_or_multi_component,,,redox_neutral,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 2, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""AromN-O*"", ""member_type"": ""AromN-O*"", ""name"": """"}], ""category"": ""Ar-Alkyl"", ""has_alternatives"": true, ""is_expected"": false, ""member_type"": ""Ar-Alkyl"", ""name"": """", ""position"": 0, ""role"": null}, {""alternative_functional_groups"": [{""category"": ""Acyl-COOH"", ""member_type"": ""Acyl-COOH"", ""name"": """"}, {""category"": ""Ar-COR"", ""member_type"": ""Ar-COR"", ""name"": """"}], ""category"": ""Ar-Alkyl"", ""has_alternatives"": true, ""is_expected"": false, ""member_type"": ""Ar-Alkyl"", ""name"": """", ""position"": 1, ""role"": null}]}}",
minisci_alkylation,,O=C(O)C(=O)c1ccccc1.[O-][n+]1ccccc1>>O=C(c1ccccc1)c1cccc[n+]1[O-],,,,561,True,0.224,Minisci_acylation,0.95,|Acyl-COOH|HeteroAr-H -> Ar-COR | bond_formed: C-C(ar); C(ar)-N(ar) | bond_formed_labeled: C-C(ar); C(ar)-N(ar) | bond_broken: C(ar)-C(ar); C-O; C-O; C-N(ar) | spectators: Ar-COR|AromN-O*|Pyridine | events: Amid+C-N+C-C | mech: acyl_substitution,Acyl-COOH;HeteroAr-H,,Ar-COR;AromN-O*;HeteroAr-H;Pyridine,Acyl-COOH;Ar-COR;AromN-O*;HeteroAr-H;Pyridine,Ar-COR,0.5,medium,amidation_without_explicit_activation_marker;multi_transform_record_possible;broken_bond_element_without_reactant_motif:N;formed_bond_element_without_product_motif:N;bond_key_consistency_penalty,crk_pattern,Taxonomy pattern (CRK): substrate + acid -> Minisci_acylation,,acyl_transfer;bond_formation,c_n_bond_formation;c_c_bond_formation;intermolecular_or_multi_component;amidation_like,amidation_without_explicit_activation_marker;multi_transform_record_possible,acyl_substitution,net_reduction,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 2, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""Ar-COR"", ""member_type"": ""Ar-COR"", ""name"": """"}], ""category"": ""Acyl-COOH"", ""has_alternatives"": true, ""is_expected"": false, ""member_type"": ""Acyl-COOH"", ""name"": """", ""position"": 0, ""role"": null}, {""category"": ""AromN-O*"", ""has_alternatives"": false, ""is_expected"": false, ""member_type"": ""AromN-O*"", ""name"": """", ""position"": 1, ""role"": null}]}}",
minisci_alkylation,,O=C(O)C(=O)c1ccccc1.[O-][n+]1ccc(Br)cc1>>O=C(c1ccccc1)c1cc(Br)cc[n+]1[O-],,,,562,True,0.237,Minisci_acylation,0.95,|Acyl-COOH|HeteroAr-H -> Ar-COR | bond_formed: C-C(ar); C(ar)-N(ar) | bond_formed_labeled: C-C(ar); C(ar)-N(ar) | bond_broken: C(ar)-C(ar); C-O; C-O; C-N(ar) | spectators: Ar-COR|AromN-O*|HeteroAr-Br|Pyridine | events: Amid+C-N+C-C | mech: acyl_substitution,Acyl-COOH;HeteroAr-H,,Ar-COR;AromN-O*;HeteroAr-Br;HeteroAr-H;Pyridine,Acyl-COOH;Ar-COR;AromN-O*;HeteroAr-Br;HeteroAr-H;Pyridine,Ar-COR,0.5,medium,amidation_without_explicit_activation_marker;multi_transform_record_possible;broken_bond_element_without_reactant_motif:N;formed_bond_element_without_product_motif:N;bond_key_consistency_penalty,crk_pattern,Taxonomy pattern (CRK): substrate + acid -> Minisci_acylation,,acyl_transfer;bond_formation,c_n_bond_formation;c_c_bond_formation;intermolecular_or_multi_component;amidation_like,amidation_without_explicit_activation_marker;multi_transform_record_possible,acyl_substitution,net_reduction,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 2, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""Ar-COR"", ""member_type"": ""Ar-COR"", ""name"": """"}], ""category"": ""Acyl-COOH"", ""has_alternatives"": true, ""is_expected"": false, ""member_type"": ""Acyl-COOH"", ""name"": """", ""position"": 0, ""role"": null}, {""alternative_functional_groups"": [{""category"": ""Ar-Br"", ""member_type"": ""Ar-Br"", ""name"": """"}, {""category"": ""AromN-O*"", ""member_type"": ""AromN-O*"", ""name"": """"}], ""category"": ""HeteroAr-Br"", ""has_alternatives"": true, ""is_expected"": false, ""member_type"": ""HeteroAr-Br"", ""name"": """", ""position"": 1, ""role"": null}]}}",
minisci_alkylation,,Cc1cc[n+]([O-])cc1.O=C(O)C(=O)c1ccc(Cl)cc1>>Cc1cc[n+]([O-])c(C(=O)c2ccc(Cl)cc2)c1,,,,563,True,0.24,Minisci_acylation,0.95,|Acyl-COOH|HeteroAr-H -> Ar-COR | bond_formed: C-C(ar); C-C(ar) | bond_formed_labeled: C-C(ar); C-C(ar) | bond_broken: C-O; C-C | spectators: Ar-Alkyl|Ar-COR|Ar-Cl|AromN-O*|Pyridine,Acyl-COOH;HeteroAr-H,,Ar-Alkyl;Ar-COR;Ar-Cl;AromN-O*;HeteroAr-H;Pyridine,Acyl-COOH;Ar-Alkyl;Ar-COR;Ar-Cl;AromN-O*;HeteroAr-H;Pyridine,Ar-COR,1.0,high,,crk_pattern,Taxonomy pattern (CRK): substrate + acid -> Minisci_acylation,,bond_formation,c_c_bond_formation;intermolecular_or_multi_component,,,net_reduction,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 2, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""AromN-O*"", ""member_type"": ""AromN-O*"", ""name"": """"}], ""category"": ""Ar-Alkyl"", ""has_alternatives"": true, ""is_expected"": false, ""member_type"": ""Ar-Alkyl"", ""name"": """", ""position"": 0, ""role"": null}, {""alternative_functional_groups"": [{""category"": ""Ar-COR"", ""member_type"": ""Ar-COR"", ""name"": """"}, {""category"": ""Ar-Cl"", ""member_type"": ""Ar-Cl"", ""name"": """"}], ""category"": ""Acyl-COOH"", ""has_alternatives"": true, ""is_expected"": false, ""member_type"": ""Acyl-COOH"", ""name"": """", ""position"": 1, ""role"": null}]}}",
minisci_alkylation,,CC(C)(C)C(=O)O.CCOC(=O)CC(C(=O)OCC)[n+]1ccccc1.CCOS(=O)(=O)[O-]>>CC(C)(C)c1ccncc1,,,,564,True,0.329,Minisci_alkylation,1.0,|Alkyl-AromN|Alkyl-O*|R2CH-COOR|R3C-COOH|RCH2-COOR -> Ar-Alkyl | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-O | spectators: HeteroAr-H|Pyridine,Alkyl-AromN;Alkyl-O*;HeteroAr-H;R2CH-COOR;R3C-COOH;RCH2-COOR;R_acidic-H,Ar-Alkyl,HeteroAr-H;Pyridine,Alkyl-AromN;Alkyl-O*;HeteroAr-H;Pyridine;R2CH-COOR;R3C-COOH;RCH2-COOR,Ar-Alkyl,1.0,high,,slot_based_confirmed,Pattern consistent with slot-based detection,,bond_formation,c_c_bond_formation;intermolecular_or_multi_component,,,net_reduction,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 3, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""R3C-COOH"", ""member_type"": ""R3C-COOH"", ""name"": """"}], ""category"": ""Alkyl-COOH"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""Alkyl-COOH"", ""name"": """", ""position"": 0, ""role"": ""acid""}, {""alternative_functional_groups"": [{""category"": ""Alkyl-COOR"", ""member_type"": ""Alkyl-COOR"", ""name"": """"}, {""category"": ""R2CH-COOR"", ""member_type"": ""R2CH-COOR"", ""name"": """"}, {""category"": ""RCH2-COOR"", ""member_type"": ""RCH2-COOR"", ""name"": """"}, {""category"": ""Alkyl-N*"", ""member_type"": ""Alkyl-N*"", ""name"": """"}, {""category"": ""Alkyl-O*"", ""member_type"": ""Alkyl-O*"", ""name"": """"}], ""category"": ""Alkyl-AromN"", ""has_alternatives"": true, ""is_expected"": false, ""member_type"": ""Alkyl-AromN"", ""name"": """", ""position"": 1, ""role"": null}, {""category"": ""Alkyl-O*"", ""has_alternatives"": false, ""is_expected"": false, ""member_type"": ""Alkyl-O*"", ""name"": """", ""position"": 2, ""role"": null}]}}",
minisci_alkylation,,O=C(O)C1CCCCC1.CCOC(=O)CC(C(=O)OCC)[n+]1ccccc1.CCOS(=O)(=O)[O-]>>c1cc(C2CCCCC2)ccn1,,,,565,True,0.32,Minisci_alkylation,1.0,|Alkyl-AromN|Alkyl-O*|R2CH-COOH|R2CH-COOR|RCH2-COOR -> Ar-Alkyl | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-O | spectators: HeteroAr-H|Pyridine,Alkyl-AromN;Alkyl-O*;HeteroAr-H;R2CH-COOH;R2CH-COOR;RCH2-COOR;R_acidic-H,Ar-Alkyl,HeteroAr-H;Pyridine,Alkyl-AromN;Alkyl-O*;HeteroAr-H;Pyridine;R2CH-COOH;R2CH-COOR;RCH2-COOR,Ar-Alkyl,1.0,high,,slot_based_confirmed,Pattern consistent with slot-based detection,,bond_formation,c_c_bond_formation;intermolecular_or_multi_component,,,net_reduction,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 3, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""R2CH-COOH"", ""member_type"": ""R2CH-COOH"", ""name"": """"}], ""category"": ""Alkyl-COOH"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""Alkyl-COOH"", ""name"": """", ""position"": 0, ""role"": ""acid""}, {""alternative_functional_groups"": [{""category"": ""Alkyl-COOR"", ""member_type"": ""Alkyl-COOR"", ""name"": """"}, {""category"": ""R2CH-COOR"", ""member_type"": ""R2CH-COOR"", ""name"": """"}, {""category"": ""RCH2-COOR"", ""member_type"": ""RCH2-COOR"", ""name"": """"}, {""category"": ""Alkyl-N*"", ""member_type"": ""Alkyl-N*"", ""name"": """"}, {""category"": ""Alkyl-O*"", ""member_type"": ""Alkyl-O*"", ""name"": """"}], ""category"": ""Alkyl-AromN"", ""has_alternatives"": true, ""is_expected"": false, ""member_type"": ""Alkyl-AromN"", ""name"": """", ""position"": 1, ""role"": null}, {""category"": ""Alkyl-O*"", ""has_alternatives"": false, ""is_expected"": false, ""member_type"": ""Alkyl-O*"", ""name"": """", ""position"": 2, ""role"": null}]}}",
minisci_alkylation,,O=C(O)C1CCOCC1.CCOC(=O)CC(C(=O)OCC)[n+]1ccccc1.CCOS(=O)(=O)[O-]>>c1cc(C2CCOCC2)ccn1,,,,566,True,0.293,Minisci_alkylation,1.0,|Alkyl-AromN|Alkyl-O*|R2CH-COOH|R2CH-COOR|RCH2-COOR -> Ar-Alkyl | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-O | spectators: HeteroAr-H|Pyridine|RCH2-OR,Alkyl-AromN;Alkyl-O*;HeteroAr-H;R2CH-COOH;R2CH-COOR;RCH2-COOR;R_acidic-H,Ar-Alkyl,HeteroAr-H;Pyridine;RCH2-OR,Alkyl-AromN;Alkyl-O*;HeteroAr-H;Pyridine;R2CH-COOH;R2CH-COOR;RCH2-COOR;RCH2-OR,Ar-Alkyl,1.0,high,,slot_based_confirmed,Pattern consistent with slot-based detection,,bond_formation,c_c_bond_formation;intermolecular_or_multi_component,,,net_reduction,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 3, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""R2CH-COOH"", ""member_type"": ""R2CH-COOH"", ""name"": """"}, {""category"": ""Alkyl-OR"", ""member_type"": ""Alkyl-OR"", ""name"": """"}, {""category"": ""RCH2-OR"", ""member_type"": ""RCH2-OR"", ""name"": """"}, {""category"": ""Alkyl-O*"", ""member_type"": ""Alkyl-O*"", ""name"": """"}], ""category"": ""Alkyl-COOH"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""Alkyl-COOH"", ""name"": """", ""position"": 0, ""role"": ""acid""}, {""alternative_functional_groups"": [{""category"": ""Alkyl-COOR"", ""member_type"": ""Alkyl-COOR"", ""name"": """"}, {""category"": ""R2CH-COOR"", ""member_type"": ""R2CH-COOR"", ""name"": """"}, {""category"": ""RCH2-COOR"", ""member_type"": ""RCH2-COOR"", ""name"": """"}, {""category"": ""Alkyl-N*"", ""member_type"": ""Alkyl-N*"", ""name"": """"}, {""category"": ""Alkyl-O*"", ""member_type"": ""Alkyl-O*"", ""name"": """"}], ""category"": ""Alkyl-AromN"", ""has_alternatives"": true, ""is_expected"": false, ""member_type"": ""Alkyl-AromN"", ""name"": """", ""position"": 1, ""role"": null}, {""category"": ""Alkyl-O*"", ""has_alternatives"": false, ""is_expected"": false, ""member_type"": ""Alkyl-O*"", ""name"": """", ""position"": 2, ""role"": null}]}}",
minisci_alkylation,,O=C(O)C1CCC(F)(F)CC1.CCOC(=O)CC(C(=O)OCC)[n+]1ccccc1.CCOS(=O)(=O)[O-]>>FC1(F)CCC(c2ccncc2)CC1,,,,567,True,0.306,Minisci_alkylation,1.0,|Alkyl-AromN|Alkyl-O*|R2CH-COOH|R2CH-COOR|RCH2-COOR -> Ar-Alkyl | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-O | spectators: Alkyl-F|HeteroAr-H|Pyridine,Alkyl-AromN;Alkyl-O*;HeteroAr-H;R2CH-COOH;R2CH-COOR;RCH2-COOR;R_acidic-H,Ar-Alkyl,Alkyl-F;HeteroAr-H;Pyridine,Alkyl-AromN;Alkyl-F;Alkyl-O*;HeteroAr-H;Pyridine;R2CH-COOH;R2CH-COOR;RCH2-COOR,Ar-Alkyl,1.0,high,,slot_based_confirmed,Pattern consistent with slot-based detection,,bond_formation,c_c_bond_formation;intermolecular_or_multi_component,,,net_reduction,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 3, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""R2CH-COOH"", ""member_type"": ""R2CH-COOH"", ""name"": """"}, {""category"": ""Alkyl-F"", ""member_type"": ""Alkyl-F"", ""name"": """"}], ""category"": ""Alkyl-COOH"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""Alkyl-COOH"", ""name"": """", ""position"": 0, ""role"": ""acid""}, {""alternative_functional_groups"": [{""category"": ""Alkyl-COOR"", ""member_type"": ""Alkyl-COOR"", ""name"": """"}, {""category"": ""R2CH-COOR"", ""member_type"": ""R2CH-COOR"", ""name"": """"}, {""category"": ""RCH2-COOR"", ""member_type"": ""RCH2-COOR"", ""name"": """"}, {""category"": ""Alkyl-N*"", ""member_type"": ""Alkyl-N*"", ""name"": """"}, {""category"": ""Alkyl-O*"", ""member_type"": ""Alkyl-O*"", ""name"": """"}], ""category"": ""Alkyl-AromN"", ""has_alternatives"": true, ""is_expected"": false, ""member_type"": ""Alkyl-AromN"", ""name"": """", ""position"": 1, ""role"": null}, {""category"": ""Alkyl-O*"", ""has_alternatives"": false, ""is_expected"": false, ""member_type"": ""Alkyl-O*"", ""name"": """", ""position"": 2, ""role"": null}]}}",
minisci_alkylation,,COC(=O)C12CCC(C(=O)O)(CC1)CC2.CCOC(=O)CC(C(=O)OCC)[n+]1ccccc1.CCOS(=O)(=O)[O-]>>COC(=O)C12CCC(c3ccncc3)(CC1)CC2,,,,568,True,0.602,Minisci_alkylation,1.0,|Alkyl-AromN|Alkyl-O*|R2CH-COOR|R3C-COOH|RCH2-COOR -> Ar-Alkyl | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-O | spectators: HeteroAr-H|Pyridine|R3C-COOR,Alkyl-AromN;Alkyl-O*;HeteroAr-H;R2CH-COOR;R3C-COOH;RCH2-COOR;R_acidic-H,Ar-Alkyl,HeteroAr-H;Pyridine;R3C-COOR,Alkyl-AromN;Alkyl-O*;HeteroAr-H;Pyridine;R2CH-COOR;R3C-COOH;R3C-COOR;RCH2-COOR,Ar-Alkyl,1.0,high,,slot_based_confirmed,Pattern consistent with slot-based detection,,bond_formation,c_c_bond_formation;intermolecular_or_multi_component,,,net_reduction,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 3, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""Alkyl-COOR"", ""member_type"": ""Alkyl-COOR"", ""name"": """"}, {""category"": ""R3C-COOH"", ""member_type"": ""R3C-COOH"", ""name"": """"}, {""category"": ""R3C-COOR"", ""member_type"": ""R3C-COOR"", ""name"": """"}, {""category"": ""Alkyl-O*"", ""member_type"": ""Alkyl-O*"", ""name"": """"}], ""category"": ""Alkyl-COOH"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""Alkyl-COOH"", ""name"": """", ""position"": 0, ""role"": ""acid""}, {""alternative_functional_groups"": [{""category"": ""Alkyl-COOR"", ""member_type"": ""Alkyl-COOR"", ""name"": """"}, {""category"": ""R2CH-COOR"", ""member_type"": ""R2CH-COOR"", ""name"": """"}, {""category"": ""RCH2-COOR"", ""member_type"": ""RCH2-COOR"", ""name"": """"}, {""category"": ""Alkyl-N*"", ""member_type"": ""Alkyl-N*"", ""name"": """"}, {""category"": ""Alkyl-O*"", ""member_type"": ""Alkyl-O*"", ""name"": """"}], ""category"": ""Alkyl-AromN"", ""has_alternatives"": true, ""is_expected"": false, ""member_type"": ""Alkyl-AromN"", ""name"": """", ""position"": 1, ""role"": null}, {""category"": ""Alkyl-O*"", ""has_alternatives"": false, ""is_expected"": false, ""member_type"": ""Alkyl-O*"", ""name"": """", ""position"": 2, ""role"": null}]}}",
