index,reaction_smiles,detected_reaction_types,product_motifs,rxn_match_count,reactant_1_motifs,reactant_2_motifs,reactant_3_motifs,reactant_4_motifs
311,O=Cc1ccc([N+](=O)[O-])cc1.Nc1ccccc1>>[O-][N+](=O)c1ccc(CNc2ccccc2)cc1,,Ar-NO2|Bn-NHR,0,Ar-CHO|Ar-NO2,Ar-NH2,,
312,O=Cc1ccc(Cl)cc1.NCCC>>Clc1ccc(CNCCC)cc1,halogenation_aromatic,Ar-Cl|Bn-NHR,1,Ar-CHO|Ar-Cl,RCH2-NH2,,
313,O=Cc1ccncc1.Nc1ccccc1>>c1ccc(NCc2ccncc2)cc1,,Bn-NHR,0,Ar-CHO,Ar-NH2,,
314,O=Cc1cnccn1.NC>>CNc1cnccn1,reductive_amination,Ar-NHR,1,Ar-CHO,Any-NH2,,
315,c1ccc(C=O)cc1.NCC(=O)O>>O=C(O)CNCc1ccccc1,,Bn-NHR|RCH2-CO2H,0,Ar-CHO,RCH2-CO2H|RCH2-NH2,,
316,O=Cc1ccccc1.NC(C)C>>c1ccc(CNC(C)C)cc1,,Bn-NHR,0,Ar-CHO,R2CH-NH2,,
317,CC=O.C1CCNCC1>>CCN1CCCCC1,,RCH2-NR2,0,Any-CHO,RCH2-NHR,,
318,c1ccc(C=O)cc1.Nc1ccc(OC)cc1>>COc1ccc(NCc2ccccc2)cc1,,Ar-OR|Bn-NHR,0,Ar-CHO,Ar-NH2|Ar-OR,,
319,O=Cc1ccc(C(F)(F)F)cc1.Nc1ccccc1>>FC(F)(F)c1ccc(CNc2ccccc2)cc1,,Ar-R|Bn-NHR|R-F,0,Ar-CHO|Ar-R|R-F,Ar-NH2,,
320,CC(=O)CC.Nc1ccccc1>>CCC(C)Nc1ccccc1,,R2CH-NHR,0,Any-CO-R,Ar-NH2,,
321,O=C1CCCC1.NC>>CC1CCCNC1,,RCH2-NHR,0,Any-CO-R,Any-NH2,,
322,O=Cc1c[nH]c2ccccc12.Nc1ccccc1>>c1ccc(NCc2c[nH]c3ccccc23)cc1,,AromN-H|Bn-NHR,0,Ar-CHO|AromN-H,Ar-NH2,,
323,O=Cc1coc2ccccc12.NC>>CNc1coc2ccccc12,reductive_amination,Ar-NHR,1,Ar-CHO,Any-NH2,,
324,O=Cc1csc2ccccc12.Nc1ccccc1>>c1ccc(NCc2csc3ccccc23)cc1,,Bn-NHR,0,Ar-CHO,Ar-NH2,,
325,CC(C)C=O.Nc1ccccc1>>CC(C)CNc1ccccc1,,RCH2-NHR,0,Any-CHO,Ar-NH2,,
326,c1ccc(C=O)cc1.NCc1ccccc1>>c1ccc(CNCc2ccccc2)cc1,,Bn-NHR,0,Ar-CHO,Bn-NH2,,
327,O=CCc1ccccc1.Nc1ccccc1>>c1ccc(CCCNc2ccccc2)cc1,,Ar-R|RCH2-NHR,0,Any-CHO|Ar-R,Ar-NH2,,
328,CCCC=O.NC(C)C(=O)O>>CCCCNC(C)C(=O)O,,R2CH-CO2H|R2CH-NHR|RCH2-NHR,0,Any-CHO,R2CH-CO2H|R2CH-NH2,,
329,O=Cc1ccc2ccccc2c1.Nc1ccccc1>>c1ccc(NCc2ccc3ccccc3c2)cc1,,Bn-NHR,0,Ar-CHO,Ar-NH2,,
330,CC(=O)c1ccc(OC)cc1.NC>>COc1ccc(C(C)NC)cc1,,Ar-OR|Ar-R|R2CH-NHR,0,Any-CO-R|Ar-OR,Any-NH2,,
331,O=Cc1ccc(N(C)C)cc1.Nc1ccccc1>>CN(C)c1ccc(CNc2ccccc2)cc1,reductive_amination,Ar-NR2|Bn-NHR,1,Ar-CHO|Ar-NR2,Ar-NH2,,
332,C=CC(=O)C.CC(=O)CC(=O)C>>CC(=O)C(CC(=O)C)CC(=O)C,ring_closing_metathesis,Any-CO-R,1,Any-CO-R,Any-CO-R,,
333,C=CC(=O)OCC.CC(=O)CC(=O)OCC>>CCOC(=O)C(CC(=O)OCC)CC(=O)OCC,ring_closing_metathesis,Any-Ester,1,Alkenyl-Ester,Any-CO-R|Any-Ester,,
334,c1ccc(C=CC(=O)C)cc1.CC(=O)CC>>c1ccc(C(CC(C)=O)CC(=O)CC)cc1,ring_closing_metathesis,Any-CO-R|Ar-R,1,Any-CO-R|Ar-Alkenyl,Any-CO-R,,
335,CC(=O)OCC.CC(=O)OCC>>CC(=O)CC(=O)OCC,claisen_condensation,Any-CO-R|Any-Ester,1,Any-Ester,Any-Ester,,
336,c1ccc(C(=O)OC)cc1.CC(=O)OC>>c1ccc(C(=O)CC(=O)OC)cc1,claisen_condensation,Any-CO-R|Any-Ester,1,Ar-Ester,Any-Ester,,
337,c1ccc(C=O)cc1.CC(C#N)C#N>>c1ccc(/C=C(C#N)C#N)cc1,,Alkenyl-CN|Ar-Alkenyl,0,Ar-CHO,R2CH-CN,,
338,CC=O.CC(C(=O)OCC)C(=O)OCC>>C/C=C(C(=O)OCC)C(=O)OCC,claisen_condensation,Alkenyl-Ester,1,Any-CHO,Any-Ester,,
339,c1ccc(C=O)cc1.C[N+](=O)[O-]>>c1ccc(C(O)C[N+](=O)[O-])cc1,,Any-NO2|Ar-R|R2CH-OH,0,Ar-CHO,Any-NO2,,
340,CC=O.CC[N+](=O)[O-]>>CC(O)CC[N+](=O)[O-],,Any-NO2|R2CH-OH,0,Any-CHO,Any-NO2,,
341,c1ccc(C=O)cc1.BrCC(=O)OCC.[Zn]>>c1ccc(C(O)CC(=O)OCC)cc1,,Any-Ester|Ar-R|R2CH-OH,0,Ar-CHO,Any-Ester|R-Br,,
342,CC=O.BrCC(=O)OCC.[Zn]>>CC(O)CC(=O)OCC,,Any-Ester|R2CH-OH,0,Any-CHO,Any-Ester|R-Br,,
343,c1ccc(C=O)cc1.CCOP(=O)(OCC)CC(=O)OCC>>c1ccc(/C=C/C(=O)OCC)cc1,,Alkenyl-Ester|Ar-Alkenyl,0,Ar-CHO,Any-Ester|Any-OR,,
344,CC=O.CCOP(=O)(OCC)CC(=O)OCC>>C/C=C/C(=O)OCC,,Alkenyl-Ester,0,Any-CHO,Any-Ester|Any-OR,,
345,CC=O.[Mg]Br.CC>>CC(O)(C)C,,R3C-OH,0,Any-CHO,Any-Mg,R-H,
346,c1ccc(C=O)cc1.[Mg]Br.C>>c1ccc(C(O)C)cc1,,Ar-R|R2CH-OH,0,Ar-CHO,Any-Mg,R-H,
347,CC(=O)C.[Mg]Br.c1ccccc1>>CC(O)(c1ccccc1)C,,Ar-R|R3C-OH,0,Any-CO-R,Any-Mg,Ar-H,
348,C=CCCCC=C>>C=C.C1CCC=CC1,ring_closing_metathesis,"Alkenyl-H,Alkenyl-H|R-H",1,Any-CHCH2|R-CHCH2,,,
349,C=CC=C.C=C>>C=CCC=C,ring_closing_metathesis,Any-CHCH2|R-CHCH2,1,Alkenyl-Alkenyl,Alkenyl-H,,
350,CC(C)C(C([O-])=O)C(C)C>>CC(C)CC(C)(C)C(=O)O,,R3C-CO2H,0,Any-CO-R,,,
351,CC=O.NC.CC(=O)O>>CC1=C(C)OC(=O)C(C)(N)C1,,Any-Ester|R3C-NH2,0,Any-CHO,Any-NH2,Any-CO2H,
352,c1ccc([N+](=O)[O-])cc1.Nc1ccccc1>>c1ccc2[nH]c3ccccc3c2c1,,AromN-H,0,Ar-NO2,Ar-NH2,,
353,Nc1ccccc1.c1ccc(C=O)cc1>>c1ccc2nc(-c3ccccc3)cc(-c3ccccc3)c2c1,,Ar-Ar,0,Ar-NH2,Ar-CHO,,
354,CC(=O)CC(=O)C.NC>>Cc1ccc(C)n1C,,Ar-R,0,Any-CO-R,Any-NH2,,
355,CC(=O)CCC(=O)C.N>>Cc1ccc(C)[nH]1,,Ar-R|AromN-H,0,Any-CO-R,Any-NH2,,
356,c1ccc(C(=O)CCC(=O)c2ccccc2)cc1.NC>>c1ccc(-c2ccc(-c3ccccc3)n2C)cc1,,Ar-Ar,0,Any-CO-R,Any-NH2,,
357,CC(=O)CC(=O)OCC.CC(=O)CC(=O)OCC.CC=O.N>>CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1,"reductive_amination,claisen_condensation",Alkenyl-Ester|Any-NHR,2,Any-CO-R|Any-Ester,Any-CO-R|Any-Ester,Any-CHO,Any-NH2
358,O=C(N)N.CC(=O)CC(=O)OCC.c1ccc(C=O)cc1>>CCOC(=O)C1=C(C)NC(=O)NC1c1ccccc1,reductive_amination,Alkenyl-Ester|Any-CONHR|Any-Lactam|Any-NHR|Ar-R|R2CH-NHR,1,Any-CONH2|Any-NH2,Any-CO-R|Any-Ester,Ar-CHO,
359,O=C(N)N.CC(=O)CC(=O)OCC.CC=O>>CCOC(=O)C1=C(C)NC(=O)NC1C,reductive_amination,Alkenyl-Ester|Any-CONHR|Any-Lactam|Any-NHR|R2CH-NHR,1,Any-CONH2|Any-NH2,Any-CO-R|Any-Ester,Any-CHO,
360,c1ccc(C(C)=O)cc1.c1ccc(NN)cc1>>Cc1c2ccccc2[nH]c1-c1ccccc1,,Ar-Ar|Ar-R|AromN-H,0,Any-CO-R,Any-NH2|Ar-NHR,,
361,CC(=O)CC.c1ccccc1NN>>CCc1c2ccccc2[nH]c1C,,Ar-R|AromN-H,0,Any-CO-R,Any-NH2|Ar-NHR,,
362,NCCc1ccc(O)cc1.CC=O>>Cc1nccc2ccc(O)cc12,,Ar-OH|Ar-R,0,Ar-OH|Ar-R|RCH2-NH2,Any-CHO,,
363,NCCc1c[nH]c2ccccc12.C=O>>c1ccc2[nH]cc3c2c1CCN3,,Ar-R|AromN-H|RCH2-NHR,0,Ar-R|AromN-H|RCH2-NH2,Any-CHO,,
364,c1ccc(c(N)c1)N.c1ccc(C=O)cc1>>c1ccc(-c2nc3ccccc3[nH]2)cc1,,Ar-Ar|AromN-H,0,Ar-NH2,Ar-CHO,,
365,c1ccc(c(N)c1)N.CC(=O)O>>Cc1nc2ccccc2[nH]1,,Ar-R|AromN-H,0,Ar-NH2,Any-CO2H,,
366,c1ccc(c(N)c1)O.c1ccc(C=O)cc1>>c1ccc(-c2nc3ccccc3o2)cc1,,Ar-Ar,0,Ar-NH2|Ar-OH,Ar-CHO,,
367,c1ccc(c(N)c1)O.CC(=O)O>>Cc1nc2ccccc2o1,,Ar-R,0,Ar-NH2|Ar-OH,Any-CO2H,,
368,c1ccc(c(N)c1)S.c1ccc(C=O)cc1>>c1ccc(-c2nc3ccccc3s2)cc1,,Ar-Ar,0,Ar-NH2|Ar-SH,Ar-CHO,,
369,CC(=O)C=O.NC=O.N>>Cc1nccn1C,,Ar-R,0,Any-CHO|Any-CO-R,Any-CHO|Any-CONH2|Any-NH2,Any-NH2,
370,c1ccc(N)cc1.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C>>CC(C)(C)OC(=O)Nc1ccccc1,claisen_condensation,Ar-Carbamate|Ar-NHR,1,Ar-NH2,Any-Ester,,
371,NCCc1ccccc1.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C>>CC(C)(C)OC(=O)NCCc1ccccc1,claisen_condensation,Ar-R|RCH2-NHR,1,Ar-R|RCH2-NH2,Any-Ester,,
372,CC(C)(C)OC(=O)Nc1ccccc1>>c1ccc(N)cc1,,Ar-NH2,0,Ar-Carbamate|Ar-NHR,,,
373,c1ccc(N)cc1.O=C(OCc1ccccc1)OCc1ccccc1>>O=C(Nc1ccccc1)OCc1ccccc1,claisen_condensation,Ar-Carbamate|Ar-NHR|Ar-R,1,Ar-NH2,Any-Ester|Ar-R,,
374,NCC(=O)O.O=C(OCc1ccccc1)OCc1ccccc1>>O=C(NCC(=O)O)OCc1ccccc1,claisen_condensation,Ar-R|RCH2-CO2H|RCH2-NHR,1,RCH2-CO2H|RCH2-NH2,Any-Ester|Ar-R,,
375,O=C(Nc1ccccc1)OCc1ccccc1.[H][H].[Pd]>>c1ccc(N)cc1,,Ar-NH2,0,Ar-Carbamate|Ar-NHR|Ar-R,Any-H,,
376,c1ccc(N)cc1.O=C1OC(=O)c2ccccc21>>O=C(Nc1ccccc1)OCC1c2ccccc2-c2ccccc21,claisen_condensation,Ar-Ar|Ar-Carbamate|Ar-NHR|Ar-R,1,Ar-NH2,Ar-Ester,,
377,O=C(Nc1ccccc1)OCC1c2ccccc2-c2ccccc21>>c1ccc(N)cc1,,Ar-NH2,0,Ar-Ar|Ar-Carbamate|Ar-NHR|Ar-R,,,
378,c1ccc(CO)cc1.CC(C)(C)[Si](C)(C)Cl>>CC(C)(C)[Si](C)(C)OCc1ccccc1,,Any-OR|Ar-R|R-Si,0,Bn-OH,R-Si,,
379,OCCO.CC(C)(C)[Si](C)(C)Cl>>CC(C)(C)[Si](C)(C)OCCO[Si](C)(C)C(C)(C)C,,Any-OR|R-Si,0,RCH2-OH,R-Si,,
380,CC(C)(C)[Si](C)(C)OCc1ccccc1.[F-]>>c1ccc(CO)cc1,,Bn-OH,0,Any-OR|Ar-R|R-Si,,,
381,c1ccc(CO)cc1.BrCc1ccc(OC)cc1>>COc1ccc(COCc2ccccc2)cc1,,Ar-OR|Ar-R|RCH2-OR,0,Bn-OH,Ar-OR|Bn-Br,,
382,COc1ccc(COCc2ccccc2)cc1>>c1ccc(CO)cc1,,Bn-OH,0,Ar-OR|Ar-R|RCH2-OR,,,
383,OCC(O)CO.CC(=O)C>>CC1(C)OCC(CO)O1,,R2CH-OR|R3C-OR|RCH2-OH|RCH2-OR,0,R2CH-OH|RCH2-OH,Any-CO-R,,
384,CC1(C)OCC(CO)O1.[H+]>>OCC(O)CO,,R2CH-OH|RCH2-OH,0,R2CH-OR|R3C-OR|RCH2-OH|RCH2-OR,,,
385,c1ccc(CO)cc1.BrCc1ccccc1>>c1ccc(COCc2ccccc2)cc1,,Ar-R|RCH2-OR,0,Bn-OH,Bn-Br,,
386,c1ccc(COCc2ccccc2)cc1.[H][H].[Pd]>>c1ccc(CO)cc1,,Bn-OH,0,Ar-R|RCH2-OR,Any-H,,
387,c1ccc(CO)cc1.ClC(c1ccccc1)(c1ccccc1)c1ccccc1>>c1ccc(COC(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,,Ar-R|R3C-OR|RCH2-OR,0,Bn-OH,Ar-R|R-Cl,,
388,c1ccc(COC(c2ccccc2)(c2ccccc2)c2ccccc2)cc1.[H+]>>c1ccc(CO)cc1,,Bn-OH,0,Ar-R|R3C-OR|RCH2-OR,,,
389,O=C(O)c1ccccc1.Nc1ccccc1>>O=C(Nc1ccccc1)c1ccccc1,amide_coupling,Ar-CONHR|Ar-NHR,1,Ar-CO2H,Ar-NH2,,
390,CC(=O)O.NCc1ccccc1>>CC(=O)NCc1ccccc1,amide_coupling,Any-CONHR|Bn-NHR,1,Any-CO2H,Bn-NH2,,
391,O=C(O)CCc1ccccc1.NC1CCCCC1>>O=C(N1CCCCC1)CCc1ccccc1,,Any-CONR2|Ar-R|RCH2-NR2,0,Ar-R|RCH2-CO2H,R2CH-NH2,,
392,CC(C)(C)C(=O)O.Nc1ccc(C)cc1>>CC(C)(C)C(=O)Nc1ccc(C)cc1,,Any-CONHR|Ar-NHR|Ar-R,0,R3C-CO2H,Ar-NH2|Ar-R,,
393,O=C(O)c1ccc(F)cc1.NCCc1ccccc1>>O=C(NCCc1ccccc1)c1ccc(F)cc1,halogenation_aromatic,Ar-CONHR|Ar-F|Ar-R|RCH2-NHR,1,Ar-CO2H|Ar-F,Ar-R|RCH2-NH2,,
394,O=C(O)c1ccc(OC)cc1.NC1CC1>>COc1ccc(C(=O)NC2CC2)cc1,,Ar-CONHR|Ar-OR|R2CH-NHR,0,Ar-CO2H|Ar-OR,R2CH-NH2,,
395,O=C(O)c1ccc(C#N)cc1.NCCCC>>N#Cc1ccc(C(=O)NCCCC)cc1,,Ar-CN|Ar-CONHR|RCH2-NHR,0,Ar-CN|Ar-CO2H,RCH2-NH2,,
396,O=C(O)c1ccc([N+](=O)[O-])cc1.NC(C)(C)C>>CC(C)(C)NC(=O)c1ccc([N+](=O)[O-])cc1,,Ar-CONHR|Ar-NO2|R3C-NHR,0,Ar-CO2H|Ar-NO2,R3C-NH2,,
397,O=C(O)c1cccc(Cl)c1.NCc1ccncc1>>O=C(NCc1ccncc1)c1cccc(Cl)c1,"amide_coupling,halogenation_aromatic",Ar-CONHR|Ar-Cl|Bn-NHR,2,Ar-CO2H|Ar-Cl,Bn-NH2,,
398,O=C(O)c1ccc2ccccc2c1.NC1CCNCC1>>O=C(N1CCC(N)CC1)c1ccc2ccccc2c1,,Ar-CONR2|R2CH-NH2|RCH2-NR2,0,Ar-CO2H,R2CH-NH2|RCH2-NHR,,
399,O=C(O)c1ccncc1.Nc1ccccc1>>O=C(Nc1ccccc1)c1ccncc1,amide_coupling,Ar-CONHR|Ar-NHR,1,Ar-CO2H,Ar-NH2,,
400,O=C(O)c1cnccn1.NCc1ccc(F)cc1>>O=C(NCc1ccc(F)cc1)c1cnccn1,"amide_coupling,halogenation_aromatic",Ar-CONHR|Ar-F|Bn-NHR,2,Ar-CO2H,Ar-F|Bn-NH2,,
401,O=C(O)c1cccs1.NC1CCOCC1>>O=C(N1CCOCC1)c1cccs1,,Ar-CONR2|RCH2-NR2|RCH2-OR,0,Ar-CO2H,R2CH-NH2|RCH2-OR,,
402,O=C(O)c1cc[nH]c1.NCCOc1ccccc1>>O=C(NCCOc1ccccc1)c1cc[nH]c1,,Ar-CONHR|AromN-H|RCH2-NHR|RCH2-OR,0,Ar-CO2H|AromN-H,RCH2-NH2|RCH2-OR,,
403,O=C(O)c1ccc[nH]1.NC1CCC(C)(C)CC1>>O=C(NC1CCC(C)(C)CC1)c1ccc[nH]1,,Ar-CONHR|AromN-H|R2CH-NHR,0,Ar-CO2H|AromN-H,R2CH-NH2,,
404,CCCCCCCC(=O)O.Nc1ccc(OC)cc1>>CCCCCCCC(=O)Nc1ccc(OC)cc1,,Any-CONHR|Ar-NHR|Ar-OR,0,RCH2-CO2H,Ar-NH2|Ar-OR,,
405,CC(C)CC(=O)O.NCc1ccc(Cl)cc1>>CC(C)CC(=O)NCc1ccc(Cl)cc1,halogenation_aromatic,Any-CONHR|Ar-Cl|Bn-NHR,1,RCH2-CO2H,Ar-Cl|Bn-NH2,,
406,CCC(C)C(=O)O.NC1CCN(C)CC1>>CCC(C)C(=O)N1CCN(C)CC1,,Any-CONR2|RCH2-NR2,0,R2CH-CO2H,R2CH-NH2|RCH2-NR2,,
407,O=C(O)C1CCCCC1.NCCc1ccc[nH]1>>O=C(NCCc1ccc[nH]1)C1CCCCC1,,Any-CONHR|Ar-R|AromN-H|RCH2-NHR,0,R2CH-CO2H,Ar-R|AromN-H|RCH2-NH2,,
408,CC(C)CC(N)C(=O)O.NCc1ccccc1>>CC(C)CC(N)C(=O)NCc1ccccc1,,Any-CONHR|Bn-NHR|R2CH-NH2,0,R2CH-CO2H|R2CH-NH2,Bn-NH2,,
409,N[C@@H](Cc1ccccc1)C(=O)O.NC1CCCCC1>>N[C@@H](Cc1ccccc1)C(=O)N1CCCCC1,,Any-CONR2|Ar-R|R2CH-NH2|RCH2-NR2,0,Ar-R|R2CH-CO2H|R2CH-NH2,R2CH-NH2,,
410,O=C(O)c1ccccc1.CN(C)c1ccccc1>>CN(C)c1ccccc1.O=C(N(C)c1ccccc1)c1ccccc1,,"Ar-NR2,Ar-CONR2|Ar-NR2",0,Ar-CO2H,Ar-NR2,,
411,CC(=O)O.N1CCCC1>>CC(=O)N1CCCC1,,Any-CONR2|RCH2-NR2,0,Any-CO2H,RCH2-NHR,,
412,O=C(O)c1ccc(Br)cc1.N1CCOCC1>>O=C(N1CCOCC1)c1ccc(Br)cc1,halogenation_aromatic,Ar-Br|Ar-CONR2|RCH2-NR2|RCH2-OR,1,Ar-Br|Ar-CO2H,RCH2-NHR|RCH2-OR,,
413,O=C(O)c1ccccc1.Nc1ccccc1>>O=C(Nc1ccccc1)c1ccccc1,amide_coupling,Ar-CONHR|Ar-NHR,1,Ar-CO2H,Ar-NH2,,
414,CC(C)(C)C(=O)O.NCc1ccccc1>>CC(C)(C)C(=O)NCc1ccccc1,,Any-CONHR|Bn-NHR,0,R3C-CO2H,Bn-NH2,,
415,O=C(O)c1ccc(OC)cc1.NC1CCCCC1>>COc1ccc(C(=O)N1CCCCC1)cc1,,Ar-Alkenyl|Ar-OR,0,Ar-CO2H|Ar-OR,R2CH-NH2,,
416,CCBr.[C-]#N>>CCC#N,,RCH2-CN,0,R-Br,,,
417,CC(C)(C)Cl.O>>CC(C)(C)O,,R3C-OH,0,R-Cl,Any-OH,,
418,CCC(Br)C.CC(C)(C)[O-]>>CC=CC,,Alkenyl-H|R-H,0,R-Br,R-H,,
419,C=CC1=CC=CC=C1>>CCc1ccccc1,,Ar-R,0,Ar-CHCH2,,,
420,CCCCCC=C>>CCCCCCO,ring_closing_metathesis,RCH2-OH,1,Any-CHCH2|R-CHCH2,,,
421,C1=CCCCC1>>O1CCCCC1,ring_closing_metathesis,RCH2-OR,1,Alkenyl-H|R-H,,,
422,C1=CCCCC1>>OC1CCCCC1O,ring_closing_metathesis,R2CH-OH,1,Alkenyl-H|R-H,,,
423,CC(=O)C.C=O>>CC(=O)CCO,,Any-CO-R|RCH2-OH,0,Any-CO-R,Any-CHO,,
424,CC(=O)C.CC(=O)C>>CC(=O)C=C(C)C,,Any-CO-R,0,Any-CO-R,Any-CO-R,,
425,O=CC1=CC=CC=C1.C[Mg]Br>>CC(O)c1ccccc1,,Ar-R|R2CH-OH,0,Ar-CHO,R-Mg,,
426,O=C1CCCCC1.CNC>>CNC1CCCCC1,,R2CH-NHR,0,Any-CO-R,Any-NHR,,
427,O=CC1=CC=CC=C1.Nc1ccccc1>>c1ccc(/C=N\c2ccccc2)cc1,,Ar-Imino,0,Ar-CHO,Ar-NH2,,
428,O=CC1=CC=CC=C1.C=P(c1ccccc1)(c1ccccc1)c1ccccc1>>C=CC1=CC=CC=C1,,Ar-CHCH2,0,Ar-CHO,Any-H|Ar-H,,
429,O=CC1=CC=CC=C1.CCOP(=O)(OCC)C=C(C(=O)OCC)[O-]>>CCOC(=O)C=CC1=CC=CC=C1,,Alkenyl-Ester|Ar-Alkenyl,0,Ar-CHO,Alkenyl-Ester|Any-OR,,
430,c1ccccc1.CC(C)(C)Cl>>CC(C)(C)c1ccccc1,,Ar-R,0,Ar-H,R-Cl,,
431,c1ccccc1.CC(=O)Cl>>CC(=O)c1ccccc1,,Any-CO-R,0,Ar-H,Any-CO-R|Any-COCl,,
432,c1ccccc1>>O=[N+]([O-])c1ccccc1,,Ar-NO2,0,Ar-H,,,
433,c1ccccc1>>Brc1ccccc1,halogenation_aromatic,Ar-Br,1,Ar-H,,,
434,Brc1ccccc1.C=C>>C=CC1=CC=CC=C1,"heck,ring_closing_metathesis",Ar-CHCH2,2,Ar-Br,Alkenyl-H,,
435,Brc1ccccc1.C#C>>C#Cc1ccccc1,,Ar-Alkyne|Ar-CCH,0,Ar-Br,Alkynyl-H,,
436,Brc1ccccc1.O1CCNCC1>>c1ccc(N2CCOCC2)cc1,,RCH2-NR2|RCH2-OR,0,Ar-Br,RCH2-NHR|RCH2-OR,,
437,Brc1ccccc1.c1ccc(B(O)O)cc1>>c1ccc(-c2ccccc2)cc1,suzuki_miyaura,Ar-Ar,1,Ar-Br,Ar-B(OH)2,,
438,Brc1ccccc1.CC[Zn]Br>>CCc1ccccc1,,Ar-R,0,Ar-Br,R-Zn,,
439,Brc1ccccc1.CC[Mg]Br>>CCc1ccccc1,,Ar-R,0,Ar-Br,R-Mg,,
440,Brc1ccccc1.C=C[Sn](C)(C)C>>C=CC1=CC=CC=C1,"heck,stille,ring_closing_metathesis",Ar-CHCH2,3,Ar-Br,Alkenyl-Sn,,
441,Nc1ccccc1.c1ccc(B(O)O)cc1>>c1ccc(Nc2ccccc2)cc1,chan_lam_cn,Ar-NHR,1,Ar-NH2,Ar-B(OH)2,,
442,Ic1ccccc1.Nc1ccccc1>>c1ccc(Nc2ccccc2)cc1,buchwald_hartwig,Ar-NHR,1,Ar-I,Ar-NH2,,
443,C1=CC=CC1.C1(=O)OC(=O)C=CC1=O>>O=C1OC(=O)C2C=CC1C2,ring_closing_metathesis,Any-Ester,1,Alkenyl-Alkenyl,Alkenyl-Ester|Any-CO-R|Any-Ester,,
444,C=CCOCC=C>>C1=CCOCC1,ring_closing_metathesis,RCH2-OR,1,Any-CHCH2|R-CHCH2|RCH2-OR,,,
445,CCCCO>>CCCC=O,,Any-CHO,0,RCH2-OH,,,
446,CC(=O)c1ccccc1>>CC(O)c1ccccc1,,Ar-R|R2CH-OH,0,Any-CO-R,,,
447,CCOC(=O)c1ccccc1>>OCCc1ccccc1,,Ar-R|RCH2-OH,0,Ar-Ester,,,
448,C=CC1=CC=CC=C1>>O=CC1=CC=CC=C1.C=O,,"Ar-CHO,Any-CHO",0,Ar-CHCH2,,,
