canonical_reaction_smiles,reaction_display_label_detailed,original_reaction_type,detected_reaction_family,detection_status,transformation_class,signature_id,evidence_quality,transformation_confidence,reaction_completeness_status,product_heavy_atom_coverage,product_element_excess,partial_transformation_class,removed_fragment,installed_fragment,installed_fragment_key,fragment_source_status,fragment_source_candidates,missing_product_atom_elements,chemistry_status,condition_status,condition_stage_status,index_eligibility,admission_reasons,warnings,spectators,steric_electronic_factors
OCCCCc1ccccc1>>ClCCCCc1ccccc1,C–OH → C–Cl; partial conserved-scaffold observation; the reactants do not account for Cl in the product.,Appel halogenation,,partial_product_correspondence,attachment_replacement,,partial_product_correspondence,0.8,incomplete,0.909091,"{""Cl"":1}",attachment_replacement,O,Cl,PFG1:daf16f3382a53b1f86df653a,unresolved,,Cl,rejected,unresolved_retained,single_stage,ineligible,condition_identifier_uncertainty; suspected_missing_reactant; unaccounted_product_heavy_atoms,GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:Cl; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
CC(C)(C)[Si](C)(C)Oc1ccc(CCO)cc1>>CC(C)(C)[Si](C)(C)Oc1ccc(CCCl)cc1,C–OH → C–Cl; partial conserved-scaffold observation; the reactants do not account for Cl in the product.,Appel halogenation,,partial_product_correspondence,attachment_replacement,,partial_product_correspondence,0.8,incomplete,0.941176,"{""Cl"":1}",attachment_replacement,O,Cl,PFG1:daf16f3382a53b1f86df653a,unresolved,,Cl,rejected,unresolved_retained,single_stage,ineligible,condition_identifier_uncertainty; suspected_missing_reactant; unaccounted_product_heavy_atoms,GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:Cl; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
CCOC(=O)CCCCCO>>CCOC(=O)CCCCCCl,C–OH → C–Cl; partial conserved-scaffold observation; the reactants do not account for Cl in the product.,Appel halogenation,,partial_product_correspondence,attachment_replacement,,partial_product_correspondence,0.8,incomplete,0.909091,"{""Cl"":1}",attachment_replacement,O,Cl,PFG1:daf16f3382a53b1f86df653a,unresolved,,Cl,rejected,unresolved_retained,single_stage,ineligible,condition_identifier_uncertainty; suspected_missing_reactant; unaccounted_product_heavy_atoms,GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:Cl; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
COc1ccc(CCO)cc1>>COc1ccc(CCCl)cc1,C–OH → C–Cl; partial conserved-scaffold observation; the reactants do not account for Cl in the product.,Appel halogenation,,partial_product_correspondence,attachment_replacement,,partial_product_correspondence,0.8,incomplete,0.909091,"{""Cl"":1}",attachment_replacement,O,Cl,PFG1:daf16f3382a53b1f86df653a,unresolved,,Cl,rejected,unresolved_retained,single_stage,ineligible,condition_identifier_uncertainty; suspected_missing_reactant; unaccounted_product_heavy_atoms,GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:Cl; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
OCCc1cccs1>>ClCCc1cccs1,C–OH → C–Cl; partial conserved-scaffold observation; the reactants do not account for Cl in the product.,Appel halogenation,,partial_product_correspondence,attachment_replacement,,partial_product_correspondence,0.8,incomplete,0.875,"{""Cl"":1}",attachment_replacement,O,Cl,PFG1:daf16f3382a53b1f86df653a,unresolved,,Cl,rejected,unresolved_retained,single_stage,ineligible,condition_identifier_uncertainty; suspected_missing_reactant; unaccounted_product_heavy_atoms,GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:Cl; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
CCC[C@@H](O)c1ccccc1>>CCC[C@H](Cl)c1ccccc1,C–OH → C–Cl; partial conserved-scaffold observation; the reactants do not account for Cl in the product.,Appel halogenation,,partial_product_correspondence,attachment_replacement,,partial_product_correspondence,0.8,incomplete,0.909091,"{""Cl"":1}",attachment_replacement,O,Cl,PFG1:daf16f3382a53b1f86df653a,unresolved,,Cl,rejected,unresolved_retained,single_stage,ineligible,condition_identifier_uncertainty; suspected_missing_reactant; unaccounted_product_heavy_atoms,GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:Cl; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
CCC[C@H](O)c1ccccc1>>CCC[C@@H](Cl)c1ccccc1,C–OH → C–Cl; partial conserved-scaffold observation; the reactants do not account for Cl in the product.,Appel halogenation,,partial_product_correspondence,attachment_replacement,,partial_product_correspondence,0.8,incomplete,0.909091,"{""Cl"":1}",attachment_replacement,O,Cl,PFG1:daf16f3382a53b1f86df653a,unresolved,,Cl,rejected,unresolved_retained,single_stage,ineligible,condition_identifier_uncertainty; suspected_missing_reactant; unaccounted_product_heavy_atoms,GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:Cl; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
OCC(c1ccccc1)c1ccccc1>>ClCC(c1ccccc1)c1ccccc1,C–OH → C–Cl; partial conserved-scaffold observation; the reactants do not account for Cl in the product.,Appel halogenation,,partial_product_correspondence,attachment_replacement,,partial_product_correspondence,0.8,incomplete,0.933333,"{""Cl"":1}",attachment_replacement,O,Cl,PFG1:daf16f3382a53b1f86df653a,unresolved,,Cl,rejected,unresolved_retained,single_stage,ineligible,condition_identifier_uncertainty; suspected_missing_reactant; unaccounted_product_heavy_atoms,GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:Cl; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
CCOC(=O)[C@@H](O)c1ccccc1>>CCOC(=O)[C@H](Cl)c1ccccc1,C–OH → C–Cl; partial conserved-scaffold observation; the reactants do not account for Cl in the product.,Appel halogenation,,partial_product_correspondence,attachment_replacement,,partial_product_correspondence,0.8,incomplete,0.923077,"{""Cl"":1}",attachment_replacement,O,Cl,PFG1:daf16f3382a53b1f86df653a,unresolved,,Cl,rejected,unresolved_retained,single_stage,ineligible,condition_identifier_uncertainty; suspected_missing_reactant; unaccounted_product_heavy_atoms,GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:Cl; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
C[C@@H](O)COCc1ccccc1>>C[C@H](Cl)COCc1ccccc1,C–OH → C–Cl; partial conserved-scaffold observation; the reactants do not account for Cl in the product.,Appel halogenation,,partial_product_correspondence,attachment_replacement,,partial_product_correspondence,0.8,incomplete,0.916667,"{""Cl"":1}",attachment_replacement,O,Cl,PFG1:daf16f3382a53b1f86df653a,unresolved,,Cl,rejected,unresolved_retained,single_stage,ineligible,condition_identifier_uncertainty; suspected_missing_reactant; unaccounted_product_heavy_atoms,GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:Cl; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
CCOC(=O)[C@H](O)CCc1ccccc1>>CCOC(=O)[C@@H](Cl)CCc1ccccc1,C–OH → C–Cl; partial conserved-scaffold observation; the reactants do not account for Cl in the product.,Appel halogenation,,partial_product_correspondence,attachment_replacement,,partial_product_correspondence,0.8,incomplete,0.933333,"{""Cl"":1}",attachment_replacement,O,Cl,PFG1:daf16f3382a53b1f86df653a,unresolved,,Cl,rejected,unresolved_retained,single_stage,ineligible,condition_identifier_uncertainty; suspected_missing_reactant; unaccounted_product_heavy_atoms,GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:Cl; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
CC(O)COCc1ccccc1>>CC(Cl)COCc1ccccc1,C–OH → C–Cl; partial conserved-scaffold observation; the reactants do not account for Cl in the product.,Appel halogenation,,partial_product_correspondence,attachment_replacement,,partial_product_correspondence,0.8,incomplete,0.916667,"{""Cl"":1}",attachment_replacement,O,Cl,PFG1:daf16f3382a53b1f86df653a,unresolved,,Cl,rejected,unresolved_retained,single_stage,ineligible,condition_identifier_uncertainty; suspected_missing_reactant; unaccounted_product_heavy_atoms,GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:Cl; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
CC(O)C(=O)OCc1ccccc1>>CC(Cl)C(=O)OCc1ccccc1,C–OH → C–Cl; partial conserved-scaffold observation; the reactants do not account for Cl in the product.,Appel halogenation,,partial_product_correspondence,attachment_replacement,,partial_product_correspondence,0.8,incomplete,0.923077,"{""Cl"":1}",attachment_replacement,O,Cl,PFG1:daf16f3382a53b1f86df653a,unresolved,,Cl,rejected,unresolved_retained,single_stage,ineligible,condition_identifier_uncertainty; suspected_missing_reactant; unaccounted_product_heavy_atoms,GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:Cl; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
C[C@H](O)C(=O)OCc1ccccc1>>C[C@@H](Cl)C(=O)OCc1ccccc1,C–OH → C–Cl; partial conserved-scaffold observation; the reactants do not account for Cl in the product.,Appel halogenation,,partial_product_correspondence,attachment_replacement,,partial_product_correspondence,0.8,incomplete,0.923077,"{""Cl"":1}",attachment_replacement,O,Cl,PFG1:daf16f3382a53b1f86df653a,unresolved,,Cl,rejected,unresolved_retained,single_stage,ineligible,condition_identifier_uncertainty; suspected_missing_reactant; unaccounted_product_heavy_atoms,GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:Cl; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
CCOC(=O)[C@H](O)c1ccccc1>>CCOC(=O)[C@@H](Cl)c1ccccc1,C–OH → C–Cl; partial conserved-scaffold observation; the reactants do not account for Cl in the product.,Appel halogenation,,partial_product_correspondence,attachment_replacement,,partial_product_correspondence,0.8,incomplete,0.923077,"{""Cl"":1}",attachment_replacement,O,Cl,PFG1:daf16f3382a53b1f86df653a,unresolved,,Cl,rejected,unresolved_retained,single_stage,ineligible,condition_identifier_uncertainty; suspected_missing_reactant; unaccounted_product_heavy_atoms,GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:Cl; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
CCCCCC(O)CC>>CCCCCC(Cl)CC,C–OH → C–Cl; partial conserved-scaffold observation; the reactants do not account for Cl in the product.,Appel halogenation,,partial_product_correspondence,attachment_replacement,,partial_product_correspondence,0.8,incomplete,0.888889,"{""Cl"":1}",attachment_replacement,O,Cl,PFG1:daf16f3382a53b1f86df653a,unresolved,,Cl,rejected,unresolved_retained,single_stage,ineligible,condition_identifier_uncertainty; suspected_missing_reactant; unaccounted_product_heavy_atoms,GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:Cl; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
CCOC(=O)C[C@H](C)O>>CCOC(=O)C[C@H](C)Cl,C–OH → C–Cl; partial conserved-scaffold observation; the reactants do not account for Cl in the product.,Appel halogenation,,partial_product_correspondence,attachment_replacement,,partial_product_correspondence,0.8,incomplete,0.888889,"{""Cl"":1}",attachment_replacement,O,Cl,PFG1:daf16f3382a53b1f86df653a,unresolved,,Cl,rejected,unresolved_retained,single_stage,ineligible,condition_identifier_uncertainty; suspected_missing_reactant; unaccounted_product_heavy_atoms,GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:Cl; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
OC1CCN(c2ncccn2)CC1>>IC1CCN(c2ncccn2)CC1,C–OH → C–I; partial conserved-scaffold observation; the reactants do not account for I in the product.,Appel halogenation,,partial_product_correspondence,attachment_replacement,,partial_product_correspondence,0.8,incomplete,0.923077,"{""I"":1}",attachment_replacement,O,I,PFG1:6ace0f6c093f5bc95c6c371d,unresolved,,I,rejected,resolved_complete,single_stage,ineligible,suspected_missing_reactant; unaccounted_product_heavy_atoms,GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:I; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
O=C1C[C@@H]2[C@@H](CO)[C@H](OC(=O)c3ccc(-c4ccccc4)cc3)C[C@@H]2O1>>O=C1C[C@@H]2[C@@H](CI)[C@H](OC(=O)c3ccc(-c4ccccc4)cc3)C[C@@H]2O1,C–OH → C–I; partial conserved-scaffold observation; the reactants do not account for I in the product.,Appel halogenation,,partial_product_correspondence,attachment_replacement,,partial_product_correspondence,0.8,incomplete,0.961538,"{""I"":1}",attachment_replacement,O,I,PFG1:6ace0f6c093f5bc95c6c371d,unresolved,,I,rejected,resolved_complete,single_stage,ineligible,suspected_missing_reactant; unaccounted_product_heavy_atoms,GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:I; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O>>CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1I,C–OH → C–I; partial conserved-scaffold observation; the reactants do not account for I in the product.,Appel halogenation,,partial_product_correspondence,attachment_replacement,,partial_product_correspondence,0.8,incomplete,0.909091,"{""I"":1}",attachment_replacement,O,I,PFG1:6ace0f6c093f5bc95c6c371d,unresolved,,I,rejected,resolved_complete,single_stage,ineligible,suspected_missing_reactant; unaccounted_product_heavy_atoms,GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:I; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
C=CCN(CCO)S(=O)(=O)c1ccc(C)cc1>>C=CCN(CCI)S(=O)(=O)c1ccc(C)cc1,C–OH → C–I; partial conserved-scaffold observation; the reactants do not account for I in the product.,Appel halogenation,,partial_product_correspondence,attachment_replacement,,partial_product_correspondence,0.8,incomplete,0.941176,"{""I"":1}",attachment_replacement,O,I,PFG1:6ace0f6c093f5bc95c6c371d,unresolved,,I,rejected,resolved_complete,single_stage,ineligible,suspected_missing_reactant; unaccounted_product_heavy_atoms,GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:I; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
CC1(C)O[C@@H]2[C@@H](CO[C@@]3(CO)OC(C)(C)O[C@@H]23)O1>>CC1(C)O[C@@H]2[C@@H](CO[C@@]3(CI)OC(C)(C)O[C@@H]23)O1,C–OH → C–I; partial conserved-scaffold observation; the reactants do not account for I in the product.,Appel halogenation,,partial_product_correspondence,attachment_replacement,,partial_product_correspondence,0.8,incomplete,0.944444,"{""I"":1}",attachment_replacement,O,I,PFG1:6ace0f6c093f5bc95c6c371d,unresolved,,I,rejected,resolved_complete,single_stage,ineligible,suspected_missing_reactant; unaccounted_product_heavy_atoms,GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:I; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
C[C@]12CC[C@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12>>C[C@]12CC[C@H](I)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,C–OH → C–I; partial conserved-scaffold observation; the reactants do not account for I in the product.,Appel halogenation,,partial_product_correspondence,attachment_replacement,,partial_product_correspondence,0.8,incomplete,0.952381,"{""I"":1}",attachment_replacement,O,I,PFG1:6ace0f6c093f5bc95c6c371d,unresolved,,I,rejected,resolved_complete,single_stage,ineligible,suspected_missing_reactant; unaccounted_product_heavy_atoms,GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:I; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
CC(C)(C)OC(=O)N1[C@@H]2CC[C@H]1C[C@H](O)C2>>CC(C)(C)OC(=O)N1[C@@H]2CC[C@H]1C[C@H](I)C2,C–OH → C–I; partial conserved-scaffold observation; the reactants do not account for I in the product.,Appel halogenation,,partial_product_correspondence,attachment_replacement,,partial_product_correspondence,0.8,incomplete,0.9375,"{""I"":1}",attachment_replacement,O,I,PFG1:6ace0f6c093f5bc95c6c371d,unresolved,,I,rejected,resolved_complete,single_stage,ineligible,suspected_missing_reactant; unaccounted_product_heavy_atoms,GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:I; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
Cc1ccc(CCO)cc1>>Cc1ccc(CCBr)cc1,C–OH → C–Br; partial conserved-scaffold observation; the reactants do not account for Br in the product.,Appel halogenation,,partial_product_correspondence,attachment_replacement,,partial_product_correspondence,0.8,incomplete,0.9,"{""Br"":1}",attachment_replacement,O,Br,PFG1:b1804dbe98afebd251ad4abe,unresolved,,Br,rejected,unresolved_retained,single_stage,ineligible,condition_identifier_uncertainty; suspected_missing_reactant; unaccounted_product_heavy_atoms,GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:Br; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
CCCCCCCCO>>CCCCCCCCBr,C–OH → C–Br; partial conserved-scaffold observation; the reactants do not account for Br in the product.,Appel halogenation,,partial_product_correspondence,attachment_replacement,,partial_product_correspondence,0.8,incomplete,0.888889,"{""Br"":1}",attachment_replacement,O,Br,PFG1:b1804dbe98afebd251ad4abe,unresolved,,Br,rejected,unresolved_retained,single_stage,ineligible,condition_identifier_uncertainty; suspected_missing_reactant; unaccounted_product_heavy_atoms,GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:Br; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
Cc1ccc(CCO)cc1>>Cc1ccc(CCCl)cc1,C–OH → C–Cl; partial conserved-scaffold observation; the reactants do not account for Cl in the product.,Appel halogenation,,partial_product_correspondence,attachment_replacement,,partial_product_correspondence,0.8,incomplete,0.9,"{""Cl"":1}",attachment_replacement,O,Cl,PFG1:daf16f3382a53b1f86df653a,unresolved,,Cl,rejected,unresolved_retained,single_stage,ineligible,condition_identifier_uncertainty; suspected_missing_reactant; unaccounted_product_heavy_atoms,GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:Cl; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
COc1ccc(CCO)cc1>>COc1ccc(CCBr)cc1,C–OH → C–Br; partial conserved-scaffold observation; the reactants do not account for Br in the product.,Appel halogenation,,partial_product_correspondence,attachment_replacement,,partial_product_correspondence,0.8,incomplete,0.909091,"{""Br"":1}",attachment_replacement,O,Br,PFG1:b1804dbe98afebd251ad4abe,unresolved,,Br,rejected,unresolved_retained,single_stage,ineligible,condition_identifier_uncertainty; suspected_missing_reactant; unaccounted_product_heavy_atoms,GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:Br; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
OCCc1ccc(Cl)cc1>>Clc1ccc(CCBr)cc1,C–OH → C–Br; partial conserved-scaffold observation; the reactants do not account for Br in the product.,Appel halogenation,,partial_product_correspondence,attachment_replacement,,partial_product_correspondence,0.8,incomplete,0.9,"{""Br"":1}",attachment_replacement,O,Br,PFG1:b1804dbe98afebd251ad4abe,unresolved,,Br,rejected,unresolved_retained,single_stage,ineligible,condition_identifier_uncertainty; suspected_missing_reactant; unaccounted_product_heavy_atoms,GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:Br; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
