row,name,smiles,expected_role,expected_reaction_types,notes,valid,canonical_smiles,motif_count,context_motif_count,motifs,context_motifs,ranked_motifs,detected_role_simple,analysis_count,aryl_analysis,meta_error
99,Ethylzinc bromide,CC[Zn]Br,nucleophile,Negishi,Alkylzinc reagent,True,C[CH2][Zn][Br],1,0,RCH2-Zn*,,RCH2-Zn*,nucleophile,1,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}",
100,Phenyltrimethylstannane,c1ccc([Sn](C)(C)C)cc1,nucleophile,Stille,Organotin for Stille coupling,True,[CH3][Sn]([CH3])([CH3])[c]1ccccc1,2,0,Ar-Sn*;Alkyl-Sn*,,Ar-Sn*;Alkyl-Sn*,nucleophile,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
101,Vinyltrimethylstannane,C=C[Sn](C)(C)C,nucleophile,Stille,Vinyl stannane,True,C=[CH][Sn]([CH3])([CH3])[CH3],2,0,Alkenyl-Sn*;Alkyl-Sn*,,Alkenyl-Sn*;Alkyl-Sn*,nucleophile,2,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}",
102,4-Bromophenylboronic acid,Brc1ccc(B(O)O)cc1,bifunctional,Suzuki-Miyaura,Can act as both electrophile and nucleophile; selective coupling,True,OB(O)c1ccc(Br)cc1,2,0,Ar-B(OH)2;Ar-Br,,Ar-B(OH)2;Ar-Br,bifunctional,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
103,4-Bromoaniline,Brc1ccc(N)cc1,bifunctional,Buchwald-Hartwig; Suzuki-Miyaura,Both electrophile (Br) and nucleophile (NH2); orthogonal protection needed,True,Nc1ccc(Br)cc1,2,0,Ar-Br;Ar-NH2,,Ar-Br;Ar-NH2,bifunctional,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
104,4-Bromophenol,Brc1ccc(O)cc1,bifunctional,Ullmann; Suzuki-Miyaura,Both electrophile (Br) and nucleophile (OH),True,Oc1ccc(Br)cc1,2,0,Ar-Br;Ar-OH,,Ar-Br;Ar-OH,bifunctional,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
105,4-Bromophenylacetylene,Brc1ccc(C#C)cc1,bifunctional,Sonogashira; Suzuki-Miyaura,Both electrophile (Br) and nucleophile (alkyne),True,C#Cc1ccc(Br)cc1,2,0,Ar-Br;Ar-Alkynyl_terminal,,Ar-Br;Ar-Alkynyl_terminal,bifunctional,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
106,"1,4-Dibromobenzene",Brc1ccc(Br)cc1,di-electrophile,Suzuki-Miyaura; Buchwald-Hartwig,Two identical electrophilic sites; sp2_halide_site_count = 2,True,Brc1ccc(Br)cc1,2,0,Ar-Br;Ar-Br,,Ar-Br;Ar-Br,electrophile,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
107,"1,4-Phenylenediamine",Nc1ccc(N)cc1,di-nucleophile,Buchwald-Hartwig; Ullmann,Two identical nucleophilic sites,True,Nc1ccc(N)cc1,2,0,Ar-NH2;Ar-NH2,,Ar-NH2;Ar-NH2,nucleophile,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
108,4-Bromo-N-Boc-aniline,Brc1ccc(NC(=O)OC(C)(C)C)cc1,electrophile,Suzuki-Miyaura; Sonogashira,Boc-protected amine; prevents C-N coupling,True,CC(C)(C)OC(=O)Nc1ccc(Br)cc1,3,0,Ar-Br;Ar-N*;Alkyl-O*,,Ar-Br;Ar-N*;Alkyl-O*,electrophile,3,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
109,4-Bromo-TBS-phenol,Brc1ccc(O[Si](C)(C)C(C)(C)C)cc1,electrophile,Suzuki-Miyaura; Sonogashira,TBS-protected phenol,True,CC(C)(C)[Si](C)(C)Oc1ccc(Br)cc1,3,0,Ar-Br;Alkyl-Si*;Ar-O*,,Ar-Br;Alkyl-Si*;Ar-O*,bifunctional,3,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
110,Methyl 4-bromobenzoate,Brc1ccc(C(=O)OC)cc1,electrophile,Suzuki-Miyaura; Buchwald-Hartwig,Ester-protected carboxylic acid,True,COC(=O)c1ccc(Br)cc1,2,0,Ar-Br;Ar-COOR,,Ar-Br;Ar-COOR,electrophile,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
111,4-Bromobenzaldehyde,Brc1ccc(C=O)cc1,electrophile,Suzuki-Miyaura; Buchwald-Hartwig; Sonogashira,Aldehyde functional group; can be reduced/oxidized,True,O=Cc1ccc(Br)cc1,2,0,Ar-CHO;Ar-Br,,Ar-CHO;Ar-Br,electrophile,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
112,Pentamethylbromobenzene,Brc1c(C)c(C)c(C)c(C)c1C,electrophile,Suzuki-Miyaura,Extremely sterically hindered; requires bulky ligands,True,Cc1c(C)c(C)c(Br)c(C)c1C,6,0,Ar-Br;Ar-Alkyl;Ar-Alkyl;Ar-Alkyl;Ar-Alkyl;Ar-Alkyl,,Ar-Br;Ar-Alkyl;Ar-Alkyl;Ar-Alkyl;Ar-Alkyl;Ar-Alkyl,electrophile,6,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
113,4-Bromo-tert-butylbenzene,Brc1ccc(C(C)(C)C)cc1,electrophile,Suzuki-Miyaura; Buchwald-Hartwig,Para-tert-butyl substituent,True,CC(C)(C)c1ccc(Br)cc1,2,0,Ar-Br;Ar-Alkyl,,Ar-Br;Ar-Alkyl,electrophile,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
114,tert-Butylamine,CC(C)(C)N,nucleophile,Buchwald-Hartwig,Highly hindered primary amine; challenging substrate,True,CC(C)(C)N,1,0,R3C-NH2,,R3C-NH2,nucleophile,1,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}",
115,4-tert-Butylaniline,CC(C)(C)c1ccc(N)cc1,nucleophile,Buchwald-Hartwig; Ullmann,Sterically hindered aniline,True,CC(C)(C)c1ccc(N)cc1,2,0,Ar-NH2;Ar-Alkyl,,Ar-NH2;Ar-Alkyl,nucleophile,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
116,4-Bromonitrobenzene,Brc1ccc([N+](=O)[O-])cc1,electrophile,Suzuki-Miyaura; Buchwald-Hartwig; SNAr,Highly electron-poor; very reactive in SNAr,True,O=[N+]([O-])c1ccc(Br)cc1,2,0,Ar-Br;Ar-NO2,,Ar-Br;Ar-NO2,electrophile,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
117,"4-Bromo-N,N-dimethylaniline",Brc1ccc(N(C)C)cc1,electrophile,Suzuki-Miyaura; Sonogashira,Highly electron-rich; tertiary amine substituent,True,CN(C)c1ccc(Br)cc1,3,0,Ar-Br;Ar-NR2;CH3-NR2,,Ar-Br;Ar-NR2;CH3-NR2,bifunctional,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
118,"1-Bromo-2,3,4,5-tetramethoxybenzene",COc1cc(OC)c(Br)c(OC)c1OC,electrophile,Suzuki-Miyaura,Extremely electron-rich; multiple methoxy groups,True,COc1cc(OC)c(OC)c(OC)c1Br,5,0,Ar-Br;Ar-OR;Ar-OR;Ar-OR;Ar-OR,,Ar-Br;Ar-OR;Ar-OR;Ar-OR;Ar-OR,electrophile,5,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
119,Pentafluorobromobenzene,Fc1c(F)c(F)c(Br)c(F)c1F,electrophile,Suzuki-Miyaura; SNAr,Extremely electron-poor; multiple fluorines,True,Fc1c(F)c(F)c(Br)c(F)c1F,6,0,Ar-Br;Ar-F;Ar-F;Ar-F;Ar-F;Ar-F,,Ar-Br;Ar-F;Ar-F;Ar-F;Ar-F;Ar-F,electrophile,6,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
120,"1,3,5-Tribromobenzene",Brc1cc(Br)cc(Br)c1,electrophile,Suzuki-Miyaura,Polyhalogenated substrate; halogen_count=3,True,Brc1cc(Br)cc(Br)c1,3,0,Ar-Br;Ar-Br;Ar-Br,,Ar-Br;Ar-Br;Ar-Br,electrophile,3,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
121,Pentafluorobromobenzene,Fc1c(F)c(F)c(Br)c(F)c1F,electrophile,Suzuki-Miyaura,Polyhalogenated with fluorine EWG; halogen_count=6,True,Fc1c(F)c(F)c(Br)c(F)c1F,6,0,Ar-Br;Ar-F;Ar-F;Ar-F;Ar-F;Ar-F,,Ar-Br;Ar-F;Ar-F;Ar-F;Ar-F;Ar-F,electrophile,6,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
122,"2,5-Dichloropyridine",Clc1ccc(Cl)nc1,electrophile,Suzuki-Miyaura; Buchwald-Hartwig,Polyhalogenated heteroaryl; halogen_count=2,True,Clc1ccc(Cl)nc1,5,1,HeteroAr-Cl;HeteroAr-Cl;HeteroAr-H;HeteroAr-H;HeteroAr-H,Pyridine,HeteroAr-Cl;HeteroAr-Cl;HeteroAr-H;HeteroAr-H;HeteroAr-H,electrophile,0,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 1, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [6], ""heteroaromatic"": true, ""heterocycle_types"": [""Pyridine""], ""is_heterocycle"": true, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
123,"2,6-Dichloro-iodobenzene",Ic1c(Cl)cccc1Cl,electrophile,Suzuki-Miyaura,Mixed halides with ortho substitution; halogen_count=3,True,Clc1cccc(Cl)c1I,3,0,Ar-I;Ar-Cl;Ar-Cl,,Ar-I;Ar-Cl;Ar-Cl,electrophile,3,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
124,2-tert-Butylbromobenzene,Brc1ccccc1C(C)(C)C,electrophile,Suzuki-Miyaura,Sterically hindered ortho-tert-butyl,True,CC(C)(C)c1ccccc1Br,2,0,Ar-Br;Ar-Alkyl,,Ar-Br;Ar-Alkyl,electrophile,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
125,"3,5-Diisopropylchlorobenzene",Clc1cc(C(C)C)ccc1C(C)C,electrophile,Suzuki-Miyaura,Multiple isopropyl substituents,True,CC(C)c1ccc(C(C)C)c(Cl)c1,3,0,Ar-Cl;Ar-Alkyl;Ar-Alkyl,,Ar-Cl;Ar-Alkyl;Ar-Alkyl,electrophile,3,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
126,"2,6-Dimethoxyiodobenzene",Ic1c(OC)cccc1OC,electrophile,Suzuki-Miyaura,Ortho-disubstituted with electron-donating groups,True,COc1cccc(OC)c1I,3,0,Ar-I;Ar-OR;Ar-OR,,Ar-I;Ar-OR;Ar-OR,electrophile,3,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
127,Pentamethylbromobenzene,Brc1c(C)c(C)c(C)c(C)c1C,electrophile,Suzuki-Miyaura,Extremely sterically hindered; all positions substituted,True,Cc1c(C)c(C)c(Br)c(C)c1C,6,0,Ar-Br;Ar-Alkyl;Ar-Alkyl;Ar-Alkyl;Ar-Alkyl;Ar-Alkyl,,Ar-Br;Ar-Alkyl;Ar-Alkyl;Ar-Alkyl;Ar-Alkyl;Ar-Alkyl,electrophile,6,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
128,4-Iodo-N-Boc-aniline,Ic1ccc(NC(=O)OC(C)(C)C)cc1,electrophile,Suzuki-Miyaura,BOC-protected aniline,True,CC(C)(C)OC(=O)Nc1ccc(I)cc1,3,0,Ar-I;Ar-N*;Alkyl-O*,,Ar-I;Ar-N*;Alkyl-O*,electrophile,3,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
129,4-Bromo-N-Cbz-aniline,Brc1ccc(NC(=O)OCc2ccccc2)cc1,electrophile,Suzuki-Miyaura,CBZ-protected aniline,True,O=C(Nc1ccc(Br)cc1)OCc1ccccc1,4,0,Ar-Br;Ar-Alkyl;Ar-N*;Alkyl-O*,,Ar-Br;Ar-Alkyl;Ar-N*;Alkyl-O*,electrophile,4,"{""aromatic_ring_count"": 2, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 2}, ""ring_sizes"": [6]}",
130,4-Chloro-N-Fmoc-aniline,Clc1ccc(NC(=O)OCC2c3ccccc3-c3ccccc32)cc1,electrophile,Suzuki-Miyaura,FMOC-protected aniline with fluorenyl group,True,O=C(Nc1ccc(Cl)cc1)OCC1c2ccccc2-c2ccccc21,5,0,Ar-Cl;Ar-Alkyl;Ar-Ar;Ar-N*;Alkyl-O*,,Ar-Cl;Ar-Alkyl;Ar-Ar;Ar-N*;Alkyl-O*,electrophile,5,"{""aromatic_ring_count"": 3, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 3}, ""ring_sizes"": [6]}",
131,4-Bromo-TBS-phenol,Brc1ccc(O[Si](C)(C)C(C)(C)C)cc1,electrophile,Suzuki-Miyaura,TBS-protected phenol,True,CC(C)(C)[Si](C)(C)Oc1ccc(Br)cc1,3,0,Ar-Br;Alkyl-Si*;Ar-O*,,Ar-Br;Alkyl-Si*;Ar-O*,bifunctional,3,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
132,4-Iodo-TIPS-phenol,Ic1ccc(O[Si](C(C)C)(C(C)C)C(C)C)cc1,electrophile,Suzuki-Miyaura,TIPS-protected phenol,True,CC(C)[Si](Oc1ccc(I)cc1)(C(C)C)C(C)C,3,0,Ar-I;Alkyl-Si*;Ar-O*,,Ar-I;Alkyl-Si*;Ar-O*,bifunctional,3,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
133,4-Bromonitrobenzene,Brc1ccc([N+](=O)[O-])cc1,electrophile,Suzuki-Miyaura; Buchwald-Hartwig,Strong electron-withdrawing nitro group,True,O=[N+]([O-])c1ccc(Br)cc1,2,0,Ar-Br;Ar-NO2,,Ar-Br;Ar-NO2,electrophile,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
134,4-Chlorobenzonitrile,Clc1ccc(C#N)cc1,electrophile,Suzuki-Miyaura; Buchwald-Hartwig,Strong electron-withdrawing nitrile group,True,N#Cc1ccc(Cl)cc1,2,0,Ar-Cl;Ar-CN,,Ar-Cl;Ar-CN,electrophile,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
135,"4-Bromo-N,N-dimethylaniline",Brc1ccc(N(C)C)cc1,electrophile,Suzuki-Miyaura,Strong electron-donating dialkylamino group,True,CN(C)c1ccc(Br)cc1,3,0,Ar-Br;Ar-NR2;CH3-NR2,,Ar-Br;Ar-NR2;CH3-NR2,bifunctional,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
136,4-Iodoanisole,Ic1ccc(OC)cc1,electrophile,Suzuki-Miyaura,Strong electron-donating methoxy group,True,COc1ccc(I)cc1,2,0,Ar-I;Ar-OR,,Ar-I;Ar-OR,electrophile,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
137,2-Bromophenyl diphenylphosphine,Brc1ccccc1P(c2ccccc2)c2ccccc2,bifunctional,Suzuki-Miyaura,Ortho-phosphine for ligand synthesis; note: not itself a bidentate chelator,True,Brc1ccccc1P(c1ccccc1)c1ccccc1,2,0,Ar-Br;Ar-PR2,,Ar-Br;Ar-PR2,electrophile,2,"{""aromatic_ring_count"": 3, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 3}, ""ring_sizes"": [6]}",
138,Phenylalanine,NC(Cc1ccccc1)C(=O)O,nucleophile,Peptide coupling,Amino acid with bidentate chelating ability; chiral_center_count=1,True,NC(Cc1ccccc1)C(=O)O,4,0,R2CH-COOH;R2CH-NH2;R_acidic-H;Ar-Alkyl,,R2CH-COOH;R2CH-NH2;R_acidic-H;Ar-Alkyl,nucleophile,3,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
139,Triphenylphosphine,c1ccc(P(c2ccccc2)c2ccccc2)cc1,ligand,Various cross-couplings,Common phosphine ligand,True,c1ccc(P(c2ccccc2)c2ccccc2)cc1,1,0,Ar-PR2,,Ar-PR2,none,1,"{""aromatic_ring_count"": 3, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 3}, ""ring_sizes"": [6]}",
140,"1,8-Bis(dimethylphosphino)naphthalene",c1ccc2c(c1)c(P(C)C)ccc2P(C)C,ligand,Various cross-couplings,Bidentate phosphine ligand (note: current SMARTS doesn't capture P-P bidentate pattern),True,CP(C)c1ccc(P(C)C)c2ccccc12,2,0,Ar-PR2;Ar-PR2,,Ar-PR2;Ar-PR2,none,2,"{""aromatic_ring_count"": 2, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 2}, ""ring_sizes"": [6]}",
141,Ethane,CC,reference,,MW=30; low molecular weight test,True,CC,1,0,Alkyl-H,,Alkyl-H,none,1,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}",
142,Anthracene,c1ccc2cc3ccccc3cc2c1,reference,,MW=178; medium molecular weight; fused rings,True,c1ccc2cc3ccccc3cc2c1,1,0,Ar-H,,Ar-H,none,1,"{""aromatic_ring_count"": 3, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 3}, ""ring_sizes"": [6]}",
143,Coronene,c1ccc2cc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,reference,,MW=300; large polycyclic aromatic (note: not high_molecular_weight which requires MW>500),True,c1cc2cc3ccc4ccc5ccc6ccc(c1)c1c-2c3c4c5c61,1,0,Ar-Ar,,Ar-Ar,none,1,"{""aromatic_ring_count"": 7, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""5"": 1, ""6"": 5, ""7"": 1}, ""ring_sizes"": [5, 6, 7]}",
144,2-Bromonaphthalene,Brc1ccc2ccccc2c1,electrophile,Suzuki-Miyaura; Buchwald-Hartwig,Fused bicyclic aromatic system,True,Brc1ccc2ccccc2c1,1,0,Ar-Br,,Ar-Br,electrophile,1,"{""aromatic_ring_count"": 2, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 2}, ""ring_sizes"": [6]}",
