name,aliases,roles,mention_count,source_columns,reconciliation_status,normalized_identity,possible_cas_no,cas_match_status,cas_confidence,source_basis,source_url,match_notes,cas_checksum_valid
rac-AntPhos,rac-AntPhos,ligand,24,Ligand,unresolved,rac-AntPhos,,unresolved,low,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",not_applicable
rac-AntPhos Pd(allyl)Cl,rac-AntPhos Pd(allyl)Cl,catalyst,24,Catalyst,unresolved,rac-AntPhos Pd(allyl)Cl,,unresolved,low,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",not_applicable
rac-BINAP Pd G3,rac-BINAP Pd G3,catalyst,756,Catalyst,unresolved,rac-BINAP Pd G3,2151915-22-7,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_2151915-22-7.htm,,yes
RockPhos Pd G6 Br,RockPhos Pd G6 Br,catalyst,182,Catalyst,unresolved,RockPhos Pd G6 bromide,,no_unique_cas,low,commercial formulation or supplier CAS unavailable,https://www.sigmaaldrich.com/US/en/search/RockPhos%20Pd%20G6%20Br?focus=products&page=1&perpage=30&sort=relevance&term=RockPhos%20Pd%20G6%20Br&type=product_name,Manufacturer/catalog metadata reports CAS as not available.,not_applicable
Rovis-NHC*HBF4,Rovis-NHC*HBF4,catalyst,24,Catalyst,unresolved,Rovis-NHC*HBF4,,unresolved,low,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",not_applicable
(Ru(p-cymene)Cl2)2,(Ru(p-cymene)Cl2)2,catalyst,264,Catalyst,unresolved,Dichloro(p-cymene)ruthenium(II) dimer,52462-29-0,formula_or_abbreviation_match,high,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=52462-29-0,,yes
RuPhos Pd(crotyl)Cl,RuPhos Pd(crotyl)Cl,catalyst,841,Catalyst,unresolved,RuPhos palladium crotyl chloride precatalyst,1798781-96-0,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_1798781-96-0.htm,,yes
(S)-DM-segphos,(S)-DM-segphos,ligand,4,Ligand,unresolved,(S)-DM-SEGPHOS,210169-57-6,exact_stereochemical_match,high,supplier catalog match,https://www.tcichemicals.com/US/en/p/D4498,,yes
Schley Ligand,Schley Ligand,ligand,12,Ligand,unresolved,Schley Ligand,,unresolved,low,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",not_applicable
Sodium phenoxide,Sodium phenoxide,base,44,Base,unresolved,Sodium phenoxide,139-02-6,exact_name_match,high,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=139-02-6,,yes
SPhos Pd(allyl)OTf,SPhos Pd(allyl)OTf,catalyst,206,Catalyst,unresolved,[Pd(allyl)(SPhos)] triflate,1846557-10-5,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_1846557-10-5.htm,,yes
SPhos Pd(crotyl)Cl,SPhos Pd(crotyl)Cl,catalyst,1606,Catalyst,unresolved,SPhos palladium crotyl chloride precatalyst,1798781-99-3,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_1798781-99-3.htm,,yes
SPhos Pd-Fe nanoparticles,SPhos Pd-Fe nanoparticles,catalyst,56,Catalyst,unresolved,SPhos/Pd–Fe nanoparticle catalyst formulation,,no_unique_cas,low,commercial formulation or supplier CAS unavailable,https://www.sigmaaldrich.com/US/en/search/SPhos%20Pd-Fe%20nanoparticles?focus=products&page=1&perpage=30&sort=relevance&term=SPhos%20Pd-Fe%20nanoparticles&type=product_name,Nanoparticle formulation with variable composition; no unique single CAS assigned.,not_applicable
SPhos Pd G4,SPhos Pd G4,catalyst,78,Catalyst,unresolved,SPhos Pd G4,1599466-87-1,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_1599466-87-1.htm,,yes
SPhos Pd(tBuInd)Cl,SPhos Pd(tBuInd)Cl,catalyst,100,Catalyst,unresolved,SPhos Pd(tBuInd)Cl,1779569-07-1,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_1779569-07-1.htm,,yes
Strykers reagent,Strykers reagent,catalyst,24,Catalyst,unresolved,Stryker's reagent,33636-93-0,common_name_match,high,supplier catalog match,https://www.sigmaaldrich.com/US/en/product/aldrich/364975,,yes
TBAHS,TBAHS,additive,32,Additive,unresolved,Tetrabutylammonium hydrogen sulfate,32503-27-8,likely_abbreviation,high,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=32503-27-8,,yes
TBD,TBD,additive | base,248,Additive | Base,unresolved,"1,5,7-Triazabicyclo[4.4.0]dec-5-ene",5807-14-7,likely_abbreviation,high,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=5807-14-7,,yes
tBu isocyanide,tBu isocyanide,additive,24,Additive,unresolved,tert-Butyl isocyanide,7188-38-7,normalized_name_match,high,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=7188-38-7,,yes
"tBu-NpPh-Biphenyl-benzene-1,2-diamine","tBu-NpPh-Biphenyl-benzene-1,2-diamine",ligand,52,Ligand,unresolved,"tBu-NpPh-Biphenyl-benzene-1,2-diamine",,unresolved,low,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",not_applicable
tBu)PhCPhos Pd G3,tBu)PhCPhos Pd G3,catalyst,113,Catalyst,unresolved,(t-Bu)PhCPhos Pd G3,1661042-31-4,normalized_typographic_match,high,supplier catalog match,https://www.sigmaaldrich.com/US/en/product/aldrich/900534,Added the missing opening parenthesis.,yes
tBubpyCAMCN,tBubpyCAMCN,ligand,152,Ligand,unresolved,tBubpyCAMCN,,unresolved,low,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",not_applicable
tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos Pd(allyl)OTf,catalyst,2771,Catalyst,unresolved,[Pd(allyl)(tBuBrettPhos)] triflate,1798782-17-8,commercial_product_match,high,supplier catalog match,https://www.sigmaaldrich.com/US/en/product/astatechinc/ateh9a573d82,,yes
tBuBrettPhos Pd G3,tBuBrettPhos Pd G3,catalyst,74,Catalyst,unresolved,tBuBrettPhos Pd G3,1536473-72-9,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_1536473-72-9.htm,,yes
tBuBrettPhos Pd G6 bromide,tBuBrettPhos Pd G6 bromide,catalyst,12,Catalyst,unresolved,tBuBrettPhos Pd G6 bromide,,unresolved,low,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",not_applicable
tBuXPhos Pd(allyl)OTf,tBuXPhos Pd(allyl)OTf,catalyst,1383,Catalyst,unresolved,[Pd(allyl)(tBuXPhos)] triflate,1798782-25-8,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_1798782-25-8.htm,,yes
TCE,TCE,solvent,16,Solvent,unresolved,"TCE solvent abbreviation: trichloroethylene or 1,1,2,2-tetrachloroethane",79-01-6; 79-34-5,ambiguous_multiple_candidates,medium,established registry identities for two common meanings,https://www.chemicalbook.com/CASEN_79-01-6.htm; https://www.chemicalbook.com/CASEN_79-34-5.htm,"TCE is used for both trichloroethylene and 1,1,2,2-tetrachloroethane. Confirm from the original reaction record.",yes
TCFH,TCFH,coupling_reagent,230,Coupling Reagent,unresolved,"N,N,N′,N′-Tetramethylchloroformamidinium hexafluorophosphate",94790-35-9,likely_abbreviation,high,current supplier catalog match,https://www.tcichemicals.com/CA/en/p/C1957,CAS 207915-99-9 appears in some older/alternate metadata; current TCI/Sigma catalogs use 94790-35-9.,yes
Tetramethylammonium hydroxide 10% MeOH,Tetramethylammonium hydroxide 10% MeOH,base,16,Base,unresolved,"Tetramethylammonium hydroxide, 10% solution in methanol",75-59-2,component_or_parent_only,high,CAS for active solute,https://commonchemistry.cas.org/detail?cas_rn=75-59-2,The CAS is for tetramethylammonium hydroxide; the 10% methanol solution is a formulation.,yes
Tf2O,Tf2O,coupling_reagent,12,Coupling Reagent,unresolved,Trifluoromethanesulfonic anhydride,358-23-6,formula_or_abbreviation_match,high,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=358-23-6,,yes
thiazolium-NHC*HCl,thiazolium-NHC*HCl,catalyst,228,Catalyst,unresolved,thiazolium-NHC*HCl,,unresolved,low,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",not_applicable
TIPSH,TIPSH,additive,16,Additive,unresolved,Triisopropylsilane,6485-79-6,likely_abbreviation,high,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=6485-79-6,,yes
TMP,TMP,base,190,Base,unresolved,"2,2,6,6-Tetramethylpiperidine",768-66-1,likely_abbreviation,high,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=768-66-1,"Role is base, supporting the standard TMP interpretation.",yes
TMPMgCl.LiCl,TMPMgCl.LiCl,base,52,Base,unresolved,"2,2,6,6-Tetramethylpiperidylmagnesium chloride–lithium chloride complex",898838-07-8,commercial_product_match,high,supplier catalog match,https://www.sigmaaldrich.com/US/en/product/aldrich/703540,Some supplier metadata lists 215863-85-7; verify the exact formulation/SDS if regulatory use is intended.,yes
(TMS)2S,(TMS)2S,additive,4,Additive,unresolved,Bis(trimethylsilyl) sulfide,3385-94-2,formula_or_abbreviation_match,high,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=3385-94-2,,yes
TMSOTf,TMSOTf,additive,36,Additive,unresolved,Trimethylsilyl trifluoromethanesulfonate,27607-77-8,likely_abbreviation,high,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=27607-77-8,,yes
TPAP,TPAP,ligand,16,Ligand,unresolved,Tetrapropylammonium perruthenate,114615-82-6,likely_abbreviation,high,supplier/registry name match,https://www.chemicalbook.com/CASEN_114615-82-6.htm,,yes
TPGS-1000,TPGS-1000,solvent,6,Secondary Solvent,unresolved,D-α-Tocopheryl polyethylene glycol 1000 succinate (tocofersolan),9002-96-4,commercial_mixture_or_polymer_match,high,PubChem/FDA registry match,https://pubchem.ncbi.nlm.nih.gov/compound/Tocophersolan,TPGS-1000 is a polydisperse PEG-derived material rather than a single discrete molecular species.,yes
TPGS-750M,TPGS-750M,additive | solvent,720,Additive | Secondary Solvent | Solvent,unresolved,TPGS-750-M designer surfactant,,no_unique_cas,low,commercial formulation or supplier CAS unavailable,https://www.sigmaaldrich.com/US/en/search/TPGS-750M?focus=products&page=1&perpage=30&sort=relevance&term=TPGS-750M&type=product_name,Designer surfactant/product grade; no defensible unique CAS located for the exact 750-M material.,not_applicable
"trans-1,2-Diaminocyclohexane","trans-1,2-Diaminocyclohexane",ligand,168,Ligand,unresolved,"trans-1,2-Diaminocyclohexane",1121-22-8,exact_name_match,high,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=1121-22-8,,yes
trans-Hyp,trans-Hyp,ligand,262,Ligand,unresolved,trans-4-Hydroxy-L-proline,51-35-4,likely_abbreviation,medium,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=51-35-4,"Interpreted as trans-4-hydroxy-L-proline, commonly abbreviated trans-Hyp.",yes
Triflouroacetic anhydride,Triflouroacetic anhydride,additive,8,Additive,unresolved,Trifluoroacetic anhydride,407-25-0,corrected_typo_match,high,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=407-25-0,Corrected spelling from “Triflouroacetic”.,yes
triisobutylphosphatrane Pd G6,triisobutylphosphatrane Pd G6,catalyst,534,Catalyst,unresolved,triisobutylphosphatrane Pd G6,,unresolved,low,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",not_applicable
Tris(hydroxymethyl)aminomethane,Tris(hydroxymethyl)aminomethane,base,10,Base,unresolved,Tris(hydroxymethyl)aminomethane,77-86-1,exact_name_match,high,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=77-86-1,,yes
TrixiePhos Pd G3,TrixiePhos Pd G3,catalyst,279,Catalyst,unresolved,TrixiePhos Pd G3,2230788-63-1,commercial_product_match,high,supplier catalog match,https://www.sigmaaldrich.com/US/en/product/aldrich/796530,,yes
VPhos Pd G3,VPhos Pd G3,catalyst,32,Catalyst,unresolved,VPhos Pd G3,,no_unique_cas,low,commercial formulation or supplier CAS unavailable,https://www.sigmaaldrich.com/US/en/search/VPhos%20Pd%20G3?focus=products&page=1&perpage=30&sort=relevance&term=VPhos%20Pd%20G3&type=product_name,Supplier catalogs list the product but do not provide a CAS number.,not_applicable
VPhos Pd G4,VPhos Pd G4,catalyst,322,Catalyst,unresolved,VPhos Pd G4,1848244-57-4,commercial_product_match,high,supplier catalog match,https://www.merckmillipore.com/SG/en/product/aldrich/901218,,yes
Weix 2-pyridyl-N-cyanocarboxamidine,Weix 2-pyridyl-N-cyanocarboxamidine,ligand,24,Ligand,unresolved,(Z)-N′-Cyanopicolinimidamide; possible Weix bis derivative,89795-81-3; 2105938-35-8,ambiguous_multiple_candidates,medium,supplier catalog synonym conflict,https://www.sigmaaldrich.com/US/en/product/aldrich/902128; https://www.sigmaaldrich.com/US/en/product/aldrich/902063,"The singular shorthand most likely denotes CAS 89795-81-3, but supplier synonym indexing also maps a related bis derivative to CAS 2105938-35-8.",yes
Weix 2-pyridylcarboxamidine,Weix 2-pyridylcarboxamidine,ligand,8,Ligand,unresolved,Weix pyridylcarboxamidine reagent; mono- or bis-amidine possible,1179361-66-0; 1394382-56-9,ambiguous_multiple_candidates,medium,supplier catalog synonym conflict,https://www.sigmaaldrich.com/US/en/product/aldrich/902039; https://www.sigmaaldrich.com/US/en/product/aldrich/902047,"The shorthand is not structurally unique. Row 259 explicitly names the bis-HCl material, making 1179361-66-0 the more likely candidate here.",yes
Weix 2-pyridyldicarboxamidine bis-HCl,Weix 2-pyridyldicarboxamidine bis-HCl,ligand,24,Ligand,unresolved,"Pyridine-2,6-bis(carboximidamide) dihydrochloride",1394382-56-9,commercial_product_match,high,supplier catalog match,https://www.sigmaaldrich.com/US/en/product/aldrich/902047,,yes
XantPhos Pd(allyl)Cl,XantPhos Pd(allyl)Cl,catalyst,2124,Catalyst,unresolved,XantPhos palladium allyl chloride complex,879689-28-8,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_879689-28-8.htm,,yes
XantPhosPdCl2,XantPhosPdCl2,catalyst,892,Catalyst,unresolved,Dichloro(XantPhos)palladium(II),205319-10-4,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_205319-10-4.htm,,yes
XPhos Pd(crotyl)Cl,XPhos Pd(crotyl)Cl,catalyst,1588,Catalyst,unresolved,XPhos palladium crotyl chloride precatalyst,1798782-02-1,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_1798782-02-1.htm,,yes
XPhos Pd G4,XPhos Pd G4,catalyst,254,Catalyst,unresolved,XPhos Pd G4,1599466-81-5,commercial_product_match,high,supplier catalog match,https://www.sigmaaldrich.com/US/en/product/aldrich/804274,,yes
XPhos Pd(tBuInd)Cl,XPhos Pd(tBuInd)Cl,catalyst,108,Catalyst,unresolved,XPhos Pd(tBuInd)Cl,1779569-06-0,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_1779569-06-0.htm,,yes
XtalFluor-M,XtalFluor-M,coupling_reagent,24,Coupling Reagent,unresolved,XtalFluor-M,63517-33-9,commercial_product_match,high,supplier catalog match,https://www.sigmaaldrich.com/US/en/product/aldrich/719447,,yes
ZnBr2,ZnBr2,additive,184,Additive,unresolved,Zinc bromide,7699-45-8,formula_match,high,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=7699-45-8,,yes
ZnO,ZnO,base,16,Base,unresolved,Zinc oxide,1314-13-2,formula_match,high,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=1314-13-2,,yes
