name,aliases,roles,mention_count,normalized_identity,possible_cas_no,cas_match_status,cas_confidence,cas_checksum_status,registry_status_before,registry_substance_id,registry_canonical_name,lookup_status,lookup_canonical_name,identity_match_method,identity_match_score,decision,decision_reason,aliases_added_or_planned,source_basis,source_url,match_notes,lookup_sources,lookup_warnings
PEPPSI-IPENT,PEPPSI-IPENT,catalyst,426,"Pd-PEPPSI-IPent chloride, 3-chloropyridine complex",1158652-41-5,commercial_product_match,medium,valid,unresolved,,,resolved,"(1,3-bis(2,6-bis(pentan-3-yl)phenyl)-2,3-dihydro-1H-imidazol-2-yl)dichloro(3-chloro-1lambda5-pyridin-1-yl)palladium",normalized_name_similarity,0.6875,review,IDENTITY_NOT_CORROBORATED:0.6875<0.72,,supplier catalog match,https://www.chemicalbook.com/CASEN_1158652-41-5.htm,Interpreted as the standard 3-chloropyridine PEPPSI-IPent product; the input omits the pyridine ligand specification.,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/1158652-41-5/property/Title,IUPACName,MolecularFormula,MolecularWeight,SMILES,ConnectivitySMILES,InChIKey/JSON | https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/1158652-41-5/synonyms/JSON | https://pubchem.ncbi.nlm.nih.gov/compound/146050493",PUBCHEM_DENSITY_LOOKUP_FAILED:HTTPError | PUBCHEM_BOILING_POINT_LOOKUP_FAILED:HTTPError | PUBCHEM_MELTING_POINT_LOOKUP_FAILED:HTTPError | PUBCHEM_PHYSICAL_DESCRIPTION_LOOKUP_FAILED:HTTPError
PEPPSI SIPr,PEPPSI SIPr,catalyst,8,PEPPSI-SIPr,927706-57-8,commercial_product_match,high,valid,unresolved,,,resolved,"Dichloro-[1,3-bis(diisopropylphenyl)-2-imidazolidinyliden]-(3-chloropyridyl)palladium(II)",normalized_name_similarity,0.1299,review,IDENTITY_NOT_CORROBORATED:0.1299<0.72,,supplier catalog match,https://www.chemicalbook.com/CASEN_927706-57-8.htm,,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/927706-57-8/property/Title,IUPACName,MolecularFormula,MolecularWeight,SMILES,ConnectivitySMILES,InChIKey/JSON | https://pubchem.ncbi.nlm.nih.gov/compound/16218181",PUBCHEM_SYNONYM_LOOKUP_FAILED:HTTPError | PUBCHEM_DENSITY_LOOKUP_FAILED:HTTPError | PUBCHEM_BOILING_POINT_LOOKUP_FAILED:HTTPError | PUBCHEM_MELTING_POINT_LOOKUP_FAILED:HTTPError | PUBCHEM_PHYSICAL_DESCRIPTION_LOOKUP_FAILED:HTTPError
Ph-SPhos,Ph-SPhos,ligand,17,Ph-SPhos,,unresolved,low,not_applicable,not_checked,,,not_run,,not_checked,0.0000,review,NO_CAS_SUPPLIED,,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",,
Piperidinyl-amino-pincer,Piperidinyl-amino-pincer,ligand,85,Piperidinyl-amino-pincer,,unresolved,low,not_applicable,not_checked,,,not_run,,not_checked,0.0000,review,NO_CAS_SUPPLIED,,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",,
Piperidinyl-amino-pincer PdCl,Piperidinyl-amino-pincer PdCl,catalyst,85,Piperidinyl-amino-pincer PdCl,,unresolved,low,not_applicable,not_checked,,,not_run,,not_checked,0.0000,review,NO_CAS_SUPPLIED,,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",,
PPBO,PPBO,ligand,58,PPBO ligand,1909333-78-3,commercial_product_match,medium,valid,unresolved,,,resolved,"N1-([1,1'-Biphenyl]-2-yl)-N2-benzyloxalamide",normalized_name_similarity,0.3000,review,IDENTITY_NOT_CORROBORATED:0.3000<0.82,,supplier catalog match,https://www.chemicalbook.com/CASEN_1909333-78-3.htm,,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/1909333-78-3/property/Title,IUPACName,MolecularFormula,MolecularWeight,SMILES,ConnectivitySMILES,InChIKey/JSON | https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/1909333-78-3/synonyms/JSON | https://pubchem.ncbi.nlm.nih.gov/compound/126500380",PUBCHEM_DENSITY_LOOKUP_FAILED:HTTPError | PUBCHEM_BOILING_POINT_LOOKUP_FAILED:HTTPError | PUBCHEM_MELTING_POINT_LOOKUP_FAILED:HTTPError | PUBCHEM_PHYSICAL_DESCRIPTION_LOOKUP_FAILED:HTTPError
PS-750-M,PS-750-M,solvent,28,PS-750-M surfactant medium,,no_unique_cas,low,not_applicable,not_checked,,,not_run,,not_checked,0.0000,review,NO_CAS_SUPPLIED,,commercial formulation or supplier CAS unavailable,https://www.sigmaaldrich.com/US/en/search/PS-750-M?focus=products&page=1&perpage=30&sort=relevance&term=PS-750-M&type=product_name,Proprietary/formulated surfactant medium; no unique single CAS assigned.,,
py.HF,py.HF,additive,16,Pyridine–hydrogen fluoride complex,62778-11-4; 32001-55-1,ambiguous_multiple_candidates,medium,valid_multiple,not_checked,,,not_run,,not_checked,0.0000,review,MULTIPLE_VALID_CAS_CANDIDATES,,supplier-specific registry entries,https://www.thermofisher.com/order/catalog/product/L17117.22; https://www.chemicalbook.com/ChemicalProductProperty_EN_CB2271787.htm,Pyridine–HF materials are sold at different HF:pyridine ratios and appear under more than one CAS registration. Verify concentration/composition.,,
QPhosPd G6 Br,QPhosPd G6 Br,catalyst,38,QPhosPd G6 Br,,unresolved,low,not_applicable,not_checked,,,not_run,,not_checked,0.0000,review,NO_CAS_SUPPLIED,,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",,
(R)-BINAP Pd(allyl)Cl,(R)-BINAP Pd(allyl)Cl,catalyst,533,(R)-BINAP palladium allyl chloride complex,879689-47-1,commercial_product_match,high,valid,unresolved,,,not_found,,no_name_evidence,0.0000,review,IDENTITY_NOT_CORROBORATED:0.0000<0.72,,supplier catalog match,https://www.chemicalbook.com/CASEN_879689-47-1.htm,,,PUBCHEM_PROPERTY_LOOKUP_FAILED:HTTPError | PUBCHEM_SYNONYM_LOOKUP_FAILED:HTTPError | NCI_FALLBACK_NOT_FOUND | CORE_LOOKUP_RETRIED
(R)-MeOBiPHEP,(R)-MeOBiPHEP,ligand,4,(R)-MeO-BIPHEP,133545-16-1,exact_stereochemical_match,high,valid,unresolved,,,resolved,"(S)-(-)-2,2'-Bis(diphenylphosphino)-6,6'-dimethoxy-1,1'-biphenyl",normalized_name_similarity,0.2963,review,IDENTITY_NOT_CORROBORATED:0.2963<0.72,,supplier catalog match,https://www.tcichemicals.com/MX/en/p/M3596,,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/133545-16-1/property/Title,IUPACName,MolecularFormula,MolecularWeight,SMILES,ConnectivitySMILES,InChIKey/JSON | https://pubchem.ncbi.nlm.nih.gov/compound/4246603",PUBCHEM_SYNONYM_LOOKUP_FAILED:HTTPError | PUBCHEM_DENSITY_LOOKUP_FAILED:HTTPError | PUBCHEM_BOILING_POINT_LOOKUP_FAILED:HTTPError | PUBCHEM_MELTING_POINT_LOOKUP_FAILED:HTTPError | PUBCHEM_PHYSICAL_DESCRIPTION_LOOKUP_FAILED:HTTPError
rac-AntPhos,rac-AntPhos,ligand,24,rac-AntPhos,,unresolved,low,not_applicable,not_checked,,,not_run,,not_checked,0.0000,review,NO_CAS_SUPPLIED,,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",,
rac-AntPhos Pd(allyl)Cl,rac-AntPhos Pd(allyl)Cl,catalyst,24,rac-AntPhos Pd(allyl)Cl,,unresolved,low,not_applicable,not_checked,,,not_run,,not_checked,0.0000,review,NO_CAS_SUPPLIED,,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",,
rac-BINAP Pd G3,rac-BINAP Pd G3,catalyst,756,rac-BINAP Pd G3,2151915-22-7,commercial_product_match,high,valid,unresolved,,,resolved,"Methanesulfonato[2,2'-bis(diphenylphosphino)-1,1'-binaphthyl](2'-amino-1,1'-biphenyl-2-yl)palladium(II)",normalized_name_similarity,0.1739,review,IDENTITY_NOT_CORROBORATED:0.1739<0.72,,supplier catalog match,https://www.chemicalbook.com/CASEN_2151915-22-7.htm,,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/2151915-22-7/property/Title,IUPACName,MolecularFormula,MolecularWeight,SMILES,ConnectivitySMILES,InChIKey/JSON | https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/2151915-22-7/synonyms/JSON | https://pubchem.ncbi.nlm.nih.gov/compound/169449909",MULTIPLE_PUBCHEM_COMPOUNDS_FIRST_SELECTED | PUBCHEM_DENSITY_LOOKUP_FAILED:HTTPError | PUBCHEM_BOILING_POINT_LOOKUP_FAILED:HTTPError | PUBCHEM_MELTING_POINT_LOOKUP_FAILED:HTTPError | PUBCHEM_PHYSICAL_DESCRIPTION_LOOKUP_FAILED:HTTPError
RockPhos Pd G6 Br,RockPhos Pd G6 Br,catalyst,182,RockPhos Pd G6 bromide,,no_unique_cas,low,not_applicable,not_checked,,,not_run,,not_checked,0.0000,review,NO_CAS_SUPPLIED,,commercial formulation or supplier CAS unavailable,https://www.sigmaaldrich.com/US/en/search/RockPhos%20Pd%20G6%20Br?focus=products&page=1&perpage=30&sort=relevance&term=RockPhos%20Pd%20G6%20Br&type=product_name,Manufacturer/catalog metadata reports CAS as not available.,,
Rovis-NHC*HBF4,Rovis-NHC*HBF4,catalyst,24,Rovis-NHC*HBF4,,unresolved,low,not_applicable,not_checked,,,not_run,,not_checked,0.0000,review,NO_CAS_SUPPLIED,,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",,
RuPhos Pd(crotyl)Cl,RuPhos Pd(crotyl)Cl,catalyst,841,RuPhos palladium crotyl chloride precatalyst,1798781-96-0,commercial_product_match,high,valid,unresolved,,,resolved,RuPhosPd(crotyl)Cl,exact_normalized_name,1.0000,review,STRUCTURE_ELEMENT_CONTRADICTION:EXPECTED_Pd,,supplier catalog match,https://www.chemicalbook.com/CASEN_1798781-96-0.htm,,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/1798781-96-0/property/Title,IUPACName,MolecularFormula,MolecularWeight,SMILES,ConnectivitySMILES,InChIKey/JSON | https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/1798781-96-0/synonyms/JSON | https://pubchem.ncbi.nlm.nih.gov/compound/168266379",PUBCHEM_DENSITY_LOOKUP_FAILED:HTTPError | PUBCHEM_BOILING_POINT_LOOKUP_FAILED:HTTPError | PUBCHEM_MELTING_POINT_LOOKUP_FAILED:HTTPError | PUBCHEM_PHYSICAL_DESCRIPTION_LOOKUP_FAILED:HTTPError
Schley Ligand,Schley Ligand,ligand,12,Schley Ligand,,unresolved,low,not_applicable,not_checked,,,not_run,,not_checked,0.0000,review,NO_CAS_SUPPLIED,,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",,
SPhos Pd(allyl)OTf,SPhos Pd(allyl)OTf,catalyst,206,[Pd(allyl)(SPhos)] triflate,1846557-10-5,commercial_product_match,high,valid,unresolved,,,not_found,,no_name_evidence,0.0000,review,IDENTITY_NOT_CORROBORATED:0.0000<0.72,,supplier catalog match,https://www.chemicalbook.com/CASEN_1846557-10-5.htm,,,PUBCHEM_PROPERTY_LOOKUP_FAILED:HTTPError | PUBCHEM_SYNONYM_LOOKUP_FAILED:HTTPError | NCI_FALLBACK_NOT_FOUND | CORE_LOOKUP_RETRIED
SPhos Pd(crotyl)Cl,SPhos Pd(crotyl)Cl,catalyst,1606,SPhos palladium crotyl chloride precatalyst,1798781-99-3,commercial_product_match,high,valid,unresolved,,,resolved,CID 176445558,normalized_name_similarity,0.1176,review,IDENTITY_NOT_CORROBORATED:0.1176<0.72,,supplier catalog match,https://www.chemicalbook.com/CASEN_1798781-99-3.htm,,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/1798781-99-3/property/Title,IUPACName,MolecularFormula,MolecularWeight,SMILES,ConnectivitySMILES,InChIKey/JSON | https://pubchem.ncbi.nlm.nih.gov/compound/176445558",MULTIPLE_PUBCHEM_COMPOUNDS_FIRST_SELECTED | PUBCHEM_SYNONYM_LOOKUP_FAILED:HTTPError | PUBCHEM_DENSITY_LOOKUP_FAILED:HTTPError | PUBCHEM_BOILING_POINT_LOOKUP_FAILED:HTTPError | PUBCHEM_MELTING_POINT_LOOKUP_FAILED:HTTPError | PUBCHEM_PHYSICAL_DESCRIPTION_LOOKUP_FAILED:HTTPError
SPhos Pd-Fe nanoparticles,SPhos Pd-Fe nanoparticles,catalyst,56,SPhos/Pd–Fe nanoparticle catalyst formulation,,no_unique_cas,low,not_applicable,not_checked,,,not_run,,not_checked,0.0000,review,NO_CAS_SUPPLIED,,commercial formulation or supplier CAS unavailable,https://www.sigmaaldrich.com/US/en/search/SPhos%20Pd-Fe%20nanoparticles?focus=products&page=1&perpage=30&sort=relevance&term=SPhos%20Pd-Fe%20nanoparticles&type=product_name,Nanoparticle formulation with variable composition; no unique single CAS assigned.,,
"tBu-NpPh-Biphenyl-benzene-1,2-diamine","tBu-NpPh-Biphenyl-benzene-1,2-diamine",ligand,52,"tBu-NpPh-Biphenyl-benzene-1,2-diamine",,unresolved,low,not_applicable,not_checked,,,not_run,,not_checked,0.0000,review,NO_CAS_SUPPLIED,,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",,
tBu)PhCPhos Pd G3,tBu)PhCPhos Pd G3,catalyst,113,(t-Bu)PhCPhos Pd G3,1661042-31-4,normalized_typographic_match,high,valid,unresolved,,,not_found,,no_name_evidence,0.0000,review,IDENTITY_NOT_CORROBORATED:0.0000<0.72,,supplier catalog match,https://www.sigmaaldrich.com/US/en/product/aldrich/900534,Added the missing opening parenthesis.,,PUBCHEM_PROPERTY_LOOKUP_FAILED:HTTPError | PUBCHEM_SYNONYM_LOOKUP_FAILED:HTTPError | NCI_FALLBACK_NOT_FOUND | CORE_LOOKUP_RETRIED
tBubpyCAMCN,tBubpyCAMCN,ligand,152,tBubpyCAMCN,,unresolved,low,not_applicable,not_checked,,,not_run,,not_checked,0.0000,review,NO_CAS_SUPPLIED,,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",,
tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos Pd(allyl)OTf,catalyst,2771,[Pd(allyl)(tBuBrettPhos)] triflate,1798782-17-8,commercial_product_match,high,valid,unresolved,,,not_found,,no_name_evidence,0.0000,review,IDENTITY_NOT_CORROBORATED:0.0000<0.72,,supplier catalog match,https://www.sigmaaldrich.com/US/en/product/astatechinc/ateh9a573d82,,,PUBCHEM_PROPERTY_LOOKUP_FAILED:HTTPError | PUBCHEM_SYNONYM_LOOKUP_FAILED:HTTPError | NCI_FALLBACK_NOT_FOUND | CORE_LOOKUP_RETRIED
tBuBrettPhos Pd G6 bromide,tBuBrettPhos Pd G6 bromide,catalyst,12,tBuBrettPhos Pd G6 bromide,,unresolved,low,not_applicable,not_checked,,,not_run,,not_checked,0.0000,review,NO_CAS_SUPPLIED,,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",,
tBuXPhos Pd(allyl)OTf,tBuXPhos Pd(allyl)OTf,catalyst,1383,[Pd(allyl)(tBuXPhos)] triflate,1798782-25-8,commercial_product_match,high,valid,unresolved,,,not_found,,no_name_evidence,0.0000,review,IDENTITY_NOT_CORROBORATED:0.0000<0.72,,supplier catalog match,https://www.chemicalbook.com/CASEN_1798782-25-8.htm,,,PUBCHEM_PROPERTY_LOOKUP_FAILED:HTTPError | PUBCHEM_SYNONYM_LOOKUP_FAILED:HTTPError | NCI_FALLBACK_NOT_FOUND | CORE_LOOKUP_RETRIED
TCE,TCE,solvent,16,"TCE solvent abbreviation: trichloroethylene or 1,1,2,2-tetrachloroethane",79-01-6; 79-34-5,ambiguous_multiple_candidates,medium,valid_multiple,not_checked,,,not_run,,not_checked,0.0000,review,MULTIPLE_VALID_CAS_CANDIDATES,,established registry identities for two common meanings,https://www.chemicalbook.com/CASEN_79-01-6.htm; https://www.chemicalbook.com/CASEN_79-34-5.htm,"TCE is used for both trichloroethylene and 1,1,2,2-tetrachloroethane. Confirm from the original reaction record.",,
Tetramethylammonium hydroxide 10% MeOH,Tetramethylammonium hydroxide 10% MeOH,base,16,"Tetramethylammonium hydroxide, 10% solution in methanol",75-59-2,component_or_parent_only,high,valid,resolved,cas:75-59-2,Tetramethylammonium hydroxide,resolved,Tetramethylammonium hydroxide,normalized_name_similarity,0.9032,review,UNSAFE_MATCH_STATUS:component_or_parent_only,,CAS for active solute,https://commonchemistry.cas.org/detail?cas_rn=75-59-2,The CAS is for tetramethylammonium hydroxide; the 10% methanol solution is a formulation.,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/75-59-2/property/Title,IUPACName,MolecularFormula,MolecularWeight,SMILES,ConnectivitySMILES,InChIKey/JSON | https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/75-59-2/synonyms/JSON | https://pubchem.ncbi.nlm.nih.gov/compound/60966 | https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/60966/JSON?heading=Density | https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/60966/JSON?heading=Melting%20Point | https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/60966/JSON?heading=Physical%20Description",PUBCHEM_BOILING_POINT_LOOKUP_FAILED:HTTPError | PUBCHEM_EXPERIMENTAL_FIELDS_REQUIRE_REVIEW
thiazolium-NHC*HCl,thiazolium-NHC*HCl,catalyst,228,thiazolium-NHC*HCl,,unresolved,low,not_applicable,not_checked,,,not_run,,not_checked,0.0000,review,NO_CAS_SUPPLIED,,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",,
TPGS-1000,TPGS-1000,solvent,6,D-α-Tocopheryl polyethylene glycol 1000 succinate (tocofersolan),9002-96-4,commercial_mixture_or_polymer_match,high,valid,unresolved,,,not_found,,no_name_evidence,0.0000,review,IDENTITY_NOT_CORROBORATED:0.0000<0.72,,PubChem/FDA registry match,https://pubchem.ncbi.nlm.nih.gov/compound/Tocophersolan,TPGS-1000 is a polydisperse PEG-derived material rather than a single discrete molecular species.,,PUBCHEM_PROPERTY_LOOKUP_FAILED:HTTPError | PUBCHEM_SYNONYM_LOOKUP_FAILED:HTTPError | NCI_FALLBACK_NOT_FOUND | CORE_LOOKUP_RETRIED
TPGS-750M,TPGS-750M,additive | solvent,720,TPGS-750-M designer surfactant,,no_unique_cas,low,not_applicable,not_checked,,,not_run,,not_checked,0.0000,review,NO_CAS_SUPPLIED,,commercial formulation or supplier CAS unavailable,https://www.sigmaaldrich.com/US/en/search/TPGS-750M?focus=products&page=1&perpage=30&sort=relevance&term=TPGS-750M&type=product_name,Designer surfactant/product grade; no defensible unique CAS located for the exact 750-M material.,,
triisobutylphosphatrane Pd G6,triisobutylphosphatrane Pd G6,catalyst,534,triisobutylphosphatrane Pd G6,,unresolved,low,not_applicable,not_checked,,,not_run,,not_checked,0.0000,review,NO_CAS_SUPPLIED,,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",,
TrixiePhos Pd G3,TrixiePhos Pd G3,catalyst,279,TrixiePhos Pd G3,2230788-63-1,commercial_product_match,high,valid,unresolved,,,not_found,,no_name_evidence,0.0000,review,IDENTITY_NOT_CORROBORATED:0.0000<0.72,,supplier catalog match,https://www.sigmaaldrich.com/US/en/product/aldrich/796530,,,PUBCHEM_PROPERTY_LOOKUP_FAILED:HTTPError | PUBCHEM_SYNONYM_LOOKUP_FAILED:HTTPError | NCI_FALLBACK_NOT_FOUND | CORE_LOOKUP_RETRIED
VPhos Pd G3,VPhos Pd G3,catalyst,32,VPhos Pd G3,,no_unique_cas,low,not_applicable,not_checked,,,not_run,,not_checked,0.0000,review,NO_CAS_SUPPLIED,,commercial formulation or supplier CAS unavailable,https://www.sigmaaldrich.com/US/en/search/VPhos%20Pd%20G3?focus=products&page=1&perpage=30&sort=relevance&term=VPhos%20Pd%20G3&type=product_name,Supplier catalogs list the product but do not provide a CAS number.,,
VPhos Pd G4,VPhos Pd G4,catalyst,322,VPhos Pd G4,1848244-57-4,commercial_product_match,high,valid,unresolved,,,not_found,,no_name_evidence,0.0000,review,IDENTITY_NOT_CORROBORATED:0.0000<0.72,,supplier catalog match,https://www.merckmillipore.com/SG/en/product/aldrich/901218,,,PUBCHEM_PROPERTY_LOOKUP_FAILED:HTTPError | PUBCHEM_SYNONYM_LOOKUP_FAILED:HTTPError | NCI_FALLBACK_NOT_FOUND | CORE_LOOKUP_RETRIED
Weix 2-pyridyl-N-cyanocarboxamidine,Weix 2-pyridyl-N-cyanocarboxamidine,ligand,24,(Z)-N′-Cyanopicolinimidamide; possible Weix bis derivative,89795-81-3; 2105938-35-8,ambiguous_multiple_candidates,medium,valid_multiple,not_checked,,,not_run,,not_checked,0.0000,review,MULTIPLE_VALID_CAS_CANDIDATES,,supplier catalog synonym conflict,https://www.sigmaaldrich.com/US/en/product/aldrich/902128; https://www.sigmaaldrich.com/US/en/product/aldrich/902063,"The singular shorthand most likely denotes CAS 89795-81-3, but supplier synonym indexing also maps a related bis derivative to CAS 2105938-35-8.",,
Weix 2-pyridylcarboxamidine,Weix 2-pyridylcarboxamidine,ligand,8,Weix pyridylcarboxamidine reagent; mono- or bis-amidine possible,1179361-66-0; 1394382-56-9,ambiguous_multiple_candidates,medium,valid_multiple,not_checked,,,not_run,,not_checked,0.0000,review,MULTIPLE_VALID_CAS_CANDIDATES,,supplier catalog synonym conflict,https://www.sigmaaldrich.com/US/en/product/aldrich/902039; https://www.sigmaaldrich.com/US/en/product/aldrich/902047,"The shorthand is not structurally unique. Row 259 explicitly names the bis-HCl material, making 1179361-66-0 the more likely candidate here.",,
XantPhos Pd(allyl)Cl,XantPhos Pd(allyl)Cl,catalyst,2124,XantPhos palladium allyl chloride complex,879689-28-8,commercial_product_match,high,valid,unresolved,,,resolved,"(5-Diphenylphosphanyl-9,9-dimethylxanthen-4-yl)-diphenylphosphane;palladium(2+);prop-1-yne;chloride",normalized_name_similarity,0.4370,review,IDENTITY_NOT_CORROBORATED:0.4370<0.72,,supplier catalog match,https://www.chemicalbook.com/CASEN_879689-28-8.htm,,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/879689-28-8/property/Title,IUPACName,MolecularFormula,MolecularWeight,SMILES,ConnectivitySMILES,InChIKey/JSON | https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/879689-28-8/synonyms/JSON | https://pubchem.ncbi.nlm.nih.gov/compound/176447521",MULTIPLE_PUBCHEM_COMPOUNDS_FIRST_SELECTED | PUBCHEM_DENSITY_LOOKUP_FAILED:HTTPError | PUBCHEM_BOILING_POINT_LOOKUP_FAILED:HTTPError | PUBCHEM_MELTING_POINT_LOOKUP_FAILED:HTTPError | PUBCHEM_PHYSICAL_DESCRIPTION_LOOKUP_FAILED:HTTPError
