reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-012-CAS-23894548,31-012-CAS-23894548,Reaction_20251105_2034.rdf,Thioether formation,7,,,CCCCCCCCCCCCS.COc1ccc(C(C)O)cc1,COc1ccc(C(C)OC(C)c2ccc(OC)cc2)cc1.CCCCCCCCCCCCSC(C)c1ccc(OC)cc1,CCCCCCCCCCCCS.COc1ccc(C(C)O)cc1>>COc1ccc(C(C)OC(C)c2ccc(OC)cc2)cc1.CCCCCCCCCCCCSC(C)c1ccc(OC)cc1,Direct Nucleophilic Substitution of Alcohols Using an Immobilized Oxovanadium Catalyst,"Nishio, Tomoya; Yoshioka, Shin; Hasegawa, Kai; Yahata, Kenzo; Kanomata, Kyohei; Akai, Shuji","European Journal of Organic Chemistry (2021), 2021(31), 4417-4422","Direct Nucleophilic Substitution of Alcohols Using an Immobilized Oxovanadium Catalyst | Nishio, Tomoya; Yoshioka, Shin; Hasegawa, Kai; Yahata, Kenzo; Kanomata, Kyohei; Akai, Shuji | European Journal of Organic Chemistry (2021), 2021(31), 4417-4422","112-55-0, 3319-15-1","88288-58-8, 2674142-85-7",,18822-50-9,75-09-2,,,,silica supported,,,1,1,7,91,,,,,,"{""1"": 7, ""2"": 91}","[{""index"": 1, ""cas_rn"": ""112-55-0"", ""smiles"": ""CCCCCCCCCCCCS""}, {""index"": 2, ""cas_rn"": ""3319-15-1"", ""smiles"": ""COc1ccc(C(C)O)cc1""}]","[{""index"": 1, ""cas_rn"": ""88288-58-8"", ""yield_pct"": ""7"", ""smiles"": ""COc1ccc(C(C)OC(C)c2ccc(OC)cc2)cc1""}, {""index"": 2, ""cas_rn"": ""2674142-85-7"", ""yield_pct"": ""91"", ""smiles"": ""CCCCCCCCCCCCSC(C)c1ccc(OC)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""18822-50-9"", ""amd"": ""silica supported""}]","[{""index"": 1, ""cas_rn"": ""75-09-2""}]","chemoselective, solid-supported catalyst, products depend on reaction conditions, alternative preparation shown, silica support used, catalyst prepared and used, recyclable catalyst used, reusable catalyst used",
31-614-CAS-35264184,31-614-CAS-35264184,Reaction_20251105_2033.rdf,Thioether formation,96,,,CCS.CC(C)(Br)C(=O)NOCc1ccccc1,CCSC(C)(C)C(=O)NOCc1ccccc1,CCS.CC(C)(Br)C(=O)NOCc1ccccc1>>CCSC(C)(C)C(=O)NOCc1ccccc1,"Access to Sterically Hindered Thioethers (α-Thioamides) Under Mild Conditions Using α-Halohydroxamates: Application toward 1,4-Benzothiazinones and 4,1-Benzothiazepinones","Deeksha; Sathish, Elagandhula; Kiran; Singh, Ritesh","Journal of Organic Chemistry (2023), 88(2), 901-908","Access to Sterically Hindered Thioethers (α-Thioamides) Under Mild Conditions Using α-Halohydroxamates: Application toward 1,4-Benzothiazinones and 4,1-Benzothiazepinones | Deeksha; Sathish, Elagandhula; Kiran; Singh, Ritesh | Journal of Organic Chemistry (2023), 88(2), 901-908","75-08-1, 1303507-75-6",2891862-73-8,497-19-8,,920-66-1,,,,,,,1,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""75-08-1"", ""smiles"": ""CCS""}, {""index"": 2, ""cas_rn"": ""1303507-75-6"", ""smiles"": ""CC(C)(Br)C(=O)NOCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""2891862-73-8"", ""yield_pct"": ""96"", ""smiles"": ""CCSC(C)(C)C(=O)NOCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}]",[],"[{""index"": 1, ""cas_rn"": ""920-66-1""}]",,
31-614-CAS-35264185,31-614-CAS-35264185,Reaction_20251105_2033 (1).rdf,Thioether formation,86,,,SCc1ccccc1.CC(Br)C(=O)NOCc1ccccc1,CC(SCc1ccccc1)C(=O)NOCc1ccccc1,SCc1ccccc1.CC(Br)C(=O)NOCc1ccccc1>>CC(SCc1ccccc1)C(=O)NOCc1ccccc1,"Access to Sterically Hindered Thioethers (α-Thioamides) Under Mild Conditions Using α-Halohydroxamates: Application toward 1,4-Benzothiazinones and 4,1-Benzothiazepinones","Deeksha; Sathish, Elagandhula; Kiran; Singh, Ritesh","Journal of Organic Chemistry (2023), 88(2), 901-908","Access to Sterically Hindered Thioethers (α-Thioamides) Under Mild Conditions Using α-Halohydroxamates: Application toward 1,4-Benzothiazinones and 4,1-Benzothiazepinones | Deeksha; Sathish, Elagandhula; Kiran; Singh, Ritesh | Journal of Organic Chemistry (2023), 88(2), 901-908","100-53-8, 1303507-83-6",2891862-98-7,497-19-8,,920-66-1,,,,,,,1,1,86,,,,,,,"{""1"": 86}","[{""index"": 1, ""cas_rn"": ""100-53-8"", ""smiles"": ""SCc1ccccc1""}, {""index"": 2, ""cas_rn"": ""1303507-83-6"", ""smiles"": ""CC(Br)C(=O)NOCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""2891862-98-7"", ""yield_pct"": ""86"", ""smiles"": ""CC(SCc1ccccc1)C(=O)NOCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}]",[],"[{""index"": 1, ""cas_rn"": ""920-66-1""}]",,
31-614-CAS-35264186,31-614-CAS-35264186,Reaction_20251105_2033 (2).rdf,Thioether formation,78,,,SCc1ccccc1.O=C(NOCc1ccccc1)C1(Br)CCC1,O=C(NOCc1ccccc1)C1(SCc2ccccc2)CCC1,SCc1ccccc1.O=C(NOCc1ccccc1)C1(Br)CCC1>>O=C(NOCc1ccccc1)C1(SCc2ccccc2)CCC1,"Access to Sterically Hindered Thioethers (α-Thioamides) Under Mild Conditions Using α-Halohydroxamates: Application toward 1,4-Benzothiazinones and 4,1-Benzothiazepinones","Deeksha; Sathish, Elagandhula; Kiran; Singh, Ritesh","Journal of Organic Chemistry (2023), 88(2), 901-908","Access to Sterically Hindered Thioethers (α-Thioamides) Under Mild Conditions Using α-Halohydroxamates: Application toward 1,4-Benzothiazinones and 4,1-Benzothiazepinones | Deeksha; Sathish, Elagandhula; Kiran; Singh, Ritesh | Journal of Organic Chemistry (2023), 88(2), 901-908","100-53-8, 2439182-20-2",2891863-04-8,497-19-8,,920-66-1,,,,,,,1,1,78,,,,,,,"{""1"": 78}","[{""index"": 1, ""cas_rn"": ""100-53-8"", ""smiles"": ""SCc1ccccc1""}, {""index"": 2, ""cas_rn"": ""2439182-20-2"", ""smiles"": ""O=C(NOCc1ccccc1)C1(Br)CCC1""}]","[{""index"": 1, ""cas_rn"": ""2891863-04-8"", ""yield_pct"": ""78"", ""smiles"": ""O=C(NOCc1ccccc1)C1(SCc2ccccc2)CCC1""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}]",[],"[{""index"": 1, ""cas_rn"": ""920-66-1""}]",,
31-614-CAS-35264187,31-614-CAS-35264187,Reaction_20251105_2033 (2).rdf,Thioether formation,80,,,CC(C)CCS.CC(C)(Br)C(=O)NOCc1ccccc1,CC(C)CCSC(C)(C)C(=O)NOCc1ccccc1,CC(C)CCS.CC(C)(Br)C(=O)NOCc1ccccc1>>CC(C)CCSC(C)(C)C(=O)NOCc1ccccc1,"Access to Sterically Hindered Thioethers (α-Thioamides) Under Mild Conditions Using α-Halohydroxamates: Application toward 1,4-Benzothiazinones and 4,1-Benzothiazepinones","Deeksha; Sathish, Elagandhula; Kiran; Singh, Ritesh","Journal of Organic Chemistry (2023), 88(2), 901-908","Access to Sterically Hindered Thioethers (α-Thioamides) Under Mild Conditions Using α-Halohydroxamates: Application toward 1,4-Benzothiazinones and 4,1-Benzothiazepinones | Deeksha; Sathish, Elagandhula; Kiran; Singh, Ritesh | Journal of Organic Chemistry (2023), 88(2), 901-908","541-31-1, 1303507-75-6",2891862-76-1,497-19-8,,920-66-1,,,,,,,1,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""541-31-1"", ""smiles"": ""CC(C)CCS""}, {""index"": 2, ""cas_rn"": ""1303507-75-6"", ""smiles"": ""CC(C)(Br)C(=O)NOCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""2891862-76-1"", ""yield_pct"": ""80"", ""smiles"": ""CC(C)CCSC(C)(C)C(=O)NOCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}]",[],"[{""index"": 1, ""cas_rn"": ""920-66-1""}]",,
31-614-CAS-35264188,31-614-CAS-35264188,Reaction_20251105_2033 (1).rdf,Thioether formation,86,,,CCCCCCS.CC(C)(Br)C(=O)NOCc1ccccc1,CCCCCCSC(C)(C)C(=O)NOCc1ccccc1,CCCCCCS.CC(C)(Br)C(=O)NOCc1ccccc1>>CCCCCCSC(C)(C)C(=O)NOCc1ccccc1,"Access to Sterically Hindered Thioethers (α-Thioamides) Under Mild Conditions Using α-Halohydroxamates: Application toward 1,4-Benzothiazinones and 4,1-Benzothiazepinones","Deeksha; Sathish, Elagandhula; Kiran; Singh, Ritesh","Journal of Organic Chemistry (2023), 88(2), 901-908","Access to Sterically Hindered Thioethers (α-Thioamides) Under Mild Conditions Using α-Halohydroxamates: Application toward 1,4-Benzothiazinones and 4,1-Benzothiazepinones | Deeksha; Sathish, Elagandhula; Kiran; Singh, Ritesh | Journal of Organic Chemistry (2023), 88(2), 901-908","111-31-9, 1303507-75-6",2891862-74-9,497-19-8,,920-66-1,,,,,,,1,1,86,,,,,,,"{""1"": 86}","[{""index"": 1, ""cas_rn"": ""111-31-9"", ""smiles"": ""CCCCCCS""}, {""index"": 2, ""cas_rn"": ""1303507-75-6"", ""smiles"": ""CC(C)(Br)C(=O)NOCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""2891862-74-9"", ""yield_pct"": ""86"", ""smiles"": ""CCCCCCSC(C)(C)C(=O)NOCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}]",[],"[{""index"": 1, ""cas_rn"": ""920-66-1""}]",,
31-614-CAS-35264190,31-614-CAS-35264190,Reaction_20251105_2033 (1).rdf,Thioether formation,85,,,SCc1ccc(CS)cc1.CC(C)(Br)C(=O)NOCc1ccccc1,CC(C)(SCc1ccc(CSC(C)(C)C(=O)NOCc2ccccc2)cc1)C(=O)NOCc1ccccc1,SCc1ccc(CS)cc1.CC(C)(Br)C(=O)NOCc1ccccc1>>CC(C)(SCc1ccc(CSC(C)(C)C(=O)NOCc2ccccc2)cc1)C(=O)NOCc1ccccc1,"Access to Sterically Hindered Thioethers (α-Thioamides) Under Mild Conditions Using α-Halohydroxamates: Application toward 1,4-Benzothiazinones and 4,1-Benzothiazepinones","Deeksha; Sathish, Elagandhula; Kiran; Singh, Ritesh","Journal of Organic Chemistry (2023), 88(2), 901-908","Access to Sterically Hindered Thioethers (α-Thioamides) Under Mild Conditions Using α-Halohydroxamates: Application toward 1,4-Benzothiazinones and 4,1-Benzothiazepinones | Deeksha; Sathish, Elagandhula; Kiran; Singh, Ritesh | Journal of Organic Chemistry (2023), 88(2), 901-908","105-09-9, 1303507-75-6",2891862-71-6,497-19-8,,920-66-1,,,,,,,1,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""105-09-9"", ""smiles"": ""SCc1ccc(CS)cc1""}, {""index"": 2, ""cas_rn"": ""1303507-75-6"", ""smiles"": ""CC(C)(Br)C(=O)NOCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""2891862-71-6"", ""yield_pct"": ""85"", ""smiles"": ""CC(C)(SCc1ccc(CSC(C)(C)C(=O)NOCc2ccccc2)cc1)C(=O)NOCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}]",[],"[{""index"": 1, ""cas_rn"": ""920-66-1""}]",,
31-614-CAS-35264191,31-614-CAS-35264191,Reaction_20251105_2033 (2).rdf,Thioether formation,84,,,O=C(CBr)NOCc1ccccc1.SCc1ccccc1Br,O=C(NOCc1ccccc1)C(SCc1ccccc1Br)(SCc1ccccc1Br)SCc1ccccc1Br,O=C(CBr)NOCc1ccccc1.SCc1ccccc1Br>>O=C(NOCc1ccccc1)C(SCc1ccccc1Br)(SCc1ccccc1Br)SCc1ccccc1Br,"Access to Sterically Hindered Thioethers (α-Thioamides) Under Mild Conditions Using α-Halohydroxamates: Application toward 1,4-Benzothiazinones and 4,1-Benzothiazepinones","Deeksha; Sathish, Elagandhula; Kiran; Singh, Ritesh","Journal of Organic Chemistry (2023), 88(2), 901-908","Access to Sterically Hindered Thioethers (α-Thioamides) Under Mild Conditions Using α-Halohydroxamates: Application toward 1,4-Benzothiazinones and 4,1-Benzothiazepinones | Deeksha; Sathish, Elagandhula; Kiran; Singh, Ritesh | Journal of Organic Chemistry (2023), 88(2), 901-908","78158-32-4, 143888-85-1",2891863-09-3,497-19-8,,920-66-1,,,,,,,1,1,84,,,,,,,"{""1"": 84}","[{""index"": 1, ""cas_rn"": ""78158-32-4"", ""smiles"": ""O=C(CBr)NOCc1ccccc1""}, {""index"": 2, ""cas_rn"": ""143888-85-1"", ""smiles"": ""SCc1ccccc1Br""}]","[{""index"": 1, ""cas_rn"": ""2891863-09-3"", ""yield_pct"": ""84"", ""smiles"": ""O=C(NOCc1ccccc1)C(SCc1ccccc1Br)(SCc1ccccc1Br)SCc1ccccc1Br""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}]",[],"[{""index"": 1, ""cas_rn"": ""920-66-1""}]",,
31-614-CAS-35264192,31-614-CAS-35264192,Reaction_20251105_2033 (2).rdf,Thioether formation,78,,,SCc1ccccc1.O=C(NOCc1ccccc1)C1(Br)CCCC1,O=C(NOCc1ccccc1)C1(SCc2ccccc2)CCCC1,SCc1ccccc1.O=C(NOCc1ccccc1)C1(Br)CCCC1>>O=C(NOCc1ccccc1)C1(SCc2ccccc2)CCCC1,"Access to Sterically Hindered Thioethers (α-Thioamides) Under Mild Conditions Using α-Halohydroxamates: Application toward 1,4-Benzothiazinones and 4,1-Benzothiazepinones","Deeksha; Sathish, Elagandhula; Kiran; Singh, Ritesh","Journal of Organic Chemistry (2023), 88(2), 901-908","Access to Sterically Hindered Thioethers (α-Thioamides) Under Mild Conditions Using α-Halohydroxamates: Application toward 1,4-Benzothiazinones and 4,1-Benzothiazepinones | Deeksha; Sathish, Elagandhula; Kiran; Singh, Ritesh | Journal of Organic Chemistry (2023), 88(2), 901-908","100-53-8, 2137485-92-6",2891863-06-0,497-19-8,,920-66-1,,,,,,,1,1,78,,,,,,,"{""1"": 78}","[{""index"": 1, ""cas_rn"": ""100-53-8"", ""smiles"": ""SCc1ccccc1""}, {""index"": 2, ""cas_rn"": ""2137485-92-6"", ""smiles"": ""O=C(NOCc1ccccc1)C1(Br)CCCC1""}]","[{""index"": 1, ""cas_rn"": ""2891863-06-0"", ""yield_pct"": ""78"", ""smiles"": ""O=C(NOCc1ccccc1)C1(SCc2ccccc2)CCCC1""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}]",[],"[{""index"": 1, ""cas_rn"": ""920-66-1""}]",,
31-614-CAS-35264193,31-614-CAS-35264193,Reaction_20251105_2033 (2).rdf,Thioether formation,84,,,SCc1ccccc1.CCC(Br)C(=O)NOCc1ccccc1,CCC(SCc1ccccc1)C(=O)NOCc1ccccc1,SCc1ccccc1.CCC(Br)C(=O)NOCc1ccccc1>>CCC(SCc1ccccc1)C(=O)NOCc1ccccc1,"Access to Sterically Hindered Thioethers (α-Thioamides) Under Mild Conditions Using α-Halohydroxamates: Application toward 1,4-Benzothiazinones and 4,1-Benzothiazepinones","Deeksha; Sathish, Elagandhula; Kiran; Singh, Ritesh","Journal of Organic Chemistry (2023), 88(2), 901-908","Access to Sterically Hindered Thioethers (α-Thioamides) Under Mild Conditions Using α-Halohydroxamates: Application toward 1,4-Benzothiazinones and 4,1-Benzothiazepinones | Deeksha; Sathish, Elagandhula; Kiran; Singh, Ritesh | Journal of Organic Chemistry (2023), 88(2), 901-908","100-53-8, 1303507-86-9",2891863-00-4,497-19-8,,920-66-1,,,,,,,1,1,84,,,,,,,"{""1"": 84}","[{""index"": 1, ""cas_rn"": ""100-53-8"", ""smiles"": ""SCc1ccccc1""}, {""index"": 2, ""cas_rn"": ""1303507-86-9"", ""smiles"": ""CCC(Br)C(=O)NOCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""2891863-00-4"", ""yield_pct"": ""84"", ""smiles"": ""CCC(SCc1ccccc1)C(=O)NOCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}]",[],"[{""index"": 1, ""cas_rn"": ""920-66-1""}]",,
31-614-CAS-35264194,31-614-CAS-35264194,Reaction_20251105_2033.rdf,Thioether formation,95,,,Sc1ccccc1.O=C(NOCc1ccccc1)C(Br)Sc1ccccc1,O=C(NOCc1ccccc1)C(Sc1ccccc1)(Sc1ccccc1)Sc1ccccc1,Sc1ccccc1.O=C(NOCc1ccccc1)C(Br)Sc1ccccc1>>O=C(NOCc1ccccc1)C(Sc1ccccc1)(Sc1ccccc1)Sc1ccccc1,"Access to Sterically Hindered Thioethers (α-Thioamides) Under Mild Conditions Using α-Halohydroxamates: Application toward 1,4-Benzothiazinones and 4,1-Benzothiazepinones","Deeksha; Sathish, Elagandhula; Kiran; Singh, Ritesh","Journal of Organic Chemistry (2023), 88(2), 901-908","Access to Sterically Hindered Thioethers (α-Thioamides) Under Mild Conditions Using α-Halohydroxamates: Application toward 1,4-Benzothiazinones and 4,1-Benzothiazepinones | Deeksha; Sathish, Elagandhula; Kiran; Singh, Ritesh | Journal of Organic Chemistry (2023), 88(2), 901-908","108-98-5, 2891863-72-0",2891862-91-0,497-19-8,,920-66-1,,,,,,,1,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""108-98-5"", ""smiles"": ""Sc1ccccc1""}, {""index"": 2, ""cas_rn"": ""2891863-72-0"", ""smiles"": ""O=C(NOCc1ccccc1)C(Br)Sc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""2891862-91-0"", ""yield_pct"": ""95"", ""smiles"": ""O=C(NOCc1ccccc1)C(Sc1ccccc1)(Sc1ccccc1)Sc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}]",[],"[{""index"": 1, ""cas_rn"": ""920-66-1""}]",,
31-614-CAS-35264195,31-614-CAS-35264195,Reaction_20251105_2033 (1).rdf,Thioether formation,89,,,SCc1cccs1.CC(C)(Br)C(=O)NOCc1ccccc1,CC(C)(SCc1cccs1)C(=O)NOCc1ccccc1,SCc1cccs1.CC(C)(Br)C(=O)NOCc1ccccc1>>CC(C)(SCc1cccs1)C(=O)NOCc1ccccc1,"Access to Sterically Hindered Thioethers (α-Thioamides) Under Mild Conditions Using α-Halohydroxamates: Application toward 1,4-Benzothiazinones and 4,1-Benzothiazepinones","Deeksha; Sathish, Elagandhula; Kiran; Singh, Ritesh","Journal of Organic Chemistry (2023), 88(2), 901-908","Access to Sterically Hindered Thioethers (α-Thioamides) Under Mild Conditions Using α-Halohydroxamates: Application toward 1,4-Benzothiazinones and 4,1-Benzothiazepinones | Deeksha; Sathish, Elagandhula; Kiran; Singh, Ritesh | Journal of Organic Chemistry (2023), 88(2), 901-908","6258-63-5, 1303507-75-6",2891862-77-2,497-19-8,,920-66-1,,,,,,,1,1,89,,,,,,,"{""1"": 89}","[{""index"": 1, ""cas_rn"": ""6258-63-5"", ""smiles"": ""SCc1cccs1""}, {""index"": 2, ""cas_rn"": ""1303507-75-6"", ""smiles"": ""CC(C)(Br)C(=O)NOCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""2891862-77-2"", ""yield_pct"": ""89"", ""smiles"": ""CC(C)(SCc1cccs1)C(=O)NOCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}]",[],"[{""index"": 1, ""cas_rn"": ""920-66-1""}]",,
31-614-CAS-35264196,31-614-CAS-35264196,Reaction_20251105_2033 (1).rdf,Thioether formation,88,,,O=C(CBr)NOCc1ccccc1.SCc1ccccc1Br,O=C(NOCc1ccccc1)C(SCc1ccccc1Br)SCc1ccccc1Br,O=C(CBr)NOCc1ccccc1.SCc1ccccc1Br>>O=C(NOCc1ccccc1)C(SCc1ccccc1Br)SCc1ccccc1Br,"Access to Sterically Hindered Thioethers (α-Thioamides) Under Mild Conditions Using α-Halohydroxamates: Application toward 1,4-Benzothiazinones and 4,1-Benzothiazepinones","Deeksha; Sathish, Elagandhula; Kiran; Singh, Ritesh","Journal of Organic Chemistry (2023), 88(2), 901-908","Access to Sterically Hindered Thioethers (α-Thioamides) Under Mild Conditions Using α-Halohydroxamates: Application toward 1,4-Benzothiazinones and 4,1-Benzothiazepinones | Deeksha; Sathish, Elagandhula; Kiran; Singh, Ritesh | Journal of Organic Chemistry (2023), 88(2), 901-908","78158-32-4, 143888-85-1",2891863-08-2,497-19-8,,920-66-1,,,,,,,1,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""78158-32-4"", ""smiles"": ""O=C(CBr)NOCc1ccccc1""}, {""index"": 2, ""cas_rn"": ""143888-85-1"", ""smiles"": ""SCc1ccccc1Br""}]","[{""index"": 1, ""cas_rn"": ""2891863-08-2"", ""yield_pct"": ""88"", ""smiles"": ""O=C(NOCc1ccccc1)C(SCc1ccccc1Br)SCc1ccccc1Br""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}]",[],"[{""index"": 1, ""cas_rn"": ""920-66-1""}]",,
31-614-CAS-35264197,31-614-CAS-35264197,Reaction_20251105_2034.rdf,Thioether formation,72,,,SCc1ccccc1Br.O=C(NOCc1ccccc1)C(Cl)(Cl)SCc1ccccc1Br,O=C(NOCc1ccccc1)C(SCc1ccccc1Br)(SCc1ccccc1Br)SCc1ccccc1Br,SCc1ccccc1Br.O=C(NOCc1ccccc1)C(Cl)(Cl)SCc1ccccc1Br>>O=C(NOCc1ccccc1)C(SCc1ccccc1Br)(SCc1ccccc1Br)SCc1ccccc1Br,"Access to Sterically Hindered Thioethers (α-Thioamides) Under Mild Conditions Using α-Halohydroxamates: Application toward 1,4-Benzothiazinones and 4,1-Benzothiazepinones","Deeksha; Sathish, Elagandhula; Kiran; Singh, Ritesh","Journal of Organic Chemistry (2023), 88(2), 901-908","Access to Sterically Hindered Thioethers (α-Thioamides) Under Mild Conditions Using α-Halohydroxamates: Application toward 1,4-Benzothiazinones and 4,1-Benzothiazepinones | Deeksha; Sathish, Elagandhula; Kiran; Singh, Ritesh | Journal of Organic Chemistry (2023), 88(2), 901-908","143888-85-1, 2891863-10-6",2891863-09-3,497-19-8,,920-66-1,,,,,,,1,1,72,,,,,,,"{""1"": 72}","[{""index"": 1, ""cas_rn"": ""143888-85-1"", ""smiles"": ""SCc1ccccc1Br""}, {""index"": 2, ""cas_rn"": ""2891863-10-6"", ""smiles"": ""O=C(NOCc1ccccc1)C(Cl)(Cl)SCc1ccccc1Br""}]","[{""index"": 1, ""cas_rn"": ""2891863-09-3"", ""yield_pct"": ""72"", ""smiles"": ""O=C(NOCc1ccccc1)C(SCc1ccccc1Br)(SCc1ccccc1Br)SCc1ccccc1Br""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}]",[],"[{""index"": 1, ""cas_rn"": ""920-66-1""}]",alternative preparation shown,
31-614-CAS-35264208,31-614-CAS-35264208,Reaction_20251105_2033 (2).rdf,Thioether formation,84,,,SCc1ccccc1Br.O=C(NOCc1ccccc1)C1(Br)CCC1,O=C(NOCc1ccccc1)C1(SCc2ccccc2Br)CCC1,SCc1ccccc1Br.O=C(NOCc1ccccc1)C1(Br)CCC1>>O=C(NOCc1ccccc1)C1(SCc2ccccc2Br)CCC1,"Access to Sterically Hindered Thioethers (α-Thioamides) Under Mild Conditions Using α-Halohydroxamates: Application toward 1,4-Benzothiazinones and 4,1-Benzothiazepinones","Deeksha; Sathish, Elagandhula; Kiran; Singh, Ritesh","Journal of Organic Chemistry (2023), 88(2), 901-908","Access to Sterically Hindered Thioethers (α-Thioamides) Under Mild Conditions Using α-Halohydroxamates: Application toward 1,4-Benzothiazinones and 4,1-Benzothiazepinones | Deeksha; Sathish, Elagandhula; Kiran; Singh, Ritesh | Journal of Organic Chemistry (2023), 88(2), 901-908","143888-85-1, 2439182-20-2",2891863-68-4,497-19-8,,920-66-1,,,,,,,1,1,84,,,,,,,"{""1"": 84}","[{""index"": 1, ""cas_rn"": ""143888-85-1"", ""smiles"": ""SCc1ccccc1Br""}, {""index"": 2, ""cas_rn"": ""2439182-20-2"", ""smiles"": ""O=C(NOCc1ccccc1)C1(Br)CCC1""}]","[{""index"": 1, ""cas_rn"": ""2891863-68-4"", ""yield_pct"": ""84"", ""smiles"": ""O=C(NOCc1ccccc1)C1(SCc2ccccc2Br)CCC1""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}]",[],"[{""index"": 1, ""cas_rn"": ""920-66-1""}]",,
31-614-CAS-35264212,31-614-CAS-35264212,Reaction_20251105_2033 (2).rdf,Thioether formation,80,,,Sc1ccccc1Br.O=C(NOCc1ccccc1)C1(Br)CCC1,O=C(NOCc1ccccc1)C1(Sc2ccccc2Br)CCC1,Sc1ccccc1Br.O=C(NOCc1ccccc1)C1(Br)CCC1>>O=C(NOCc1ccccc1)C1(Sc2ccccc2Br)CCC1,"Access to Sterically Hindered Thioethers (α-Thioamides) Under Mild Conditions Using α-Halohydroxamates: Application toward 1,4-Benzothiazinones and 4,1-Benzothiazepinones","Deeksha; Sathish, Elagandhula; Kiran; Singh, Ritesh","Journal of Organic Chemistry (2023), 88(2), 901-908","Access to Sterically Hindered Thioethers (α-Thioamides) Under Mild Conditions Using α-Halohydroxamates: Application toward 1,4-Benzothiazinones and 4,1-Benzothiazepinones | Deeksha; Sathish, Elagandhula; Kiran; Singh, Ritesh | Journal of Organic Chemistry (2023), 88(2), 901-908","6320-02-1, 2439182-20-2",2891863-59-3,497-19-8,,920-66-1,,,,,,,1,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""6320-02-1"", ""smiles"": ""Sc1ccccc1Br""}, {""index"": 2, ""cas_rn"": ""2439182-20-2"", ""smiles"": ""O=C(NOCc1ccccc1)C1(Br)CCC1""}]","[{""index"": 1, ""cas_rn"": ""2891863-59-3"", ""yield_pct"": ""80"", ""smiles"": ""O=C(NOCc1ccccc1)C1(Sc2ccccc2Br)CCC1""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}]",[],"[{""index"": 1, ""cas_rn"": ""920-66-1""}]",,
