reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-207-CAS-10834198,31-207-CAS-10834198,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,,,,Cc1ccc(C)cc1,Cc1ccc(C(=O)O)cc1.Cc1ccc(C=O)cc1.Cc1ccc(CO)cc1.Cc1ccc(Cc2cc(C)ccc2C)cc1.Cc1ccc(COO)cc1.Cc1ccc(COC(=O)c2ccc(C)cc2)cc1.Cc1ccc(COCc2ccc(C)cc2)cc1,Cc1ccc(C)cc1>>Cc1ccc(C(=O)O)cc1.Cc1ccc(C=O)cc1.Cc1ccc(CO)cc1.Cc1ccc(Cc2cc(C)ccc2C)cc1.Cc1ccc(COO)cc1.Cc1ccc(COC(=O)c2ccc(C)cc2)cc1.Cc1ccc(COCc2ccc(C)cc2)cc1,Photoactivated and photopassivated benzylic oxidation catalyzed by pristine and oxidized carbons,"Sereda, Grigoriy; Rajpara, Vikul","Catalysis Communications (2011), 12(7), 669-672","Photoactivated and photopassivated benzylic oxidation catalyzed by pristine and oxidized carbons | Sereda, Grigoriy; Rajpara, Vikul | Catalysis Communications (2011), 12(7), 669-672",106-42-3,"99-94-5, 104-87-0, 589-18-4, 721-45-9, 7523-31-1, 21086-87-3, 38460-98-9",7782-44-7,,,,,,,,,1,1,,,,,,,,{},"[{""index"": 1, ""cas_rn"": ""106-42-3"", ""smiles"": ""Cc1ccc(C)cc1""}]","[{""index"": 1, ""cas_rn"": ""99-94-5"", ""smiles"": ""Cc1ccc(C(=O)O)cc1""}, {""index"": 2, ""cas_rn"": ""104-87-0"", ""smiles"": ""Cc1ccc(C=O)cc1""}, {""index"": 3, ""cas_rn"": ""589-18-4"", ""smiles"": ""Cc1ccc(CO)cc1""}, {""index"": 4, ""cas_rn"": ""721-45-9"", ""smiles"": ""Cc1ccc(Cc2cc(C)ccc2C)cc1""}, {""index"": 5, ""cas_rn"": ""7523-31-1"", ""smiles"": ""Cc1ccc(COO)cc1""}, {""index"": 6, ""cas_rn"": ""21086-87-3"", ""smiles"": ""Cc1ccc(COC(=O)c2ccc(C)cc2)cc1""}, {""index"": 7, ""cas_rn"": ""38460-98-9"", ""smiles"": ""Cc1ccc(COCc2ccc(C)cc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]",[],[],"green chemistry-catalyst, photochemical (ambient light), multiwall carbon nanotubes used as catalyst, reaction carried out in absence of light did not produce hydroperoxide product, optimization study, optimized on catalyst, mechanism studied, scalable",
31-614-CAS-35375725,31-614-CAS-35375725,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,74,,,Cc1cc(Br)cs1,O=C(O)c1cc(Br)cs1,Cc1cc(Br)cs1>>O=C(O)c1cc(Br)cs1,Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds,"Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng","Green Chemistry (2023), 25(3), 940-945","Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds | Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng | Green Chemistry (2023), 25(3), 940-945",29421-92-9,16694-18-1,7782-44-7,855785-75-0,75-05-8,,,,,,,1,1,74,,,,,,,"{""1"": 74}","[{""index"": 1, ""cas_rn"": ""29421-92-9"", ""smiles"": ""Cc1cc(Br)cs1""}]","[{""index"": 1, ""cas_rn"": ""16694-18-1"", ""yield_pct"": ""74"", ""smiles"": ""O=C(O)c1cc(Br)cs1""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""855785-75-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","green chemistry-catalyst, photochemical (UV irradiation (365 nm, 8 W)), ionic liquid used",
31-614-CAS-35375726,31-614-CAS-35375726,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,74,,,Cc1cc2ccccc2o1,O=C(O)c1cc2ccccc2o1,Cc1cc2ccccc2o1>>O=C(O)c1cc2ccccc2o1,Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds,"Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng","Green Chemistry (2023), 25(3), 940-945","Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds | Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng | Green Chemistry (2023), 25(3), 940-945",4265-25-2,496-41-3,7782-44-7,855785-75-0,75-05-8,,,,,,,1,1,74,,,,,,,"{""1"": 74}","[{""index"": 1, ""cas_rn"": ""4265-25-2"", ""smiles"": ""Cc1cc2ccccc2o1""}]","[{""index"": 1, ""cas_rn"": ""496-41-3"", ""yield_pct"": ""74"", ""smiles"": ""O=C(O)c1cc2ccccc2o1""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""855785-75-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","green chemistry-catalyst, photochemical (UV irradiation (365 nm, 8 W)), ionic liquid used",
31-614-CAS-35375728,31-614-CAS-35375728,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,88,,,Cc1cccs1,O=C(O)c1cccs1,Cc1cccs1>>O=C(O)c1cccs1,Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds,"Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng","Green Chemistry (2023), 25(3), 940-945","Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds | Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng | Green Chemistry (2023), 25(3), 940-945",554-14-3,527-72-0,7782-44-7,855785-75-0,75-05-8,,,,,,,1,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""554-14-3"", ""smiles"": ""Cc1cccs1""}]","[{""index"": 1, ""cas_rn"": ""527-72-0"", ""yield_pct"": ""88"", ""smiles"": ""O=C(O)c1cccs1""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""855785-75-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","green chemistry-catalyst, photochemical (UV irradiation (365 nm, 8 W)), ionic liquid used",
31-614-CAS-35375730,31-614-CAS-35375730,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,84,,,Cc1ccccc1C,O=C(O)c1ccccc1C(=O)O,Cc1ccccc1C>>O=C(O)c1ccccc1C(=O)O,Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds,"Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng","Green Chemistry (2023), 25(3), 940-945","Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds | Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng | Green Chemistry (2023), 25(3), 940-945",95-47-6,88-99-3,7782-44-7,855785-75-0,75-05-8,,,,,,,1,1,84,,,,,,,"{""1"": 84}","[{""index"": 1, ""cas_rn"": ""95-47-6"", ""smiles"": ""Cc1ccccc1C""}]","[{""index"": 1, ""cas_rn"": ""88-99-3"", ""yield_pct"": ""84"", ""smiles"": ""O=C(O)c1ccccc1C(=O)O""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""855785-75-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","green chemistry-catalyst, photochemical (UV irradiation (365 nm, 8 W)), alternative preparation shown, ionic liquid used",
31-614-CAS-35375732,31-614-CAS-35375732,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,57,,,Cc1ccco1,O=C(O)c1ccco1,Cc1ccco1>>O=C(O)c1ccco1,Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds,"Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng","Green Chemistry (2023), 25(3), 940-945","Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds | Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng | Green Chemistry (2023), 25(3), 940-945",534-22-5,88-14-2,7782-44-7,855785-75-0,75-05-8,,,,,,,1,1,57,,,,,,,"{""1"": 57}","[{""index"": 1, ""cas_rn"": ""534-22-5"", ""smiles"": ""Cc1ccco1""}]","[{""index"": 1, ""cas_rn"": ""88-14-2"", ""yield_pct"": ""57"", ""smiles"": ""O=C(O)c1ccco1""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""855785-75-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","green chemistry-catalyst, photochemical (UV irradiation (365 nm, 8 W)), ionic liquid used",
31-614-CAS-35375733,31-614-CAS-35375733,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,82,,,Cc1ccc(C(=O)O)cc1,O=C(O)c1ccc(C(=O)O)cc1,Cc1ccc(C(=O)O)cc1>>O=C(O)c1ccc(C(=O)O)cc1,Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds,"Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng","Green Chemistry (2023), 25(3), 940-945","Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds | Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng | Green Chemistry (2023), 25(3), 940-945",99-94-5,100-21-0,7782-44-7,855785-75-0,75-05-8,,,,,,,1,1,82,,,,,,,"{""1"": 82}","[{""index"": 1, ""cas_rn"": ""99-94-5"", ""smiles"": ""Cc1ccc(C(=O)O)cc1""}]","[{""index"": 1, ""cas_rn"": ""100-21-0"", ""yield_pct"": ""82"", ""smiles"": ""O=C(O)c1ccc(C(=O)O)cc1""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""855785-75-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","green chemistry-catalyst, photochemical (UV irradiation (365 nm, 8 W)), alternative preparation shown, ionic liquid used",
31-614-CAS-35375734,31-614-CAS-35375734,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,86,,,Cc1ccc(OC(F)(F)F)cc1,O=C(O)c1ccc(OC(F)(F)F)cc1,Cc1ccc(OC(F)(F)F)cc1>>O=C(O)c1ccc(OC(F)(F)F)cc1,Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds,"Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng","Green Chemistry (2023), 25(3), 940-945","Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds | Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng | Green Chemistry (2023), 25(3), 940-945",706-27-4,330-12-1,7782-44-7,855785-75-0,75-05-8,,,,,,,1,1,86,,,,,,,"{""1"": 86}","[{""index"": 1, ""cas_rn"": ""706-27-4"", ""smiles"": ""Cc1ccc(OC(F)(F)F)cc1""}]","[{""index"": 1, ""cas_rn"": ""330-12-1"", ""yield_pct"": ""86"", ""smiles"": ""O=C(O)c1ccc(OC(F)(F)F)cc1""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""855785-75-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","green chemistry-catalyst, photochemical (UV irradiation (365 nm, 8 W)), ionic liquid used",
31-614-CAS-35375743,31-614-CAS-35375743,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,81,,,c1ccc2c(c1)CCC2,O=C(O)c1ccccc1C(=O)O,c1ccc2c(c1)CCC2>>O=C(O)c1ccccc1C(=O)O,Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds,"Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng","Green Chemistry (2023), 25(3), 940-945","Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds | Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng | Green Chemistry (2023), 25(3), 940-945",496-11-7,88-99-3,7782-44-7,855785-75-0,75-05-8,,,,,,,1,1,81,,,,,,,"{""1"": 81}","[{""index"": 1, ""cas_rn"": ""496-11-7"", ""smiles"": ""c1ccc2c(c1)CCC2""}]","[{""index"": 1, ""cas_rn"": ""88-99-3"", ""yield_pct"": ""81"", ""smiles"": ""O=C(O)c1ccccc1C(=O)O""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""855785-75-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","green chemistry-catalyst, photochemical (UV irradiation (365 nm, 8 W)), alternative preparation shown, ionic liquid used",
31-614-CAS-35375744,31-614-CAS-35375744,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,54,,,Cc1ccccc1,O=C(O)c1ccccc1.ClCc1ccccc1,Cc1ccccc1>>O=C(O)c1ccccc1.ClCc1ccccc1,Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds,"Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng","Green Chemistry (2023), 25(3), 940-945","Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds | Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng | Green Chemistry (2023), 25(3), 940-945",108-88-3,"65-85-0, 100-44-7","7647-01-0, 7782-44-7",,75-05-8,,,,,,,1,1,54,2,,,,,,"{""1"": 54, ""2"": 2}","[{""index"": 1, ""cas_rn"": ""108-88-3"", ""smiles"": ""Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""65-85-0"", ""yield_pct"": ""54"", ""smiles"": ""O=C(O)c1ccccc1""}, {""index"": 2, ""cas_rn"": ""100-44-7"", ""yield_pct"": ""2"", ""smiles"": ""ClCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""7647-01-0""}, {""index"": 2, ""cas_rn"": ""7782-44-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-05-8""}]","photochemical (UV irradiation (365 nm, 8 W)), HPLC yields, 50% isolated yield for benzoic acid, ionic liquid used",
31-614-CAS-35375749,31-614-CAS-35375749,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,86,,,c1ccc(CCc2ccccc2)cc1,O=C(O)c1ccccc1,c1ccc(CCc2ccccc2)cc1>>O=C(O)c1ccccc1,Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds,"Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng","Green Chemistry (2023), 25(3), 940-945","Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds | Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng | Green Chemistry (2023), 25(3), 940-945",103-29-7,65-85-0,7782-44-7,855785-75-0,75-05-8,,,,,,,1,1,86,,,,,,,"{""1"": 86}","[{""index"": 1, ""cas_rn"": ""103-29-7"", ""smiles"": ""c1ccc(CCc2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""65-85-0"", ""yield_pct"": ""86"", ""smiles"": ""O=C(O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""855785-75-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","green chemistry-catalyst, photochemical (UV irradiation (365 nm, 8 W)), alternative preparation shown, ionic liquid used",
31-614-CAS-35375751,31-614-CAS-35375751,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,78,,,c1ccc2c(c1)CCCC2,O=C(O)c1ccccc1C(=O)O,c1ccc2c(c1)CCCC2>>O=C(O)c1ccccc1C(=O)O,Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds,"Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng","Green Chemistry (2023), 25(3), 940-945","Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds | Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng | Green Chemistry (2023), 25(3), 940-945",119-64-2,88-99-3,7782-44-7,855785-75-0,75-05-8,,,,,,,1,1,78,,,,,,,"{""1"": 78}","[{""index"": 1, ""cas_rn"": ""119-64-2"", ""smiles"": ""c1ccc2c(c1)CCCC2""}]","[{""index"": 1, ""cas_rn"": ""88-99-3"", ""yield_pct"": ""78"", ""smiles"": ""O=C(O)c1ccccc1C(=O)O""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""855785-75-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","green chemistry-catalyst, photochemical (UV irradiation (365 nm, 8 W)), alternative preparation shown, ionic liquid used",
