reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-138-CAS-2914869,31-138-CAS-2914869,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,71,,,CC(C)[CH2][AlH][CH2]C(C)C.COC(=O)[C@H](CO)NC(=O)OC(C)(C)C,CC(C)(C)OC(=O)N1[C@H](C=O)COC1(C)C,CC(C)[CH2][AlH][CH2]C(C)C.COC(=O)[C@H](CO)NC(=O)OC(C)(C)C>>CC(C)(C)OC(=O)N1[C@H](C=O)COC1(C)C,Caged Ceramide 1-Phosphate Analogs: Synthesis and Properties,"Lankalapalli, Ravi S.; Ouro, Alberto; Arana, Lide; Gomez-Munoz, Antonio; Bittman, Robert","Journal of Organic Chemistry (2009), 74(22), 8844-8847","Caged Ceramide 1-Phosphate Analogs: Synthesis and Properties | Lankalapalli, Ravi S.; Ouro, Alberto; Arana, Lide; Gomez-Munoz, Antonio; Bittman, Robert | Journal of Organic Chemistry (2009), 74(22), 8844-8847","1191-15-7, 2766-43-0",102308-32-7,7647-01-0,,"108-88-3, 67-56-1, 7732-18-5",,,,,,"(S)-tert-Butyl-4-formyl-2,2-dimethyloxazolidine-3-carboxylate (3). A solution of N-Boc-( S)-serine methyl ester (12.0 g, 46.3 mmol) in toluene (100 mL) was cooled to -78 °C under nitrogen. To the cooled solution was slowly added DIBAL-H (83 mL, a 1.5 M solution in toluene). The reaction mixture was stirred for 2 h at -78 °C, and the reaction was quenched by slowly adding 100 mL of cold MeOH. The resulting white emulsion was slowly poured into 200 mL of ice-cold 1 M HCl with swirling over 20 min, and the aqueous mixture was extracted with EtOAc (3 x 120 mL). The combined organic layers were washed with brine (150 mL), dried (Na2SO4), and concentrated to give the crude product as a colorless oil, which was vacuum distilled to provide aldehyde 3 (7.5 g, 71%) as a colorless liquid. bp 115-125 °C (9.0 mm Hg).",3,1,71,,,,,,,"{""1"": 71}","[{""index"": 1, ""cas_rn"": ""1191-15-7"", ""smiles"": ""CC(C)[CH2][AlH][CH2]C(C)C""}, {""index"": 2, ""cas_rn"": ""2766-43-0"", ""smiles"": ""COC(=O)[C@H](CO)NC(=O)OC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""102308-32-7"", ""yield_pct"": ""71"", ""smiles"": ""CC(C)(C)OC(=O)N1[C@H](C=O)COC1(C)C""}]","[{""index"": 1, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""67-56-1""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]",,
31-517-CAS-8236449,31-517-CAS-8236449,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,85,,,CC(C)OC(=O)c1ccccc1,O=Cc1ccccc1,CC(C)OC(=O)c1ccccc1>>O=Cc1ccccc1,New method for synthesis of aldehydes from esters by sodium diisobutyl-t-butoxyaluminum hydride,"Song, Jung In; An, Duk Keun","Chemistry Letters (2007), 36(7), 886-887","New method for synthesis of aldehydes from esters by sodium diisobutyl-t-butoxyaluminum hydride | Song, Jung In; An, Duk Keun | Chemistry Letters (2007), 36(7), 886-887",939-48-0,100-52-7,"948899-53-4, 7647-01-0",,"109-99-9, 110-54-3, 7732-18-5",,,,,,,2,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""939-48-0"", ""smiles"": ""CC(C)OC(=O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""100-52-7"", ""yield_pct"": ""85"", ""smiles"": ""O=Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""948899-53-4""}, {""index"": 2, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""110-54-3""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]",in-situ generated reagent,
31-517-CAS-8293335,31-517-CAS-8293335,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,87,,,CCOC(=O)c1ccccc1Br,O=Cc1ccccc1Br,CCOC(=O)c1ccccc1Br>>O=Cc1ccccc1Br,Chemoselective reduction of esters to aldehydes by potassium diisobutyl-t-butoxyaluminum hydride (PDBBA),"Chae, Min Jung; Song, Jung In; An, Duk Keun","Bulletin of the Korean Chemical Society (2007), 28(12), 2517-2518","Chemoselective reduction of esters to aldehydes by potassium diisobutyl-t-butoxyaluminum hydride (PDBBA) | Chae, Min Jung; Song, Jung In; An, Duk Keun | Bulletin of the Korean Chemical Society (2007), 28(12), 2517-2518",6091-64-1,6630-33-7,"240490-44-2, 7647-01-0",,"109-99-9, 110-54-3, 7732-18-5",,,,,,,2,1,87,,,,,,,"{""1"": 87}","[{""index"": 1, ""cas_rn"": ""6091-64-1"", ""smiles"": ""CCOC(=O)c1ccccc1Br""}]","[{""index"": 1, ""cas_rn"": ""6630-33-7"", ""yield_pct"": ""87"", ""smiles"": ""O=Cc1ccccc1Br""}]","[{""index"": 1, ""cas_rn"": ""240490-44-2""}, {""index"": 2, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""110-54-3""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]","selective to aldehyde, in-situ generated reagent",
31-517-CAS-8337736,31-517-CAS-8337736,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,85,,,CCOC(=O)c1ccc(F)cc1Cl,O=Cc1ccc(F)cc1Cl,CCOC(=O)c1ccc(F)cc1Cl>>O=Cc1ccc(F)cc1Cl,Application of Flow Chemistry to the Selective Reduction of Esters to Aldehydes,"Munoz, Juan de M.; Alcazar, Jesus; de la Hoz, Antonio; Diaz-Ortiz, Angel","European Journal of Organic Chemistry (2012), 2012(2), 260-263, S260/1-S260/8","Application of Flow Chemistry to the Selective Reduction of Esters to Aldehydes | Munoz, Juan de M.; Alcazar, Jesus; de la Hoz, Antonio; Diaz-Ortiz, Angel | European Journal of Organic Chemistry (2012), 2012(2), 260-263, S260/1-S260/8",167758-87-4,84194-36-5,77299-63-9,,108-88-3,,,,,,,1,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""167758-87-4"", ""smiles"": ""CCOC(=O)c1ccc(F)cc1Cl""}]","[{""index"": 1, ""cas_rn"": ""84194-36-5"", ""yield_pct"": ""85"", ""smiles"": ""O=Cc1ccc(F)cc1Cl""}]","[{""index"": 1, ""cas_rn"": ""77299-63-9""}]",[],"[{""index"": 1, ""cas_rn"": ""108-88-3""}]","chemoselective, flow system, Vapourtec R2+R4 unit used",
31-517-CAS-8395317,31-517-CAS-8395317,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,100,,,CCOC(=O)[C@H](C)CO[Si](C)(C)C(C)(C)C,C[C@@H](C=O)CO[Si](C)(C)C(C)(C)C,CCOC(=O)[C@H](C)CO[Si](C)(C)C(C)(C)C>>C[C@@H](C=O)CO[Si](C)(C)C(C)(C)C,"Diisobutylaluminum Hydride Reductions Revitalized: A Fast, Robust, and Selective Continuous Flow System for Aldehyde Synthesis","Webb, Damien; Jamison, Timothy F.","Organic Letters (2012), 14(2), 568-571","Diisobutylaluminum Hydride Reductions Revitalized: A Fast, Robust, and Selective Continuous Flow System for Aldehyde Synthesis | Webb, Damien; Jamison, Timothy F. | Organic Letters (2012), 14(2), 568-571",1026573-58-9,97826-89-6,"1191-15-7, 67-56-1",,108-88-3,,,,,,"General/Typical Procedure: Solutions of ester (0.2 M in toluene, prepared in a screw-cap volumetric flask, under argon), DIBALH (1 M in toluene) and methanol (neat) were loaded into syringes and introduced to the system using syringe pumps set to the appropriate flow rates. After a steady state was reached the mixture exiting the system was collected and then treated with a saturated aqueous solution of Rochelle's salt, diluted with diethyl ether and stirred until 2 clear phases were obtained. The organic phase was then analyzed by GC. (R)-3-(tert-Butyldimethylsilyloxy)-2-methylpropanal, yield 100%.",2,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""1026573-58-9"", ""smiles"": ""CCOC(=O)[C@H](C)CO[Si](C)(C)C(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""97826-89-6"", ""yield_pct"": ""100"", ""smiles"": ""C[C@@H](C=O)CO[Si](C)(C)C(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""1191-15-7""}, {""index"": 2, ""cas_rn"": ""67-56-1""}]",[],"[{""index"": 1, ""cas_rn"": ""108-88-3""}]","flow system, ester flow rate 5 mL/min, DIBALH flow rate 2 mL/min, optimization study (optimized on reactor length, reactor inner diameter, ester flow rate, DIBALH flow rate, reaction temperature and reaction time)",
31-517-CAS-8440479,31-517-CAS-8440479,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,99,,,CCOC(=O)c1ccc(C)cc1,Cc1ccc(C=O)cc1,CCOC(=O)c1ccc(C)cc1>>Cc1ccc(C=O)cc1,Mild and direct conversion of esters to morpholine amides using diisobutyl(morpholino)aluminum: application to efficient one-pot synthesis of ketones and aldehydes from esters,"Jeon, Ah Ram; Kim, Min Eai; Park, Jae Kyo; Shin, Won Kyu; An, Duk Keun","Tetrahedron (2014), 70(29), 4420-4424","Mild and direct conversion of esters to morpholine amides using diisobutyl(morpholino)aluminum: application to efficient one-pot synthesis of ketones and aldehydes from esters | Jeon, Ah Ram; Kim, Min Eai; Park, Jae Kyo; Shin, Won Kyu; An, Duk Keun | Tetrahedron (2014), 70(29), 4420-4424",94-08-6,104-87-0,"110-91-8, 1191-15-7, 7647-01-0",,"109-99-9, 110-54-3, 7732-18-5",,,,,,,4,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""94-08-6"", ""smiles"": ""CCOC(=O)c1ccc(C)cc1""}]","[{""index"": 1, ""cas_rn"": ""104-87-0"", ""yield_pct"": ""99"", ""smiles"": ""Cc1ccc(C=O)cc1""}]","[{""index"": 1, ""cas_rn"": ""110-91-8""}, {""index"": 2, ""cas_rn"": ""1191-15-7""}, {""index"": 3, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""110-54-3""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]",,
31-517-CAS-8529041,31-517-CAS-8529041,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,81,,,CC(C)OC(=O)c1ccccc1,O=Cc1ccccc1,CC(C)OC(=O)c1ccccc1>>O=Cc1ccccc1,Lithium diisobutylpiperidinohydroaluminate (LDBPA) as a mild and efficient reducing agent for the conversion of ester to aldehyde,"Ahn, Jin Hee; Song, Jeong In; Ahn, Jeong Eun; An, Duk Keun","Bulletin of the Korean Chemical Society (2005), 26(3), 377-378","Lithium diisobutylpiperidinohydroaluminate (LDBPA) as a mild and efficient reducing agent for the conversion of ester to aldehyde | Ahn, Jin Hee; Song, Jeong In; Ahn, Jeong Eun; An, Duk Keun | Bulletin of the Korean Chemical Society (2005), 26(3), 377-378",939-48-0,100-52-7,"873106-49-1, 7647-01-0",,"109-99-9, 110-54-3, 7732-18-5",,,,,,,2,1,81,,,,,,,"{""1"": 81}","[{""index"": 1, ""cas_rn"": ""939-48-0"", ""smiles"": ""CC(C)OC(=O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""100-52-7"", ""yield_pct"": ""81"", ""smiles"": ""O=Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""873106-49-1""}, {""index"": 2, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""110-54-3""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]",chemoselective,
31-517-CAS-8572215,31-517-CAS-8572215,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,87,,,CCOC(=O)c1ccc(C)cc1,Cc1ccc(C=O)cc1,CCOC(=O)c1ccc(C)cc1>>Cc1ccc(C=O)cc1,Chemoselective reduction of esters to aldehydes by potassium diisobutyl-t-butoxyaluminum hydride (PDBBA),"Chae, Min Jung; Song, Jung In; An, Duk Keun","Bulletin of the Korean Chemical Society (2007), 28(12), 2517-2518","Chemoselective reduction of esters to aldehydes by potassium diisobutyl-t-butoxyaluminum hydride (PDBBA) | Chae, Min Jung; Song, Jung In; An, Duk Keun | Bulletin of the Korean Chemical Society (2007), 28(12), 2517-2518",94-08-6,104-87-0,"240490-44-2, 7647-01-0",,"109-99-9, 110-54-3, 7732-18-5",,,,,,,2,1,87,,,,,,,"{""1"": 87}","[{""index"": 1, ""cas_rn"": ""94-08-6"", ""smiles"": ""CCOC(=O)c1ccc(C)cc1""}]","[{""index"": 1, ""cas_rn"": ""104-87-0"", ""yield_pct"": ""87"", ""smiles"": ""Cc1ccc(C=O)cc1""}]","[{""index"": 1, ""cas_rn"": ""240490-44-2""}, {""index"": 2, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""110-54-3""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]","selective to aldehyde, in-situ generated reagent",
31-517-CAS-8584647,31-517-CAS-8584647,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,84,,,CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,CC(C)[C@@H](C=O)NC(=O)OC(C)(C)C,CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)O>>CC(C)[C@@H](C=O)NC(=O)OC(C)(C)C,A rapid and efficient one-pot method for the reduction of N-protected α-amino acids to chiral α-amino aldehydes using CDI/DIBAL-H,"Ivkovic, Jakov; Lembacher-Fadum, Christian; Breinbauer, Rolf","Organic & Biomolecular Chemistry (2015), 13(42), 10456-10460","A rapid and efficient one-pot method for the reduction of N-protected α-amino acids to chiral α-amino aldehydes using CDI/DIBAL-H | Ivkovic, Jakov; Lembacher-Fadum, Christian; Breinbauer, Rolf | Organic & Biomolecular Chemistry (2015), 13(42), 10456-10460",13734-41-3,79069-51-5,"530-62-1, 1191-15-7, 141-78-6",,"75-09-2, 108-88-3",,,,,,,3,1,84,,,,,,,"{""1"": 84}","[{""index"": 1, ""cas_rn"": ""13734-41-3"", ""smiles"": ""CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)O""}]","[{""index"": 1, ""cas_rn"": ""79069-51-5"", ""yield_pct"": ""84"", ""smiles"": ""CC(C)[C@@H](C=O)NC(=O)OC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""530-62-1""}, {""index"": 2, ""cas_rn"": ""1191-15-7""}, {""index"": 3, ""cas_rn"": ""141-78-6""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""108-88-3""}]",,
31-517-CAS-8719062,31-517-CAS-8719062,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,99,,,CCCCCCCCCCCC(=O)OCC,CCCCCCCCCCCC=O,CCCCCCCCCCCC(=O)OCC>>CCCCCCCCCCCC=O,Mild and direct conversion of esters to morpholine amides using diisobutyl(morpholino)aluminum: application to efficient one-pot synthesis of ketones and aldehydes from esters,"Jeon, Ah Ram; Kim, Min Eai; Park, Jae Kyo; Shin, Won Kyu; An, Duk Keun","Tetrahedron (2014), 70(29), 4420-4424","Mild and direct conversion of esters to morpholine amides using diisobutyl(morpholino)aluminum: application to efficient one-pot synthesis of ketones and aldehydes from esters | Jeon, Ah Ram; Kim, Min Eai; Park, Jae Kyo; Shin, Won Kyu; An, Duk Keun | Tetrahedron (2014), 70(29), 4420-4424",106-33-2,112-54-9,"110-91-8, 1191-15-7, 1611441-81-6, 7647-01-0",,"109-99-9, 110-54-3, 7732-18-5",,,,,,,4,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""106-33-2"", ""smiles"": ""CCCCCCCCCCCC(=O)OCC""}]","[{""index"": 1, ""cas_rn"": ""112-54-9"", ""yield_pct"": ""99"", ""smiles"": ""CCCCCCCCCCCC=O""}]","[{""index"": 1, ""cas_rn"": ""110-91-8""}, {""index"": 2, ""cas_rn"": ""1191-15-7""}, {""index"": 3, ""cas_rn"": ""1611441-81-6""}, {""index"": 4, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""110-54-3""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]",,
31-517-CAS-8805258,31-517-CAS-8805258,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,83,,,COC(=O)c1cccc(Cl)c1,O=Cc1cccc(Cl)c1,COC(=O)c1cccc(Cl)c1>>O=Cc1cccc(Cl)c1,Lithium diisobutylpiperidinohydroaluminate (LDBPA) as a mild and efficient reducing agent for the conversion of ester to aldehyde,"Ahn, Jin Hee; Song, Jeong In; Ahn, Jeong Eun; An, Duk Keun","Bulletin of the Korean Chemical Society (2005), 26(3), 377-378","Lithium diisobutylpiperidinohydroaluminate (LDBPA) as a mild and efficient reducing agent for the conversion of ester to aldehyde | Ahn, Jin Hee; Song, Jeong In; Ahn, Jeong Eun; An, Duk Keun | Bulletin of the Korean Chemical Society (2005), 26(3), 377-378",2905-65-9,587-04-2,"873106-49-1, 7647-01-0",,"109-99-9, 110-54-3, 7732-18-5",,,,,,,2,1,83,,,,,,,"{""1"": 83}","[{""index"": 1, ""cas_rn"": ""2905-65-9"", ""smiles"": ""COC(=O)c1cccc(Cl)c1""}]","[{""index"": 1, ""cas_rn"": ""587-04-2"", ""yield_pct"": ""83"", ""smiles"": ""O=Cc1cccc(Cl)c1""}]","[{""index"": 1, ""cas_rn"": ""873106-49-1""}, {""index"": 2, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""110-54-3""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]",chemoselective,
31-517-CAS-891428,31-517-CAS-891428,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,96,,,COC(=O)CCc1ccccc1-c1cccn1C(=O)OC(C)(C)C,CC(C)(C)OC(=O)n1cccc1-c1ccccc1CCC=O,COC(=O)CCc1ccccc1-c1cccn1C(=O)OC(C)(C)C>>CC(C)(C)OC(=O)n1cccc1-c1ccccc1CCC=O,Mechanistic Insights into the Post-Cyclization Isomerization in Gold-Catalyzed 7-exo-dig-Hydroarylations,"Pflaesterer, Daniel; Schumacher, Soeren; Rudolph, Matthias; Hashmi, A. Stephen K.","Chemistry - A European Journal (2015), 21(32), 11585-11589","Mechanistic Insights into the Post-Cyclization Isomerization in Gold-Catalyzed 7-exo-dig-Hydroarylations | Pflaesterer, Daniel; Schumacher, Soeren; Rudolph, Matthias; Hashmi, A. Stephen K. | Chemistry - A European Journal (2015), 21(32), 11585-11589",1800375-90-9,1800375-96-5,1191-15-7,,"75-09-2, 108-88-3",,,,,,,1,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""1800375-90-9"", ""smiles"": ""COC(=O)CCc1ccccc1-c1cccn1C(=O)OC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""1800375-96-5"", ""yield_pct"": ""96"", ""smiles"": ""CC(C)(C)OC(=O)n1cccc1-c1ccccc1CCC=O""}]","[{""index"": 1, ""cas_rn"": ""1191-15-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""108-88-3""}]",,
31-517-CAS-8960465,31-517-CAS-8960465,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,70,,,Cc1ccccc1C(=O)O,Cc1ccccc1C=O,Cc1ccccc1C(=O)O>>Cc1ccccc1C=O,One pot conversion of carboxylic acids to aldehydes with DIBAL-H,"Chandrasekhar, S.; Kumar, M. Suresh; Muralidhar, B.","Tetrahedron Letters (1998), 39(8), 909-910","One pot conversion of carboxylic acids to aldehydes with DIBAL-H | Chandrasekhar, S.; Kumar, M. Suresh; Muralidhar, B. | Tetrahedron Letters (1998), 39(8), 909-910",118-90-1,529-20-4,"75-77-4, 121-44-8, 1191-15-7",,75-09-2,,,,,,,2,1,70,,,,,,,"{""1"": 70}","[{""index"": 1, ""cas_rn"": ""118-90-1"", ""smiles"": ""Cc1ccccc1C(=O)O""}]","[{""index"": 1, ""cas_rn"": ""529-20-4"", ""yield_pct"": ""70"", ""smiles"": ""Cc1ccccc1C=O""}]","[{""index"": 1, ""cas_rn"": ""75-77-4""}, {""index"": 2, ""cas_rn"": ""121-44-8""}, {""index"": 3, ""cas_rn"": ""1191-15-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-517-CAS-8960554,31-517-CAS-8960554,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,,,,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)O,CC(C)C[C@@H](C=O)NC(=O)OCc1ccccc1,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)O>>CC(C)C[C@@H](C=O)NC(=O)OCc1ccccc1,Evaluation of transition-state mimics in a superior BACE1 cleavage sequence as peptide-mimetic BACE1 inhibitors,"Hattori, Yasunao; Kobayashi, Kazuya; Deguchi, Ayaka; Nohara, Yukie; Akiyama, Tomomi; Teruya, Kenta; Sanjoh, Akira; Nakagawa, Atsushi; Yamashita, Eiki; Akaji, Kenichi","Bioorganic & Medicinal Chemistry (2015), 23(17), 5626-5640","Evaluation of transition-state mimics in a superior BACE1 cleavage sequence as peptide-mimetic BACE1 inhibitors | Hattori, Yasunao; Kobayashi, Kazuya; Deguchi, Ayaka; Nohara, Yukie; Akiyama, Tomomi; Teruya, Kenta; Sanjoh, Akira; Nakagawa, Atsushi; Yamashita, Eiki; Akaji, Kenichi | Bioorganic & Medicinal Chemistry (2015), 23(17), 5626-5640",2018-66-8,71413-15-5,"16853-85-3, 7732-18-5",,109-99-9,,,,,,,2,1,,,,,,,,{},"[{""index"": 1, ""cas_rn"": ""2018-66-8"", ""smiles"": ""CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)O""}]","[{""index"": 1, ""cas_rn"": ""71413-15-5"", ""smiles"": ""CC(C)C[C@@H](C=O)NC(=O)OCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""16853-85-3""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}]",,
31-517-CAS-9050372,31-517-CAS-9050372,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,99,,,CCOC(=O)c1ccc(F)cc1,O=Cc1ccc(F)cc1,CCOC(=O)c1ccc(F)cc1>>O=Cc1ccc(F)cc1,Mild and direct conversion of esters to morpholine amides using diisobutyl(morpholino)aluminum: application to efficient one-pot synthesis of ketones and aldehydes from esters,"Jeon, Ah Ram; Kim, Min Eai; Park, Jae Kyo; Shin, Won Kyu; An, Duk Keun","Tetrahedron (2014), 70(29), 4420-4424","Mild and direct conversion of esters to morpholine amides using diisobutyl(morpholino)aluminum: application to efficient one-pot synthesis of ketones and aldehydes from esters | Jeon, Ah Ram; Kim, Min Eai; Park, Jae Kyo; Shin, Won Kyu; An, Duk Keun | Tetrahedron (2014), 70(29), 4420-4424",451-46-7,459-57-4,"110-91-8, 1191-15-7, 7647-01-0",,"109-99-9, 110-54-3, 7732-18-5",,,,,,,4,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""451-46-7"", ""smiles"": ""CCOC(=O)c1ccc(F)cc1""}]","[{""index"": 1, ""cas_rn"": ""459-57-4"", ""yield_pct"": ""99"", ""smiles"": ""O=Cc1ccc(F)cc1""}]","[{""index"": 1, ""cas_rn"": ""110-91-8""}, {""index"": 2, ""cas_rn"": ""1191-15-7""}, {""index"": 3, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""110-54-3""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]",,
31-517-CAS-908822,31-517-CAS-908822,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,,,,COC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C,CC(C)[C@@H](C=O)NC(=O)OC(C)(C)C,COC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C>>CC(C)[C@@H](C=O)NC(=O)OC(C)(C)C,Catalytic Asymmetric Intermolecular Stetter Reaction of Heterocyclic Aldehydes with Nitroalkenes: Backbone Fluorination Improves Selectivity,"DiRocco, Daniel A.; Oberg, Kevin M.; Dalton, Derek M.; Rovis, Tomislav","Journal of the American Chemical Society (2009), 131(31), 10872-10874","Catalytic Asymmetric Intermolecular Stetter Reaction of Heterocyclic Aldehydes with Nitroalkenes: Backbone Fluorination Improves Selectivity | DiRocco, Daniel A.; Oberg, Kevin M.; Dalton, Derek M.; Rovis, Tomislav | Journal of the American Chemical Society (2009), 131(31), 10872-10874",58561-04-9,79069-51-5,"1191-15-7, 64-19-7",,"108-88-3, 110-54-3",,,,,,"(S,E)-ethyl 4-(tert-butoxycarbonylamino)-2-fluoro-5-methylhex-2- enoate (11): Synthesized via a modified literature procedure (S3). A solution of (S)-methyl 2-(tert-butoxycarbonylamino)-3-methylbutanoate (3.24 g, 14.00 mmol, 1.0 equiv) in toluene (60 mL) at -78 ºC was added a 1.0 M solution of diisobutylaluminum hydride in hexanes (28.0 mL, 28.00 mmol, 2.0 equiv) dropwise. The reaction was then allowed to stir for 3 h at -78 ºC at which point it was quenched with AcOH (10 mL) and then warmed slowly to room temperature.",2,1,,,,,,,,{},"[{""index"": 1, ""cas_rn"": ""58561-04-9"", ""smiles"": ""COC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C""}]","[{""index"": 1, ""cas_rn"": ""79069-51-5"", ""smiles"": ""CC(C)[C@@H](C=O)NC(=O)OC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""1191-15-7""}, {""index"": 2, ""cas_rn"": ""64-19-7""}]",[],"[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""110-54-3""}]",,
