reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-001-CAS-14203887,31-001-CAS-14203887,Reaction_20251106_1107.rdf,Anhydride coupling,70,,,CCCCN.O=C1CC(CC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)O1,CCCCN1C(=O)CC(CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=O,CCCCN.O=C1CC(CC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)O1>>CCCCN1C(=O)CC(CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=O,"New succinamic acids, -γ-lactones, and -succinimides from (3-perfluoroalkyl-2-iodoalkyl)succinic acid anhydrides and amines","Brace, Neal O.; Mull, Steven G.","Journal of Fluorine Chemistry (2006), 127(1), 108-125","New succinamic acids, -γ-lactones, and -succinimides from (3-perfluoroalkyl-2-iodoalkyl)succinic acid anhydrides and amines | Brace, Neal O.; Mull, Steven G. | Journal of Fluorine Chemistry (2006), 127(1), 108-125","109-73-9, 674786-55-1",915798-04-8,,,"67-66-3, 108-88-3",,,,,,,2,1,70,,,,,,,"{""1"": 70}","[{""index"": 1, ""cas_rn"": ""109-73-9"", ""smiles"": ""CCCCN""}, {""index"": 2, ""cas_rn"": ""674786-55-1"", ""smiles"": ""O=C1CC(CC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)O1""}]","[{""index"": 1, ""cas_rn"": ""915798-04-8"", ""yield_pct"": ""70"", ""smiles"": ""CCCCN1C(=O)CC(CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=O""}]",[],[],"[{""index"": 1, ""cas_rn"": ""67-66-3""}, {""index"": 2, ""cas_rn"": ""108-88-3""}]","Dean-Stark trap used in stage 2, other product also detected",
31-614-CAS-41866387,31-614-CAS-41866387,Reaction_20251106_1106 (1).rdf,Anhydride coupling,89,,,O=C(OC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F.Nc1c(F)cc(F)cc1C[N+](=O)[O-],O=C(Nc1c(F)cc(F)cc1C[N+](=O)[O-])C(F)(F)C(F)(F)C(F)(F)F,O=C(OC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F.Nc1c(F)cc(F)cc1C[N+](=O)[O-]>>O=C(Nc1c(F)cc(F)cc1C[N+](=O)[O-])C(F)(F)C(F)(F)C(F)(F)F,Metal-Free Synthesis of 2-(per)Fluoroalkyl-3-nitro Indoles via Intramolecular Cyclization of Amides,"Sterligov, Grigorii K.; Rasskazova, Maria A.; Drokin, Egor A.; Isaeva, Dilshodakhon K.; Ageshina, Alexandra A.; Rzhevskiy, Sergey A.; Shurupova, Olga V.; Topchiy, Maxim A.; Minaeva, Lidiya I.; Asachenko, Andrey F.","Journal of Organic Chemistry (2024), 89(19), 14028-14037","Metal-Free Synthesis of 2-(per)Fluoroalkyl-3-nitro Indoles via Intramolecular Cyclization of Amides | Sterligov, Grigorii K.; Rasskazova, Maria A.; Drokin, Egor A.; Isaeva, Dilshodakhon K.; Ageshina, Alexandra A.; Rzhevskiy, Sergey A.; Shurupova, Olga V.; Topchiy, Maxim A.; Minaeva, Lidiya I.; Asachenko, Andrey F. | Journal of Organic Chemistry (2024), 89(19), 14028-14037","336-59-4, 3057494-95-5",3057495-55-0,,,75-09-2,,,,,,,1,1,89,,,,,,,"{""1"": 89}","[{""index"": 1, ""cas_rn"": ""336-59-4"", ""smiles"": ""O=C(OC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F""}, {""index"": 2, ""cas_rn"": ""3057494-95-5"", ""smiles"": ""Nc1c(F)cc(F)cc1C[N+](=O)[O-]""}]","[{""index"": 1, ""cas_rn"": ""3057495-55-0"", ""yield_pct"": ""89"", ""smiles"": ""O=C(Nc1c(F)cc(F)cc1C[N+](=O)[O-])C(F)(F)C(F)(F)C(F)(F)F""}]",[],[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-614-CAS-41866388,31-614-CAS-41866388,Reaction_20251106_1106.rdf,Anhydride coupling,93,,,O=C(OC(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.Nc1ccc(F)cc1C[N+](=O)[O-],O=C(Nc1ccc(F)cc1C[N+](=O)[O-])C(F)(F)C(F)(F)F,O=C(OC(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.Nc1ccc(F)cc1C[N+](=O)[O-]>>O=C(Nc1ccc(F)cc1C[N+](=O)[O-])C(F)(F)C(F)(F)F,Metal-Free Synthesis of 2-(per)Fluoroalkyl-3-nitro Indoles via Intramolecular Cyclization of Amides,"Sterligov, Grigorii K.; Rasskazova, Maria A.; Drokin, Egor A.; Isaeva, Dilshodakhon K.; Ageshina, Alexandra A.; Rzhevskiy, Sergey A.; Shurupova, Olga V.; Topchiy, Maxim A.; Minaeva, Lidiya I.; Asachenko, Andrey F.","Journal of Organic Chemistry (2024), 89(19), 14028-14037","Metal-Free Synthesis of 2-(per)Fluoroalkyl-3-nitro Indoles via Intramolecular Cyclization of Amides | Sterligov, Grigorii K.; Rasskazova, Maria A.; Drokin, Egor A.; Isaeva, Dilshodakhon K.; Ageshina, Alexandra A.; Rzhevskiy, Sergey A.; Shurupova, Olga V.; Topchiy, Maxim A.; Minaeva, Lidiya I.; Asachenko, Andrey F. | Journal of Organic Chemistry (2024), 89(19), 14028-14037","356-42-3, 3057494-93-3",3057495-46-9,,,75-09-2,,,,,,,1,1,93,,,,,,,"{""1"": 93}","[{""index"": 1, ""cas_rn"": ""356-42-3"", ""smiles"": ""O=C(OC(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F""}, {""index"": 2, ""cas_rn"": ""3057494-93-3"", ""smiles"": ""Nc1ccc(F)cc1C[N+](=O)[O-]""}]","[{""index"": 1, ""cas_rn"": ""3057495-46-9"", ""yield_pct"": ""93"", ""smiles"": ""O=C(Nc1ccc(F)cc1C[N+](=O)[O-])C(F)(F)C(F)(F)F""}]",[],[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-614-CAS-41866389,31-614-CAS-41866389,Reaction_20251106_1106.rdf,Anhydride coupling,96,,,O=C(OC(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.Nc1c(Cl)cc(Cl)cc1C[N+](=O)[O-],O=C(Nc1c(Cl)cc(Cl)cc1C[N+](=O)[O-])C(F)(F)C(F)(F)F,O=C(OC(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.Nc1c(Cl)cc(Cl)cc1C[N+](=O)[O-]>>O=C(Nc1c(Cl)cc(Cl)cc1C[N+](=O)[O-])C(F)(F)C(F)(F)F,Metal-Free Synthesis of 2-(per)Fluoroalkyl-3-nitro Indoles via Intramolecular Cyclization of Amides,"Sterligov, Grigorii K.; Rasskazova, Maria A.; Drokin, Egor A.; Isaeva, Dilshodakhon K.; Ageshina, Alexandra A.; Rzhevskiy, Sergey A.; Shurupova, Olga V.; Topchiy, Maxim A.; Minaeva, Lidiya I.; Asachenko, Andrey F.","Journal of Organic Chemistry (2024), 89(19), 14028-14037","Metal-Free Synthesis of 2-(per)Fluoroalkyl-3-nitro Indoles via Intramolecular Cyclization of Amides | Sterligov, Grigorii K.; Rasskazova, Maria A.; Drokin, Egor A.; Isaeva, Dilshodakhon K.; Ageshina, Alexandra A.; Rzhevskiy, Sergey A.; Shurupova, Olga V.; Topchiy, Maxim A.; Minaeva, Lidiya I.; Asachenko, Andrey F. | Journal of Organic Chemistry (2024), 89(19), 14028-14037","356-42-3, 3057494-91-1",3057495-39-0,,,75-09-2,,,,,,,1,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""356-42-3"", ""smiles"": ""O=C(OC(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F""}, {""index"": 2, ""cas_rn"": ""3057494-91-1"", ""smiles"": ""Nc1c(Cl)cc(Cl)cc1C[N+](=O)[O-]""}]","[{""index"": 1, ""cas_rn"": ""3057495-39-0"", ""yield_pct"": ""96"", ""smiles"": ""O=C(Nc1c(Cl)cc(Cl)cc1C[N+](=O)[O-])C(F)(F)C(F)(F)F""}]",[],[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-614-CAS-41866390,31-614-CAS-41866390,Reaction_20251106_1106 (1).rdf,Anhydride coupling,88,,,O=C(OC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F.Nc1ccc(F)cc1C[N+](=O)[O-],O=C(Nc1ccc(F)cc1C[N+](=O)[O-])C(F)(F)C(F)(F)C(F)(F)F,O=C(OC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F.Nc1ccc(F)cc1C[N+](=O)[O-]>>O=C(Nc1ccc(F)cc1C[N+](=O)[O-])C(F)(F)C(F)(F)C(F)(F)F,Metal-Free Synthesis of 2-(per)Fluoroalkyl-3-nitro Indoles via Intramolecular Cyclization of Amides,"Sterligov, Grigorii K.; Rasskazova, Maria A.; Drokin, Egor A.; Isaeva, Dilshodakhon K.; Ageshina, Alexandra A.; Rzhevskiy, Sergey A.; Shurupova, Olga V.; Topchiy, Maxim A.; Minaeva, Lidiya I.; Asachenko, Andrey F.","Journal of Organic Chemistry (2024), 89(19), 14028-14037","Metal-Free Synthesis of 2-(per)Fluoroalkyl-3-nitro Indoles via Intramolecular Cyclization of Amides | Sterligov, Grigorii K.; Rasskazova, Maria A.; Drokin, Egor A.; Isaeva, Dilshodakhon K.; Ageshina, Alexandra A.; Rzhevskiy, Sergey A.; Shurupova, Olga V.; Topchiy, Maxim A.; Minaeva, Lidiya I.; Asachenko, Andrey F. | Journal of Organic Chemistry (2024), 89(19), 14028-14037","336-59-4, 3057494-93-3",3057495-48-1,,,75-09-2,,,,,,,1,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""336-59-4"", ""smiles"": ""O=C(OC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F""}, {""index"": 2, ""cas_rn"": ""3057494-93-3"", ""smiles"": ""Nc1ccc(F)cc1C[N+](=O)[O-]""}]","[{""index"": 1, ""cas_rn"": ""3057495-48-1"", ""yield_pct"": ""88"", ""smiles"": ""O=C(Nc1ccc(F)cc1C[N+](=O)[O-])C(F)(F)C(F)(F)C(F)(F)F""}]",[],[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-614-CAS-41866391,31-614-CAS-41866391,Reaction_20251106_1106.rdf,Anhydride coupling,96,,,O=C(OC(=O)C(F)(F)F)C(F)(F)F.Nc1ccc(C(F)(F)F)cc1C[N+](=O)[O-],O=C(Nc1ccc(C(F)(F)F)cc1C[N+](=O)[O-])C(F)(F)F,O=C(OC(=O)C(F)(F)F)C(F)(F)F.Nc1ccc(C(F)(F)F)cc1C[N+](=O)[O-]>>O=C(Nc1ccc(C(F)(F)F)cc1C[N+](=O)[O-])C(F)(F)F,Metal-Free Synthesis of 2-(per)Fluoroalkyl-3-nitro Indoles via Intramolecular Cyclization of Amides,"Sterligov, Grigorii K.; Rasskazova, Maria A.; Drokin, Egor A.; Isaeva, Dilshodakhon K.; Ageshina, Alexandra A.; Rzhevskiy, Sergey A.; Shurupova, Olga V.; Topchiy, Maxim A.; Minaeva, Lidiya I.; Asachenko, Andrey F.","Journal of Organic Chemistry (2024), 89(19), 14028-14037","Metal-Free Synthesis of 2-(per)Fluoroalkyl-3-nitro Indoles via Intramolecular Cyclization of Amides | Sterligov, Grigorii K.; Rasskazova, Maria A.; Drokin, Egor A.; Isaeva, Dilshodakhon K.; Ageshina, Alexandra A.; Rzhevskiy, Sergey A.; Shurupova, Olga V.; Topchiy, Maxim A.; Minaeva, Lidiya I.; Asachenko, Andrey F. | Journal of Organic Chemistry (2024), 89(19), 14028-14037","407-25-0, 3057494-97-7",3057495-59-4,,,75-09-2,,,,,,,1,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""407-25-0"", ""smiles"": ""O=C(OC(=O)C(F)(F)F)C(F)(F)F""}, {""index"": 2, ""cas_rn"": ""3057494-97-7"", ""smiles"": ""Nc1ccc(C(F)(F)F)cc1C[N+](=O)[O-]""}]","[{""index"": 1, ""cas_rn"": ""3057495-59-4"", ""yield_pct"": ""96"", ""smiles"": ""O=C(Nc1ccc(C(F)(F)F)cc1C[N+](=O)[O-])C(F)(F)F""}]",[],[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-614-CAS-41866392,31-614-CAS-41866392,Reaction_20251106_1106.rdf,Anhydride coupling,99,,,O=C(OC(=O)C(F)(F)F)C(F)(F)F.Nc1c(F)cc(F)cc1C[N+](=O)[O-],O=C(Nc1c(F)cc(F)cc1C[N+](=O)[O-])C(F)(F)F,O=C(OC(=O)C(F)(F)F)C(F)(F)F.Nc1c(F)cc(F)cc1C[N+](=O)[O-]>>O=C(Nc1c(F)cc(F)cc1C[N+](=O)[O-])C(F)(F)F,Metal-Free Synthesis of 2-(per)Fluoroalkyl-3-nitro Indoles via Intramolecular Cyclization of Amides,"Sterligov, Grigorii K.; Rasskazova, Maria A.; Drokin, Egor A.; Isaeva, Dilshodakhon K.; Ageshina, Alexandra A.; Rzhevskiy, Sergey A.; Shurupova, Olga V.; Topchiy, Maxim A.; Minaeva, Lidiya I.; Asachenko, Andrey F.","Journal of Organic Chemistry (2024), 89(19), 14028-14037","Metal-Free Synthesis of 2-(per)Fluoroalkyl-3-nitro Indoles via Intramolecular Cyclization of Amides | Sterligov, Grigorii K.; Rasskazova, Maria A.; Drokin, Egor A.; Isaeva, Dilshodakhon K.; Ageshina, Alexandra A.; Rzhevskiy, Sergey A.; Shurupova, Olga V.; Topchiy, Maxim A.; Minaeva, Lidiya I.; Asachenko, Andrey F. | Journal of Organic Chemistry (2024), 89(19), 14028-14037","407-25-0, 3057494-95-5",3057495-52-7,,,75-09-2,,,,,,,1,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""407-25-0"", ""smiles"": ""O=C(OC(=O)C(F)(F)F)C(F)(F)F""}, {""index"": 2, ""cas_rn"": ""3057494-95-5"", ""smiles"": ""Nc1c(F)cc(F)cc1C[N+](=O)[O-]""}]","[{""index"": 1, ""cas_rn"": ""3057495-52-7"", ""yield_pct"": ""99"", ""smiles"": ""O=C(Nc1c(F)cc(F)cc1C[N+](=O)[O-])C(F)(F)F""}]",[],[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-614-CAS-41866393,31-614-CAS-41866393,Reaction_20251106_1106.rdf,Anhydride coupling,95,,,O=C(OC(=O)C(F)(F)F)C(F)(F)F.Nc1c(Cl)cc(Cl)cc1C[N+](=O)[O-],O=C(Nc1c(Cl)cc(Cl)cc1C[N+](=O)[O-])C(F)(F)F,O=C(OC(=O)C(F)(F)F)C(F)(F)F.Nc1c(Cl)cc(Cl)cc1C[N+](=O)[O-]>>O=C(Nc1c(Cl)cc(Cl)cc1C[N+](=O)[O-])C(F)(F)F,Metal-Free Synthesis of 2-(per)Fluoroalkyl-3-nitro Indoles via Intramolecular Cyclization of Amides,"Sterligov, Grigorii K.; Rasskazova, Maria A.; Drokin, Egor A.; Isaeva, Dilshodakhon K.; Ageshina, Alexandra A.; Rzhevskiy, Sergey A.; Shurupova, Olga V.; Topchiy, Maxim A.; Minaeva, Lidiya I.; Asachenko, Andrey F.","Journal of Organic Chemistry (2024), 89(19), 14028-14037","Metal-Free Synthesis of 2-(per)Fluoroalkyl-3-nitro Indoles via Intramolecular Cyclization of Amides | Sterligov, Grigorii K.; Rasskazova, Maria A.; Drokin, Egor A.; Isaeva, Dilshodakhon K.; Ageshina, Alexandra A.; Rzhevskiy, Sergey A.; Shurupova, Olga V.; Topchiy, Maxim A.; Minaeva, Lidiya I.; Asachenko, Andrey F. | Journal of Organic Chemistry (2024), 89(19), 14028-14037","407-25-0, 3057494-91-1",3057495-37-8,,,75-09-2,,,,,,,1,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""407-25-0"", ""smiles"": ""O=C(OC(=O)C(F)(F)F)C(F)(F)F""}, {""index"": 2, ""cas_rn"": ""3057494-91-1"", ""smiles"": ""Nc1c(Cl)cc(Cl)cc1C[N+](=O)[O-]""}]","[{""index"": 1, ""cas_rn"": ""3057495-37-8"", ""yield_pct"": ""95"", ""smiles"": ""O=C(Nc1c(Cl)cc(Cl)cc1C[N+](=O)[O-])C(F)(F)F""}]",[],[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-614-CAS-41866394,31-614-CAS-41866394,Reaction_20251106_1106.rdf,Anhydride coupling,94,,,O=C(OC(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.Nc1ccc(C(F)(F)F)cc1C[N+](=O)[O-],O=C(Nc1ccc(C(F)(F)F)cc1C[N+](=O)[O-])C(F)(F)C(F)(F)F,O=C(OC(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.Nc1ccc(C(F)(F)F)cc1C[N+](=O)[O-]>>O=C(Nc1ccc(C(F)(F)F)cc1C[N+](=O)[O-])C(F)(F)C(F)(F)F,Metal-Free Synthesis of 2-(per)Fluoroalkyl-3-nitro Indoles via Intramolecular Cyclization of Amides,"Sterligov, Grigorii K.; Rasskazova, Maria A.; Drokin, Egor A.; Isaeva, Dilshodakhon K.; Ageshina, Alexandra A.; Rzhevskiy, Sergey A.; Shurupova, Olga V.; Topchiy, Maxim A.; Minaeva, Lidiya I.; Asachenko, Andrey F.","Journal of Organic Chemistry (2024), 89(19), 14028-14037","Metal-Free Synthesis of 2-(per)Fluoroalkyl-3-nitro Indoles via Intramolecular Cyclization of Amides | Sterligov, Grigorii K.; Rasskazova, Maria A.; Drokin, Egor A.; Isaeva, Dilshodakhon K.; Ageshina, Alexandra A.; Rzhevskiy, Sergey A.; Shurupova, Olga V.; Topchiy, Maxim A.; Minaeva, Lidiya I.; Asachenko, Andrey F. | Journal of Organic Chemistry (2024), 89(19), 14028-14037","356-42-3, 3057494-97-7",3057495-61-8,,,75-09-2,,,,,,,1,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""356-42-3"", ""smiles"": ""O=C(OC(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F""}, {""index"": 2, ""cas_rn"": ""3057494-97-7"", ""smiles"": ""Nc1ccc(C(F)(F)F)cc1C[N+](=O)[O-]""}]","[{""index"": 1, ""cas_rn"": ""3057495-61-8"", ""yield_pct"": ""94"", ""smiles"": ""O=C(Nc1ccc(C(F)(F)F)cc1C[N+](=O)[O-])C(F)(F)C(F)(F)F""}]",[],[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-614-CAS-41866395,31-614-CAS-41866395,Reaction_20251106_1106 (1).rdf,Anhydride coupling,88,,,O=C(OC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F.Nc1ccc(C(F)(F)F)cc1C[N+](=O)[O-],O=C(Nc1ccc(C(F)(F)F)cc1C[N+](=O)[O-])C(F)(F)C(F)(F)C(F)(F)F,O=C(OC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F.Nc1ccc(C(F)(F)F)cc1C[N+](=O)[O-]>>O=C(Nc1ccc(C(F)(F)F)cc1C[N+](=O)[O-])C(F)(F)C(F)(F)C(F)(F)F,Metal-Free Synthesis of 2-(per)Fluoroalkyl-3-nitro Indoles via Intramolecular Cyclization of Amides,"Sterligov, Grigorii K.; Rasskazova, Maria A.; Drokin, Egor A.; Isaeva, Dilshodakhon K.; Ageshina, Alexandra A.; Rzhevskiy, Sergey A.; Shurupova, Olga V.; Topchiy, Maxim A.; Minaeva, Lidiya I.; Asachenko, Andrey F.","Journal of Organic Chemistry (2024), 89(19), 14028-14037","Metal-Free Synthesis of 2-(per)Fluoroalkyl-3-nitro Indoles via Intramolecular Cyclization of Amides | Sterligov, Grigorii K.; Rasskazova, Maria A.; Drokin, Egor A.; Isaeva, Dilshodakhon K.; Ageshina, Alexandra A.; Rzhevskiy, Sergey A.; Shurupova, Olga V.; Topchiy, Maxim A.; Minaeva, Lidiya I.; Asachenko, Andrey F. | Journal of Organic Chemistry (2024), 89(19), 14028-14037","336-59-4, 3057494-97-7",3057495-63-0,,,75-09-2,,,,,,,1,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""336-59-4"", ""smiles"": ""O=C(OC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F""}, {""index"": 2, ""cas_rn"": ""3057494-97-7"", ""smiles"": ""Nc1ccc(C(F)(F)F)cc1C[N+](=O)[O-]""}]","[{""index"": 1, ""cas_rn"": ""3057495-63-0"", ""yield_pct"": ""88"", ""smiles"": ""O=C(Nc1ccc(C(F)(F)F)cc1C[N+](=O)[O-])C(F)(F)C(F)(F)C(F)(F)F""}]",[],[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-614-CAS-41866396,31-614-CAS-41866396,Reaction_20251106_1106.rdf,Anhydride coupling,93,,,O=C(OC(=O)C(F)F)C(F)F.CCOC(=O)c1ccc(N)c(C[N+](=O)[O-])c1,CCOC(=O)c1ccc(NC(=O)C(F)F)c(C[N+](=O)[O-])c1,O=C(OC(=O)C(F)F)C(F)F.CCOC(=O)c1ccc(N)c(C[N+](=O)[O-])c1>>CCOC(=O)c1ccc(NC(=O)C(F)F)c(C[N+](=O)[O-])c1,Metal-Free Synthesis of 2-(per)Fluoroalkyl-3-nitro Indoles via Intramolecular Cyclization of Amides,"Sterligov, Grigorii K.; Rasskazova, Maria A.; Drokin, Egor A.; Isaeva, Dilshodakhon K.; Ageshina, Alexandra A.; Rzhevskiy, Sergey A.; Shurupova, Olga V.; Topchiy, Maxim A.; Minaeva, Lidiya I.; Asachenko, Andrey F.","Journal of Organic Chemistry (2024), 89(19), 14028-14037","Metal-Free Synthesis of 2-(per)Fluoroalkyl-3-nitro Indoles via Intramolecular Cyclization of Amides | Sterligov, Grigorii K.; Rasskazova, Maria A.; Drokin, Egor A.; Isaeva, Dilshodakhon K.; Ageshina, Alexandra A.; Rzhevskiy, Sergey A.; Shurupova, Olga V.; Topchiy, Maxim A.; Minaeva, Lidiya I.; Asachenko, Andrey F. | Journal of Organic Chemistry (2024), 89(19), 14028-14037","401-67-2, 3057494-99-9",3057495-65-2,,,75-09-2,,,,,,,1,1,93,,,,,,,"{""1"": 93}","[{""index"": 1, ""cas_rn"": ""401-67-2"", ""smiles"": ""O=C(OC(=O)C(F)F)C(F)F""}, {""index"": 2, ""cas_rn"": ""3057494-99-9"", ""smiles"": ""CCOC(=O)c1ccc(N)c(C[N+](=O)[O-])c1""}]","[{""index"": 1, ""cas_rn"": ""3057495-65-2"", ""yield_pct"": ""93"", ""smiles"": ""CCOC(=O)c1ccc(NC(=O)C(F)F)c(C[N+](=O)[O-])c1""}]",[],[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-614-CAS-41866397,31-614-CAS-41866397,Reaction_20251106_1106 (1).rdf,Anhydride coupling,88,,,O=C(OC(=O)C(F)F)C(F)F.Nc1c(F)cc(F)cc1C[N+](=O)[O-],O=C(Nc1c(F)cc(F)cc1C[N+](=O)[O-])C(F)F,O=C(OC(=O)C(F)F)C(F)F.Nc1c(F)cc(F)cc1C[N+](=O)[O-]>>O=C(Nc1c(F)cc(F)cc1C[N+](=O)[O-])C(F)F,Metal-Free Synthesis of 2-(per)Fluoroalkyl-3-nitro Indoles via Intramolecular Cyclization of Amides,"Sterligov, Grigorii K.; Rasskazova, Maria A.; Drokin, Egor A.; Isaeva, Dilshodakhon K.; Ageshina, Alexandra A.; Rzhevskiy, Sergey A.; Shurupova, Olga V.; Topchiy, Maxim A.; Minaeva, Lidiya I.; Asachenko, Andrey F.","Journal of Organic Chemistry (2024), 89(19), 14028-14037","Metal-Free Synthesis of 2-(per)Fluoroalkyl-3-nitro Indoles via Intramolecular Cyclization of Amides | Sterligov, Grigorii K.; Rasskazova, Maria A.; Drokin, Egor A.; Isaeva, Dilshodakhon K.; Ageshina, Alexandra A.; Rzhevskiy, Sergey A.; Shurupova, Olga V.; Topchiy, Maxim A.; Minaeva, Lidiya I.; Asachenko, Andrey F. | Journal of Organic Chemistry (2024), 89(19), 14028-14037","401-67-2, 3057494-95-5",3057495-50-5,,,75-09-2,,,,,,,1,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""401-67-2"", ""smiles"": ""O=C(OC(=O)C(F)F)C(F)F""}, {""index"": 2, ""cas_rn"": ""3057494-95-5"", ""smiles"": ""Nc1c(F)cc(F)cc1C[N+](=O)[O-]""}]","[{""index"": 1, ""cas_rn"": ""3057495-50-5"", ""yield_pct"": ""88"", ""smiles"": ""O=C(Nc1c(F)cc(F)cc1C[N+](=O)[O-])C(F)F""}]",[],[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
