canonical_reaction_smiles,reaction_display_label_detailed,original_reaction_type,detected_reaction_family,detection_status,transformation_class,signature_id,evidence_quality,transformation_confidence,stereochemical_changes,reaction_completeness_status,product_heavy_atom_coverage,product_element_excess,partial_transformation_class,removed_fragment,installed_fragment,installed_fragment_key,fragment_source_status,fragment_source_candidates,missing_product_atom_elements,chemistry_status,condition_status,condition_stage_status,index_eligibility,admission_reasons,warnings,spectators,reactivity_profile
CCO[Si](OCC)(OCC)c1ccccc1.Ic1cccs1>>c1ccc(-c2cccs2)cc1,C–I + C–Si → C–C; edits: C–I bond cleavage; C–Si bond cleavage; C–C bond formation,Hiyama coupling,,observed_edits,generic_graph_transformation,RS3:0d3461895aac04c9ee9759805fc935ebd770c4f64975232dd680edfea44bea10,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,unresolved_retained,single_stage,eligible,condition_identifier_uncertainty; insufficient_edit_evidence,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,"P2 (HeteroAr–I): thiophene (5-membered), heteroatoms S@ortho; ortho burden none (0/2); electron demand slightly rich"
COC(=O)c1ccc(I)cc1.CO[Si](OC)(OC)c1ccccc1>>COC(=O)c1ccc(-c2ccccc2)cc1,C–I + C–Si → C–C; edits: C–I bond cleavage; C–Si bond cleavage; C–C bond formation,Hiyama coupling,,observed_edits,generic_graph_transformation,RS3:65ed73fc3c3a6190b48db5c73d57188d4eacaa586a837be6cc915aeb8cae65e6,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,unresolved_retained,unassigned_multistage,review_only,condition_identifier_uncertainty; insufficient_edit_evidence; multistage_conditions_not_structured,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,P2 (Ar–I): benzene (6-membered); ortho burden none (0/2); electron demand balanced
CO[Si](OC)(OC)c1ccccc1.COc1ccc(Br)cc1>>COc1ccc(-c2ccccc2)cc1,C–Br + C–Si → C–C; edits: C–Br bond cleavage; C–Si bond cleavage; C–C bond formation,Hiyama coupling,,observed_edits,generic_graph_transformation,RS3:0a880c14161060b940978375f17c8ca6576f85f10bea277fd68a9b63085126c7,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,unresolved_retained,unassigned_multistage,review_only,condition_identifier_uncertainty; insufficient_edit_evidence; multistage_conditions_not_structured,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,P2 (Ar–Br): benzene (6-membered); ortho burden none (0/2); electron demand balanced
CO[Si](OC)(OC)c1ccccc1.Cc1cccc(Br)c1>>Cc1cccc(-c2ccccc2)c1,C–Br + C–Si → C–C; edits: C–Br bond cleavage; C–Si bond cleavage; C–C bond formation,Hiyama coupling,,observed_edits,generic_graph_transformation,RS3:0a880c14161060b940978375f17c8ca6576f85f10bea277fd68a9b63085126c7,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,unresolved_retained,single_stage,eligible,condition_identifier_uncertainty; insufficient_edit_evidence,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,P1 (Ar–Br): benzene (6-membered); ortho burden none (0/2); electron demand balanced
COc1ccc([C@H]2C[C@@H]2[Si](O)(OC(C)(C)C)OC(C)(C)C)cc1.FC(F)(F)c1ccc(Br)cc1>>COc1ccc([C@H]2C[C@@H]2c2ccc(C(F)(F)F)cc2)cc1,C–Br + C–Si → C–C; edits: C–Br bond cleavage; C–Si bond cleavage; C–C bond formation,Hiyama coupling,,observed_edits,generic_graph_transformation,RS3:66a48e62aec7ba33243b8b7c4216d121671b154f3cb286b145554ff14408fcc4,global_atom_correspondence,0.8,atom: R→S (descriptor changed); atom: S→S (retained),verified,1.0,,,,,,,,,review,resolved_complete,unassigned_multistage,eligible,insufficient_edit_evidence; multistage_conditions_not_structured,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,P2 (Ar–Br): benzene (6-membered); ortho burden none (0/2); electron demand balanced
CCO[Si](OCC)(OCC)c1ccc(Cl)cc1.Cc1ccc(I)cc1>>Cc1ccc(-c2ccc(Cl)cc2)cc1.Clc1ccc(-c2ccc(Cl)cc2)cc1,,Hiyama coupling,,product_contradicted_candidates,,,reactant_grammar_only,0.0,,incomplete,0.714286,"{""C"":6,""Cl"":2}",,,,,,,,rejected,resolved_complete,single_stage,ineligible,insufficient_reactant_multiplicity; missing_yield; unaccounted_product_heavy_atoms,INSUFFICIENT_REACTANT_MULTIPLICITY; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
CO[Si](OC)(OC)c1cccc(C)c1.Cc1ccc(I)cc1>>Cc1ccc(-c2cccc(C)c2)cc1,C–I + C–Si → C–C; edits: C–I bond cleavage; C–Si bond cleavage; C–C bond formation,Hiyama coupling,,observed_edits,generic_graph_transformation,RS3:65ed73fc3c3a6190b48db5c73d57188d4eacaa586a837be6cc915aeb8cae65e6,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,unresolved_retained,single_stage,eligible,condition_identifier_uncertainty; insufficient_edit_evidence,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,P1 (Ar–I): benzene (6-membered); ortho burden none (0/2); electron demand balanced
CC(=O)c1ccc(Br)cc1.C[Si](C)(C)c1ccccn1>>CC(=O)c1ccc(-c2ccccn2)cc1,Ar–Br + HeteroAr–SiR³ → HeteroAr–Ar; edits: C–Br bond cleavage; C–Si bond cleavage; C–C bond formation,Hiyama coupling,,exact_reconstruction,c_c_transfer_coupling,RS3:5c54e5f2268db2da6a3a5d8d63cd3f0629915eacf498a05cdb6c9e9aae8e4d5e,exact_product_reconstruction,1.0,,verified,1.0,,,,,,,,,verified,resolved_complete,single_stage,eligible,verified_reaction_signature_with_conditions,,C(O)R₂ [ketone] (d=3); HetAr–N [heteroaryl nitrogen] (d=1),"electrophile: benzene (6-membered); ortho burden none (0/2); electron demand slightly poor | transfer partner: pyridine (6-membered), heteroatoms N@ortho; ortho burden none (0/2); electron demand electron poor; potential catalyst coordination"
CCO[Si](OCC)(OCC)c1ccc(C)cc1.Ic1ccncc1>>Cc1ccc(-c2ccncc2)cc1,C–I + C–Si → C–C; edits: C–I bond cleavage; C–Si bond cleavage; C–C bond formation,Hiyama coupling,,observed_edits,generic_graph_transformation,RS3:824be14c8f3e6fb673c0304f8e345d1ebe6f4add1d5a0b4a8210e4213551fbfe,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,resolved_complete,single_stage,eligible,insufficient_edit_evidence,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,"P1 (HeteroAr–I): pyridine (6-membered), heteroatoms N@para; ortho burden none (0/2); electron demand slightly poor; potential catalyst coordination"
COc1ccc(I)cc1.C[Si](C)(O)c1ccccc1>>COc1ccc(-c2ccccc2)cc1,C–I + C–Si → C–C; edits: C–I bond cleavage; C–Si bond cleavage; C–C bond formation,Hiyama coupling,,observed_edits,generic_graph_transformation,RS3:67344e0f578ffc9c0ede7c1592ef44158751f686a10ece0f01e2a7f411a7fff1,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,unresolved_retained,single_stage,eligible,condition_identifier_uncertainty; insufficient_edit_evidence,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,P1 (Ar–I): benzene (6-membered); ortho burden none (0/2); electron demand balanced
CO[Si](OC)(OC)c1ccccc1.Cc1ccc(C)c(Br)c1>>Cc1ccc(C)c(-c2ccccc2)c1,C–Br + C–Si → C–C; edits: C–Br bond cleavage; C–Si bond cleavage; C–C bond formation,Hiyama coupling,,observed_edits,generic_graph_transformation,RS3:f22748c0da80a17efbc012c0d7a5e6b310c1724381a194e260cf16f4638b6db9,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,resolved_complete,single_stage,eligible,insufficient_edit_evidence,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,P1 (Ar–Br): benzene (6-membered); ortho burden medium (1/2); electron demand balanced
C=CC[Si](OCC)(OCC)OCC.Cc1ccc(I)cc1>>C=CCc1ccc(C)cc1,,Hiyama coupling,,product_contradicted_candidates,,,reactant_grammar_only,0.0,,unresolved,,,,,,,,,,review,unresolved_retained,single_stage,review_only,condition_identifier_uncertainty; missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
COc1cc(C=O)c(Br)c(OC)c1OC.COc1ccc([Si](OC)(OC)OC)cc1>>COc1ccc(-c2c(C=O)cc(OC)c(OC)c2OC)cc1,C–Br + C–Si → C–C; edits: C–Br bond cleavage; C–Si bond cleavage; C–C bond formation,Hiyama coupling,,observed_edits,generic_graph_transformation,RS3:d6a7ff31f17132916236f0e7ec4164b4b2147fd210b0874bdedc8d41f9e80cc6,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,unresolved_retained,single_stage,eligible,condition_identifier_uncertainty; insufficient_edit_evidence; missing_yield,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,P1 (Ar–Br): benzene (6-membered); ortho burden high (2/2); electron demand slightly poor
Brc1cccc2ccccc12.COc1ccc([Si](OC)(OC)OC)cc1>>COc1ccc(-c2cccc3ccccc23)cc1,C–Br + C–Si → C–C; edits: C–Br bond cleavage; C–Si bond cleavage; C–C bond formation,Hiyama coupling,,observed_edits,generic_graph_transformation,RS3:ffb147fd1d33745f797c24322243b47af293a868c9623031b73e7d394ea103c0,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,unresolved_retained,unassigned_multistage,review_only,condition_identifier_uncertainty; insufficient_edit_evidence; multistage_conditions_not_structured,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,"P1 (Ar–Br): naphthalene (6/6-membered), fused; ortho burden none (0/2); electron demand balanced"
Brc1ccc(Br)cc1.CO[Si](OC)(OC)c1ccc(C)cc1>>Cc1ccc(-c2ccc(-c3ccc(C)cc3)cc2)cc1,,Hiyama coupling,,product_contradicted_candidates,,,reactant_grammar_only,0.0,,incomplete,0.8,"{""C"":4}",,,,,,,,rejected,unresolved_retained,single_stage,ineligible,condition_identifier_uncertainty; insufficient_reactant_multiplicity; missing_yield; unaccounted_product_heavy_atoms,INSUFFICIENT_REACTANT_MULTIPLICITY; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
COc1ccc([Si](OC)(OC)OC)cc1.COc1cccc(C#N)c1Cl>>COc1ccc(-c2c(C#N)cccc2OC)cc1,C–Cl + C–Si → C–C; edits: C–Cl bond cleavage; C–Si bond cleavage; C–C bond formation,Hiyama coupling,,observed_edits,generic_graph_transformation,RS3:cc4df1f32918b695d54102fe6067fec6be824e366086781b3237782b866df71b,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,unresolved_retained,unassigned_multistage,review_only,condition_identifier_uncertainty; insufficient_edit_evidence; multistage_conditions_not_structured,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,P2 (Ar–Cl): benzene (6-membered); ortho burden high (2/2); electron demand slightly poor
CO[Si](OC)(OC)c1ccccc1.Fc1ccccc1Cl>>Fc1ccccc1-c1ccccc1,C–Cl + C–Si → C–C; edits: C–Cl bond cleavage; C–Si bond cleavage; C–C bond formation,Hiyama coupling,,observed_edits,generic_graph_transformation,RS3:af36c16acec99647897034e590f1f55f2e2cb1db5792090a6311ac6ce4605eb6,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,unresolved_retained,single_stage,eligible,condition_identifier_uncertainty; insufficient_edit_evidence,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,P1 (Ar–Cl): benzene (6-membered); ortho burden medium (1/2); electron demand balanced
CCO[Si](OCC)(OCC)c1ccoc1.Clc1c2ccccc2cc2ccccc12>>c1ccc2c(-c3ccoc3)c3ccccc3cc2c1,C–Cl + C–Si → C–C; edits: C–Cl bond cleavage; C–Si bond cleavage; C–C bond formation,Hiyama coupling,,observed_edits,generic_graph_transformation,RS3:61b3af486f987e7590a9084ab4cf886f038d4fc41aca2f0e04fac7fee5661f78,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,unresolved_retained,unassigned_multistage,review_only,condition_identifier_uncertainty; insufficient_edit_evidence; multistage_conditions_not_structured,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,"P1 (Ar–Cl): other carbocyclic aromatic (6/6/6-membered), fused; ortho burden none (0/2); electron demand balanced"
CO[Si](OC)(OC)c1ccccc1.Cc1cccc(Cl)n1>>Cc1cccc(-c2ccccc2)n1,C–Cl + C–Si → C–C; edits: C–Cl bond cleavage; C–Si bond cleavage; C–C bond formation,Hiyama coupling,,observed_edits,generic_graph_transformation,RS3:2256ecde3ed6e337f5eb4e23be69a6131c907c685c2a16d3cd5baf764ceb38ec,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,unresolved_retained,unassigned_multistage,review_only,condition_identifier_uncertainty; insufficient_edit_evidence; multistage_conditions_not_structured,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,"P2 (HeteroAr–Cl): pyridine (6-membered), heteroatoms N@ortho; ortho burden none (0/2); electron demand electron poor; potential catalyst coordination"
CO[Si](OC)(OC)c1ccccc1.COc1cccc(Cl)n1>>COc1cccc(-c2ccccc2)n1,C–Cl + C–Si → C–C; edits: C–Cl bond cleavage; C–Si bond cleavage; C–C bond formation,Hiyama coupling,,observed_edits,generic_graph_transformation,RS3:a500bf6a6c7c4c57eda6ac4b2cb65e29bda42737918a6b1b042151d9e998df16,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,unresolved_retained,unassigned_multistage,review_only,condition_identifier_uncertainty; insufficient_edit_evidence; multistage_conditions_not_structured,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,"P2 (HeteroAr–Cl): pyridine (6-membered), heteroatoms N@ortho; ortho burden none (0/2); electron demand electron poor; potential catalyst coordination"
CCO[Si](OCC)(OCC)c1ccoc1.FC(F)(F)c1ccc(Cl)cc1>>FC(F)(F)c1ccc(-c2ccoc2)cc1,C–Cl + C–Si → C–C; edits: C–Cl bond cleavage; C–Si bond cleavage; C–C bond formation,Hiyama coupling,,observed_edits,generic_graph_transformation,RS3:6f51f9766e4671af5b2fc90cbb9f151f884f6924819fb18f902e42c36cf7f176,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,unresolved_retained,unassigned_multistage,review_only,condition_identifier_uncertainty; insufficient_edit_evidence; multistage_conditions_not_structured,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,P1 (Ar–Cl): benzene (6-membered); ortho burden none (0/2); electron demand balanced
CCO[Si](OCC)(OCC)c1ccc2c(ccn2C)c1.COc1cccc(Cl)n1>>COc1cccc(-c2ccc3c(ccn3C)c2)n1,C–Cl + C–Si → C–C; edits: C–Cl bond cleavage; C–Si bond cleavage; C–C bond formation,Hiyama coupling,,observed_edits,generic_graph_transformation,RS3:a500bf6a6c7c4c57eda6ac4b2cb65e29bda42737918a6b1b042151d9e998df16,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,unresolved_retained,unassigned_multistage,review_only,condition_identifier_uncertainty; insufficient_edit_evidence; multistage_conditions_not_structured,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,"P1 (HeteroAr–Cl): pyridine (6-membered), heteroatoms N@ortho; ortho burden none (0/2); electron demand electron poor; potential catalyst coordination"
CC[Si](O)(CC)c1cc2ccccc2n1C.COc1ccc(I)cc1>>COc1ccc(-c2cc3ccccc3n2C)cc1,C–I + C–Si → C–C; edits: C–I bond cleavage; C–Si bond cleavage; C–C bond formation,Hiyama coupling,,observed_edits,generic_graph_transformation,RS3:9020bd8a0f3f2b8c619f2daa2397798302866f9668dfa51eabc34847aa94aa6a,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,resolved_complete,unassigned_multistage,eligible,insufficient_edit_evidence; multistage_conditions_not_structured,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,P1 (Ar–I): benzene (6-membered); ortho burden none (0/2); electron demand balanced
CO[Si](OC)(OC)c1ccccc1.Fc1ccc(Br)c(F)c1>>Fc1ccc(-c2ccccc2)c(F)c1,C–Br + C–Si → C–C; edits: C–Br bond cleavage; C–Si bond cleavage; C–C bond formation,Hiyama coupling,,observed_edits,generic_graph_transformation,RS3:8a6360d1c036738d97cbd5dd303b3fca7cd378b813cab6caa047f2d81ffb1511,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,unresolved_retained,single_stage,eligible,condition_identifier_uncertainty; insufficient_edit_evidence,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,P1 (Ar–Br): benzene (6-membered); ortho burden medium (1/2); electron demand balanced
COc1ccccc1Cl.c1ccc([Si]23OCCN(CCO2)CCO3)cc1>>COc1ccccc1-c1ccccc1,C–Cl + C–Si → C–C; edits: C–Cl bond cleavage; C–Si bond cleavage; C–C bond formation,Hiyama coupling,,observed_edits,generic_graph_transformation,RS3:525bde906bb278caf5a80bbcd2513887263003db7bf893dcf88f829a75f7ad2f,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,resolved_complete,unassigned_multistage,eligible,insufficient_edit_evidence; multistage_conditions_not_structured,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,P1 (Ar–Cl): benzene (6-membered); ortho burden medium (1/2); electron demand balanced
COc1ccc(Cl)cc1.c1ccc2c([Si]34OCCN(CCO3)CCO4)cccc2c1>>COc1ccc(-c2cccc3ccccc23)cc1,C–Cl + C–Si → C–C; edits: C–Cl bond cleavage; C–Si bond cleavage; C–C bond formation,Hiyama coupling,,observed_edits,generic_graph_transformation,RS3:ecd7924c6b6218bb3afb51b6621b77b4798c03ca356c9c810b0e34a94bb6ea94,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,resolved_complete,unassigned_multistage,eligible,insufficient_edit_evidence; multistage_conditions_not_structured,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,P1 (Ar–Cl): benzene (6-membered); ortho burden none (0/2); electron demand balanced
Clc1ccc(Cl)cc1.c1ccc([Si]23OCCN(CCO2)CCO3)cc1>>c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,,Hiyama coupling,,product_contradicted_candidates,,,reactant_grammar_only,0.0,,unresolved,,,,,,,,,,review,resolved_complete,single_stage,review_only,missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
Brc1ccccn1.CCO[Si](OCC)(OCC)c1ccccc1>>c1ccc(-c2ccccn2)cc1,C–Br + C–Si → C–C; edits: C–Br bond cleavage; C–Si bond cleavage; C–C bond formation,Hiyama coupling,,observed_edits,generic_graph_transformation,RS3:7d9e76b30a1d3d944db7991f18991e1a68172a4ba49473917f42d53a9e068826,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,unresolved_retained,single_stage,eligible,condition_identifier_uncertainty; insufficient_edit_evidence,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,"P1 (HeteroAr–Br): pyridine (6-membered), heteroatoms N@ortho; ortho burden none (0/2); electron demand electron poor; potential catalyst coordination"
Brc1cccs1.CCO[Si](OCC)(OCC)c1ccccc1>>c1ccc(-c2cccs2)cc1,C–Br + C–Si → C–C; edits: C–Br bond cleavage; C–Si bond cleavage; C–C bond formation,Hiyama coupling,,observed_edits,generic_graph_transformation,RS3:73a9d9a5604f71aef2db368b7045777d0d45dd35c5245678457124aa28326739,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,unresolved_retained,single_stage,eligible,condition_identifier_uncertainty; insufficient_edit_evidence,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,"P2 (HeteroAr–Br): thiophene (5-membered), heteroatoms S@ortho; ortho burden none (0/2); electron demand slightly rich"
COc1ccc(Cl)cc1.C[Si](C)(O)c1ccc(C(F)(F)F)cc1.[Na]>>COc1ccc(-c2ccc(C(F)(F)F)cc2)cc1,C–Cl + C–Si → C–C; edits: C–Cl bond cleavage; C–Si bond cleavage; C–C bond formation,Hiyama coupling,,observed_edits,generic_graph_transformation,RS3:d5db59da98f0f33a0e22ceec4b97261fe79b98e7282f372591444f156bef3404,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,unresolved_retained,single_stage,eligible,condition_identifier_uncertainty; insufficient_edit_evidence,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,P1 (Ar–Cl): benzene (6-membered); ortho burden none (0/2); electron demand balanced
C[Si](C)(O)c1ccc(C(F)(F)F)cc1.Cc1ccc(Cl)cc1.[Na]>>Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1,C–Cl + C–Si → C–C; edits: C–Cl bond cleavage; C–Si bond cleavage; C–C bond formation,Hiyama coupling,,observed_edits,generic_graph_transformation,RS3:d5db59da98f0f33a0e22ceec4b97261fe79b98e7282f372591444f156bef3404,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,unresolved_retained,single_stage,eligible,condition_identifier_uncertainty; insufficient_edit_evidence,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,P1 (Ar–Cl): benzene (6-membered); ortho burden none (0/2); electron demand balanced
COc1ccc(Cl)cc1.C[Si](C)(O)c1cccc2ccccc12.[Na]>>COc1ccc(-c2cccc3ccccc23)cc1,C–Cl + C–Si → C–C; edits: C–Cl bond cleavage; C–Si bond cleavage; C–C bond formation,Hiyama coupling,,observed_edits,generic_graph_transformation,RS3:d5db59da98f0f33a0e22ceec4b97261fe79b98e7282f372591444f156bef3404,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,unresolved_retained,single_stage,eligible,condition_identifier_uncertainty; insufficient_edit_evidence,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,P1 (Ar–Cl): benzene (6-membered); ortho burden none (0/2); electron demand balanced
COc1cccc(Cl)c1.C[Si](C)(O)c1cccc2ccccc12.[Na]>>COc1cccc(-c2cccc3ccccc23)c1,C–Cl + C–Si → C–C; edits: C–Cl bond cleavage; C–Si bond cleavage; C–C bond formation,Hiyama coupling,,observed_edits,generic_graph_transformation,RS3:3c35857d2fb2a2948a5d7e1aac229539e015a602826b51479640843302692100,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,unresolved_retained,single_stage,eligible,condition_identifier_uncertainty; insufficient_edit_evidence,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,P1 (Ar–Cl): benzene (6-membered); ortho burden none (0/2); electron demand balanced
COc1cccc(Cl)c1.C[Si](C)(O)c1ccc(C(F)(F)F)cc1.[Na]>>COc1cccc(-c2ccc(C(F)(F)F)cc2)c1,C–Cl + C–Si → C–C; edits: C–Cl bond cleavage; C–Si bond cleavage; C–C bond formation,Hiyama coupling,,observed_edits,generic_graph_transformation,RS3:3c35857d2fb2a2948a5d7e1aac229539e015a602826b51479640843302692100,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,unresolved_retained,single_stage,eligible,condition_identifier_uncertainty; insufficient_edit_evidence,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,P1 (Ar–Cl): benzene (6-membered); ortho burden none (0/2); electron demand balanced
C[Si](C)(O)c1ccc(C(F)(F)F)cc1.Cc1ccc2ccc(Cl)cc2n1.[Na]>>Cc1ccc2ccc(-c3ccc(C(F)(F)F)cc3)cc2n1,C–Cl + C–Si → C–C; edits: C–Cl bond cleavage; C–Si bond cleavage; C–C bond formation,Hiyama coupling,,observed_edits,generic_graph_transformation,RS3:3fe4df7be506f326e2cf155549e69276e012cd8cebbaf083d7be1afea1be3b21,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,unresolved_retained,single_stage,eligible,condition_identifier_uncertainty; insufficient_edit_evidence,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,"P1 (HeteroAr–Cl): quinoline like (6/6-membered), heteroatoms N@fused other ring, fused; ortho burden none (0/2); electron demand slightly poor; potential catalyst coordination"
C[Si](C)(O)c1ccc(C(F)(F)F)cc1.Clc1ccc2c(c1)OCO2.[Na]>>FC(F)(F)c1ccc(-c2ccc3c(c2)OCO3)cc1,C–Cl + C–Si → C–C; edits: C–Cl bond cleavage; C–Si bond cleavage; C–C bond formation,Hiyama coupling,,observed_edits,generic_graph_transformation,RS3:3c35857d2fb2a2948a5d7e1aac229539e015a602826b51479640843302692100,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,unresolved_retained,single_stage,eligible,condition_identifier_uncertainty; insufficient_edit_evidence,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,P1 (Ar–Cl): benzene (6-membered); ortho burden none (0/2); electron demand balanced
COc1ccc([Si](C)(C)O)cc1.Cc1ccc(Cl)cc1.[Na]>>COc1ccc(-c2ccc(C)cc2)cc1,C–Cl + C–Si → C–C; edits: C–Cl bond cleavage; C–Si bond cleavage; C–C bond formation,Hiyama coupling,,observed_edits,generic_graph_transformation,RS3:d5db59da98f0f33a0e22ceec4b97261fe79b98e7282f372591444f156bef3404,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,unresolved_retained,single_stage,eligible,condition_identifier_uncertainty; insufficient_edit_evidence,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,P1 (Ar–Cl): benzene (6-membered); ortho burden none (0/2); electron demand balanced
