name,smiles,role,reaction_types,notes,rt_schema_version,rt_valid,rt_canonical_smiles,rt_component_count,rt_site_count,rt_site_types,rt_signatures,rt_chemist_labels,rt_availability,rt_pattern_ids,rt_contexts_json,rt_warnings,rt_error
4-Bromophenylboronic acid,Brc1ccc(B(O)O)cc1,bifunctional,Suzuki-Miyaura,Can act as both electrophile and nucleophile; selective coupling,1.0,true,OB(O)c1ccc(Br)cc1,1,2,leaving_group; transfer_group,LG|Ar|Br; TM|Ar|B(OH)2,Ar–Br; Ar–B(OH)2,available; transferable,terminal_carbon_halogen; carbon_boronic_acid,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,4,8,9],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""Ar"",""attachment_atom_index"":4,""fragment_atom_indices"":[1,2,3,4,8,9],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
4-Bromoaniline,Brc1ccc(N)cc1,bifunctional,Buchwald-Hartwig; Suzuki-Miyaura,Both electrophile (Br) and nucleophile (NH2); orthogonal protection needed,1.0,true,Nc1ccc(Br)cc1,1,2,leaving_group; pronucleophile_XH,LG|Ar|Br; XH|N|H2|Ar,Ar–Br; Ar–NH2,available; free,terminal_carbon_halogen; neutral_nh,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,4,6,7],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""Ar"",""attachment_atom_index"":4,""fragment_atom_indices"":[1,2,3,4,6,7],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
4-Bromophenol,Brc1ccc(O)cc1,bifunctional,Ullmann; Suzuki-Miyaura,Both electrophile (Br) and nucleophile (OH),1.0,true,Oc1ccc(Br)cc1,1,2,leaving_group; pronucleophile_XH,LG|Ar|Br; XH|O|H1|Ar,Ar–Br; Ar–OH,available; free,terminal_carbon_halogen; neutral_oh,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,4,6,7],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""Ar"",""attachment_atom_index"":4,""fragment_atom_indices"":[1,2,3,4,6,7],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
4-Bromophenylacetylene,Brc1ccc(C#C)cc1,bifunctional,Sonogashira; Suzuki-Miyaura,Both electrophile (Br) and nucleophile (alkyne),1.0,true,C#Cc1ccc(Br)cc1,1,2,leaving_group; pronucleophile_XH,LG|Ar|Br; XH|Csp|H1|Alkynyl,Ar–Br; R–C≡C–H,available; free,terminal_carbon_halogen; terminal_alkyne,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,4,7,8],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""Alkynyl"",""attachment_atom_index"":5,""fragment_atom_indices"":[5],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP"",""aromatic"":false}}]]",,
"1,4-Dibromobenzene",Brc1ccc(Br)cc1,di-electrophile,Suzuki-Miyaura; Buchwald-Hartwig,Two identical electrophilic sites; sp2_halide_site_count = 2,1.0,true,Brc1ccc(Br)cc1,1,2,leaving_group; leaving_group,LG|Ar|Br; LG|Ar|Br,Ar–Br; Ar–Br,available; available,terminal_carbon_halogen; terminal_carbon_halogen,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,4,6,7],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""Ar"",""attachment_atom_index"":4,""fragment_atom_indices"":[1,2,3,4,6,7],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
"1,4-Phenylenediamine",Nc1ccc(N)cc1,di-nucleophile,Buchwald-Hartwig; Ullmann,Two identical nucleophilic sites,1.0,true,Nc1ccc(N)cc1,1,2,pronucleophile_XH; pronucleophile_XH,XH|N|H2|Ar; XH|N|H2|Ar,Ar–NH2; Ar–NH2,free; free,neutral_nh; neutral_nh,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,4,6,7],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""Ar"",""attachment_atom_index"":4,""fragment_atom_indices"":[1,2,3,4,6,7],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
4-Bromo-N-Boc-aniline,Brc1ccc(NC(=O)OC(C)(C)C)cc1,electrophile,Suzuki-Miyaura; Sonogashira,Boc-protected amine; prevents C-N coupling,1.0,true,CC(C)(C)OC(=O)Nc1ccc(Br)cc1,1,3,leaving_group; pronucleophile_XH; electrophilic_center,"LG|Ar|Br; XH|N|H1|C(O)OR,Ar; EC|Acyl|N|OR|ester",Ar–Br; RO–C(O)–NHR; N–C(O)OR,available; deactivated; conditional,terminal_carbon_halogen; neutral_nh; acyl_oxygen_or_halide,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,4,13,14],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""C(O)OR"",""attachment_atom_index"":6,""fragment_atom_indices"":[6,7,8],""classification_method"":""mapped_smarts"",""subtype"":null,""matched_pattern"":""C(O)OR"",""features"":{""excluded_atom_indices"":[5]}},{""token"":""Ar"",""attachment_atom_index"":4,""fragment_atom_indices"":[1,2,3,4,13,14],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""N"",""attachment_atom_index"":5,""fragment_atom_indices"":[5],""classification_method"":""element"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""N"",""hybridization"":""SP2"",""aromatic"":false}}]]",,
4-Bromo-TBS-phenol,Brc1ccc(O[Si](C)(C)C(C)(C)C)cc1,electrophile,Suzuki-Miyaura; Sonogashira,TBS-protected phenol,1.0,true,CC(C)(C)[Si](C)(C)Oc1ccc(Br)cc1,1,1,leaving_group,LG|Ar|Br,Ar–Br,available,terminal_carbon_halogen,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,4,13,14],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
Methyl 4-bromobenzoate,Brc1ccc(C(=O)OC)cc1,electrophile,Suzuki-Miyaura; Buchwald-Hartwig,Ester-protected carboxylic acid,1.0,true,COC(=O)c1ccc(Br)cc1,1,2,leaving_group; electrophilic_center,LG|Ar|Br; EC|Acyl|Ar|OR|ester,Ar–Br; Ar–C(O)OR,available; conditional,terminal_carbon_halogen; acyl_oxygen_or_halide,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,4,9,10],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""Ar"",""attachment_atom_index"":4,""fragment_atom_indices"":[1,2,3,4,9,10],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
4-Bromobenzaldehyde,Brc1ccc(C=O)cc1,electrophile,Suzuki-Miyaura; Buchwald-Hartwig; Sonogashira,Aldehyde functional group; can be reduced/oxidized,1.0,true,O=Cc1ccc(Br)cc1,1,1,leaving_group,LG|Ar|Br,Ar–Br,available,terminal_carbon_halogen,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,4,7,8],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
Pentamethylbromobenzene,Brc1c(C)c(C)c(C)c(C)c1C,electrophile,Suzuki-Miyaura,Extremely sterically hindered; requires bulky ligands,1.0,true,Cc1c(C)c(C)c(Br)c(C)c1C,1,1,leaving_group,LG|Ar|Br,Ar–Br,available,terminal_carbon_halogen,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,4,6,8,10],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
4-Bromo-tert-butylbenzene,Brc1ccc(C(C)(C)C)cc1,electrophile,Suzuki-Miyaura; Buchwald-Hartwig,Para-tert-butyl substituent,1.0,true,CC(C)(C)c1ccc(Br)cc1,1,1,leaving_group,LG|Ar|Br,Ar–Br,available,terminal_carbon_halogen,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,4,9,10],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
tert-Butylamine,CC(C)(C)N,nucleophile,Buchwald-Hartwig,Highly hindered primary amine; challenging substrate,1.0,true,CC(C)(C)N,1,1,pronucleophile_XH,XH|N|H2|Alkyl,R–NH2,free,neutral_nh,"[[{""token"":""Alkyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
4-tert-Butylaniline,CC(C)(C)c1ccc(N)cc1,nucleophile,Buchwald-Hartwig; Ullmann,Sterically hindered aniline,1.0,true,CC(C)(C)c1ccc(N)cc1,1,1,pronucleophile_XH,XH|N|H2|Ar,Ar–NH2,free,neutral_nh,"[[{""token"":""Ar"",""attachment_atom_index"":7,""fragment_atom_indices"":[4,5,6,7,9,10],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
4-Bromonitrobenzene,Brc1ccc([N+](=O)[O-])cc1,electrophile,Suzuki-Miyaura; Buchwald-Hartwig; SNAr,Highly electron-poor; very reactive in SNAr,1.0,true,O=[N+]([O-])c1ccc(Br)cc1,1,1,leaving_group,LG|Ar|Br,Ar–Br,available,terminal_carbon_halogen,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,4,8,9],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
"4-Bromo-N,N-dimethylaniline",Brc1ccc(N(C)C)cc1,electrophile,Suzuki-Miyaura; Sonogashira,Highly electron-rich; tertiary amine substituent,1.0,true,CN(C)c1ccc(Br)cc1,1,1,leaving_group,LG|Ar|Br,Ar–Br,available,terminal_carbon_halogen,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,4,8,9],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
"1-Bromo-2,3,4,5-tetramethoxybenzene",COc1cc(OC)c(Br)c(OC)c1OC,electrophile,Suzuki-Miyaura,Extremely electron-rich; multiple methoxy groups,1.0,true,COc1cc(OC)c(OC)c(OC)c1Br,1,1,leaving_group,LG|Ar|Br,Ar–Br,available,terminal_carbon_halogen,"[[{""token"":""Ar"",""attachment_atom_index"":7,""fragment_atom_indices"":[2,3,4,7,9,12],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
Pentafluorobromobenzene,Fc1c(F)c(F)c(Br)c(F)c1F,electrophile,Suzuki-Miyaura; SNAr,Extremely electron-poor; multiple fluorines,1.0,true,Fc1c(F)c(F)c(Br)c(F)c1F,1,6,leaving_group; leaving_group; leaving_group; leaving_group; leaving_group; leaving_group,LG|Ar|F; LG|Ar|F; LG|Ar|F; LG|Ar|Br; LG|Ar|F; LG|Ar|F,Ar–F; Ar–F; Ar–F; Ar–Br; Ar–F; Ar–F,available; available; available; available; available; available,terminal_carbon_halogen; terminal_carbon_halogen; terminal_carbon_halogen; terminal_carbon_halogen; terminal_carbon_halogen; terminal_carbon_halogen,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,4,6,8,10],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""Ar"",""attachment_atom_index"":2,""fragment_atom_indices"":[1,2,4,6,8,10],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""Ar"",""attachment_atom_index"":4,""fragment_atom_indices"":[1,2,4,6,8,10],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""Ar"",""attachment_atom_index"":6,""fragment_atom_indices"":[1,2,4,6,8,10],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""Ar"",""attachment_atom_index"":8,""fragment_atom_indices"":[1,2,4,6,8,10],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""Ar"",""attachment_atom_index"":10,""fragment_atom_indices"":[1,2,4,6,8,10],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
"1,3,5-Tribromobenzene",Brc1cc(Br)cc(Br)c1,electrophile,Suzuki-Miyaura,Polyhalogenated substrate; halogen_count=3,1.0,true,Brc1cc(Br)cc(Br)c1,1,3,leaving_group; leaving_group; leaving_group,LG|Ar|Br; LG|Ar|Br; LG|Ar|Br,Ar–Br; Ar–Br; Ar–Br,available; available; available,terminal_carbon_halogen; terminal_carbon_halogen; terminal_carbon_halogen,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,5,6,8],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""Ar"",""attachment_atom_index"":3,""fragment_atom_indices"":[1,2,3,5,6,8],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""Ar"",""attachment_atom_index"":6,""fragment_atom_indices"":[1,2,3,5,6,8],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
Pentafluorobromobenzene,Fc1c(F)c(F)c(Br)c(F)c1F,electrophile,Suzuki-Miyaura,Polyhalogenated with fluorine EWG; halogen_count=6,1.0,true,Fc1c(F)c(F)c(Br)c(F)c1F,1,6,leaving_group; leaving_group; leaving_group; leaving_group; leaving_group; leaving_group,LG|Ar|F; LG|Ar|F; LG|Ar|F; LG|Ar|Br; LG|Ar|F; LG|Ar|F,Ar–F; Ar–F; Ar–F; Ar–Br; Ar–F; Ar–F,available; available; available; available; available; available,terminal_carbon_halogen; terminal_carbon_halogen; terminal_carbon_halogen; terminal_carbon_halogen; terminal_carbon_halogen; terminal_carbon_halogen,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,4,6,8,10],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""Ar"",""attachment_atom_index"":2,""fragment_atom_indices"":[1,2,4,6,8,10],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""Ar"",""attachment_atom_index"":4,""fragment_atom_indices"":[1,2,4,6,8,10],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""Ar"",""attachment_atom_index"":6,""fragment_atom_indices"":[1,2,4,6,8,10],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""Ar"",""attachment_atom_index"":8,""fragment_atom_indices"":[1,2,4,6,8,10],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""Ar"",""attachment_atom_index"":10,""fragment_atom_indices"":[1,2,4,6,8,10],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
"2,5-Dichloropyridine",Clc1ccc(Cl)nc1,electrophile,Suzuki-Miyaura; Buchwald-Hartwig,Polyhalogenated heteroaryl; halogen_count=2,1.0,true,Clc1ccc(Cl)nc1,1,2,leaving_group; leaving_group,LG|HeteroAr|Cl; LG|HeteroAr|Cl,HeteroAr–Cl; HeteroAr–Cl,available; available,terminal_carbon_halogen; terminal_carbon_halogen,"[[{""token"":""HeteroAr"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,4,6,7],""classification_method"":""aromatic_ring_system"",""subtype"":""heteroaromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[""N""],""ring_sizes"":[6],""fused"":false}}],[{""token"":""HeteroAr"",""attachment_atom_index"":4,""fragment_atom_indices"":[1,2,3,4,6,7],""classification_method"":""aromatic_ring_system"",""subtype"":""heteroaromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[""N""],""ring_sizes"":[6],""fused"":false}}]]",,
"2,6-Dichloro-iodobenzene",Ic1c(Cl)cccc1Cl,electrophile,Suzuki-Miyaura,Mixed halides with ortho substitution; halogen_count=3,1.0,true,Clc1cccc(Cl)c1I,1,3,leaving_group; leaving_group; leaving_group,LG|Ar|I; LG|Ar|Cl; LG|Ar|Cl,Ar–I; Ar–Cl; Ar–Cl,available; available; available,terminal_carbon_halogen; terminal_carbon_halogen; terminal_carbon_halogen,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,4,5,6,7],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""Ar"",""attachment_atom_index"":2,""fragment_atom_indices"":[1,2,4,5,6,7],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""Ar"",""attachment_atom_index"":7,""fragment_atom_indices"":[1,2,4,5,6,7],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
2-tert-Butylbromobenzene,Brc1ccccc1C(C)(C)C,electrophile,Suzuki-Miyaura,Sterically hindered ortho-tert-butyl,1.0,true,CC(C)(C)c1ccccc1Br,1,1,leaving_group,LG|Ar|Br,Ar–Br,available,terminal_carbon_halogen,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,4,5,6],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
"3,5-Diisopropylchlorobenzene",Clc1cc(C(C)C)ccc1C(C)C,electrophile,Suzuki-Miyaura,Multiple isopropyl substituents,1.0,true,CC(C)c1ccc(C(C)C)c(Cl)c1,1,1,leaving_group,LG|Ar|Cl,Ar–Cl,available,terminal_carbon_halogen,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,7,8,9],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
"2,6-Dimethoxyiodobenzene",Ic1c(OC)cccc1OC,electrophile,Suzuki-Miyaura,Ortho-disubstituted with electron-donating groups,1.0,true,COc1cccc(OC)c1I,1,1,leaving_group,LG|Ar|I,Ar–I,available,terminal_carbon_halogen,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,5,6,7,8],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
Pentamethylbromobenzene,Brc1c(C)c(C)c(C)c(C)c1C,electrophile,Suzuki-Miyaura,Extremely sterically hindered; all positions substituted,1.0,true,Cc1c(C)c(C)c(Br)c(C)c1C,1,1,leaving_group,LG|Ar|Br,Ar–Br,available,terminal_carbon_halogen,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,4,6,8,10],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
4-Iodo-N-Boc-aniline,Ic1ccc(NC(=O)OC(C)(C)C)cc1,electrophile,Suzuki-Miyaura,BOC-protected aniline,1.0,true,CC(C)(C)OC(=O)Nc1ccc(I)cc1,1,3,leaving_group; pronucleophile_XH; electrophilic_center,"LG|Ar|I; XH|N|H1|C(O)OR,Ar; EC|Acyl|N|OR|ester",Ar–I; RO–C(O)–NHR; N–C(O)OR,available; deactivated; conditional,terminal_carbon_halogen; neutral_nh; acyl_oxygen_or_halide,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,4,13,14],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""C(O)OR"",""attachment_atom_index"":6,""fragment_atom_indices"":[6,7,8],""classification_method"":""mapped_smarts"",""subtype"":null,""matched_pattern"":""C(O)OR"",""features"":{""excluded_atom_indices"":[5]}},{""token"":""Ar"",""attachment_atom_index"":4,""fragment_atom_indices"":[1,2,3,4,13,14],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""N"",""attachment_atom_index"":5,""fragment_atom_indices"":[5],""classification_method"":""element"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""N"",""hybridization"":""SP2"",""aromatic"":false}}]]",,
4-Bromo-N-Cbz-aniline,Brc1ccc(NC(=O)OCc2ccccc2)cc1,electrophile,Suzuki-Miyaura,CBZ-protected aniline,1.0,true,O=C(Nc1ccc(Br)cc1)OCc1ccccc1,1,3,leaving_group; pronucleophile_XH; electrophilic_center,"LG|Ar|Br; XH|N|H1|C(O)OR,Ar; EC|Acyl|N|OR|ester",Ar–Br; RO–C(O)–NHR; N–C(O)OR,available; deactivated; conditional,terminal_carbon_halogen; neutral_nh; acyl_oxygen_or_halide,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,4,16,17],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""C(O)OR"",""attachment_atom_index"":6,""fragment_atom_indices"":[6,7,8],""classification_method"":""mapped_smarts"",""subtype"":null,""matched_pattern"":""C(O)OR"",""features"":{""excluded_atom_indices"":[5]}},{""token"":""Ar"",""attachment_atom_index"":4,""fragment_atom_indices"":[1,2,3,4,16,17],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""N"",""attachment_atom_index"":5,""fragment_atom_indices"":[5],""classification_method"":""element"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""N"",""hybridization"":""SP2"",""aromatic"":false}}]]",,
