source_row,reaction_type,example,rxn_smiles_clean,reactants_smiles,products_smiles,conditions,valid,evidence_quality,transformation_class,named_family,reaction_label,reaction_label_status,candidate_count,warnings,error
151,Buchwald-Hartwig amination,"Ph-Br + 1,2,4-triazole N-phenyltriazole",Brc1ccccc1.c1nc[nH]n1>>c1ccccc1n1ncnc1,Brc1ccccc1.c1nc[nH]n1,c1ccccc1n1ncnc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + AromN–H → Ar–AromN,exact_product,1,,
152,Buchwald-Hartwig amination,"4-bromobenzonitrile + 1,2,4-triazole",Brc1ccc(C#N)cc1.c1nc[nH]n1>>N#Cc1ccc(n2ncnc2)cc1,Brc1ccc(C#N)cc1.c1nc[nH]n1,N#Cc1ccc(n2ncnc2)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + AromN–H → Ar–AromN,exact_product,1,,
153,Buchwald-Hartwig amination,Ph-Br + 2-aminopyrimidine,Brc1ccccc1.c1ncncc1N>>Nc1cnccn1c1ccccc1,Brc1ccccc1.c1ncncc1N,Nc1cnccn1c1ccccc1,,False,unresolved,,,,unavailable,0,INVALID_PRODUCT_COMPONENT:0,INVALID_COMPONENT
154,Buchwald-Hartwig amination,4-chloropyridine + 2-aminopyrimidine,Clc1ccncc1.c1ncncc1N>>Nc1cnccn1c1ccncc1,Clc1ccncc1.c1ncncc1N,Nc1cnccn1c1ccncc1,,False,unresolved,,,,unavailable,0,INVALID_PRODUCT_COMPONENT:0,INVALID_COMPONENT
155,Buchwald-Hartwig amination,"4-bromoanisole + 1,2,4-triazole",Brc1ccc(OC)cc1.c1cn[nH]c1>>COc1ccc(n2nccn2)cc1,Brc1ccc(OC)cc1.c1cn[nH]c1,COc1ccc(n2nccn2)cc1,,True,reactant_grammar_only,,,Ar–Br + AromN–H →,reactant_only,1,,
156,Buchwald-Hartwig amination,"2-bromotoluene + indole, ortho-substituted",Brc1ccccc1C.c1ccc2[nH]ccc2c1>>Cc1ccccc1n1ccc2ccccc21,Brc1ccccc1C.c1ccc2[nH]ccc2c1,Cc1ccccc1n1ccc2ccccc21,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + AromN–H → Ar–AromN,exact_product,1,,
157,Buchwald-Hartwig amination,"2,6-dimethylbromobenzene + indole, sterically hindered",Brc1c(C)cccc1C.c1ccc2[nH]ccc2c1>>Cc1cccc(C)c1n1ccc2ccccc21,Brc1c(C)cccc1C.c1ccc2[nH]ccc2c1,Cc1cccc(C)c1n1ccc2ccccc21,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + AromN–H → Ar–AromN,exact_product,1,,
158,Buchwald-Hartwig amination,"2-bromoanisole + pyrrole, ortho-substituted",Brc1ccccc1OC.c1cc[nH]c1>>COc1ccccc1n1cccc1,Brc1ccccc1OC.c1cc[nH]c1,COc1ccccc1n1cccc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + AromN–H → Ar–AromN,exact_product,1,,
159,Buchwald-Hartwig amination,"2-bromonaphthalene + indole, fused ring",Ic1ccc2ccccc2c1.c1ccc2[nH]ccc2c1>>c1ccc(n2ccc3ccccc32)c2ccccc12,Ic1ccc2ccccc2c1.c1ccc2[nH]ccc2c1,c1ccc(n2ccc3ccccc32)c2ccccc12,,True,reactant_grammar_only,,,Ar–I + AromN–H →,reactant_only,1,,
160,Buchwald-Hartwig amination,"1,4-dibromobenzene + indole, bis-coupling",Brc1ccc(Br)cc1.c1ccc2[nH]ccc2c1>>c1ccc(n2ccc3ccccc32)cc1n1ccc2ccccc21,Brc1ccc(Br)cc1.c1ccc2[nH]ccc2c1,c1ccc(n2ccc3ccccc32)cc1n1ccc2ccccc21,,True,reactant_grammar_only,,,Ar–Br + AromN–H →,reactant_only,2,,
161,Buchwald-Hartwig amination,"1,3-dibromobenzene + pyrrole, bis-coupling",Brc1cccc(Br)c1.c1cc[nH]c1>>c1cccc(n2cccc2)c1n1cccc1,Brc1cccc(Br)c1.c1cc[nH]c1,c1cccc(n2cccc2)c1n1cccc1,,True,reactant_grammar_only,,,Ar–Br + AromN–H →,reactant_only,2,,
162,Buchwald-Hartwig amination,3-bromoquinoxaline + indole,Brc1cnc2ccccc2n1.c1ccc2[nH]ccc2c1>>c1ccc2c(c1)ccn2c1cnc2ccccc2n1,Brc1cnc2ccccc2n1.c1ccc2[nH]ccc2c1,c1ccc2c(c1)ccn2c1cnc2ccccc2n1,,True,exact_product_reconstruction,sp2_c_n_substitution,,HeteroAr–Br + AromN–H → HeteroAr–AromN,exact_product,1,,
163,Buchwald-Hartwig amination,4-chloroindole + bromobenzene,Clc1cccc2c1cc[nH]2.c1ccccc1Br>>c1ccccc1n1ccc2c(Cl)cccc21,Clc1cccc2c1cc[nH]2.c1ccccc1Br,c1ccccc1n1ccc2c(Cl)cccc21,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + AromN–H → Ar–AromN,exact_product,1,,
164,Buchwald-Hartwig amination,Ph-Br + acetamide N-phenylacetamide,Brc1ccccc1.NC(=O)C>>CC(=O)Nc1ccccc1,Brc1ccccc1.NC(=O)C,CC(=O)Nc1ccccc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R–C(O)–NH2 → Ar–NH–C(O)–R,exact_product,1,,
165,Buchwald-Hartwig amination,4-bromotoluene + acetamide,Brc1ccc(C)cc1.NC(=O)C>>CC(=O)Nc1ccc(C)cc1,Brc1ccc(C)cc1.NC(=O)C,CC(=O)Nc1ccc(C)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R–C(O)–NH2 → Ar–NH–C(O)–R,exact_product,1,,
166,Buchwald-Hartwig amination,4-chloroanisole + acetamide,Clc1ccc(OC)cc1.NC(=O)C>>CC(=O)Nc1ccc(OC)cc1,Clc1ccc(OC)cc1.NC(=O)C,CC(=O)Nc1ccc(OC)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Cl + R–C(O)–NH2 → Ar–NH–C(O)–R,exact_product,1,,
167,Buchwald-Hartwig amination,4-bromopyridine + acetamide,Brc1ccncc1.NC(=O)C>>CC(=O)Nc1ccncc1,Brc1ccncc1.NC(=O)C,CC(=O)Nc1ccncc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,HeteroAr–Br + R–C(O)–NH2 → HeteroAr–NH–C(O)–R,exact_product,1,,
168,Buchwald-Hartwig amination,4-iodobenzotrifluoride + acetamide,Ic1ccc(C(F)(F)F)cc1.NC(=O)C>>CC(=O)Nc1ccc(C(F)(F)F)cc1,Ic1ccc(C(F)(F)F)cc1.NC(=O)C,CC(=O)Nc1ccc(C(F)(F)F)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–I + R–C(O)–NH2 → Ar–NH–C(O)–R,exact_product,1,,
169,Buchwald-Hartwig amination,Ph-Br + propionamide,Brc1ccccc1.NC(=O)CC>>CCC(=O)Nc1ccccc1,Brc1ccccc1.NC(=O)CC,CCC(=O)Nc1ccccc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R–C(O)–NH2 → Ar–NH–C(O)–R,exact_product,1,,
170,Buchwald-Hartwig amination,4-bromochlorobenzene + propionamide,Brc1ccc(Cl)cc1.NC(=O)CC>>CCC(=O)Nc1ccc(Cl)cc1,Brc1ccc(Cl)cc1.NC(=O)CC,CCC(=O)Nc1ccc(Cl)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R–C(O)–NH2 → Ar–NH–C(O)–R,exact_product,2,,
171,Buchwald-Hartwig amination,Ph-Br + benzamide N-phenylbenzamide,Brc1ccccc1.NC(=O)c1ccccc1>>O=C(Nc1ccccc1)c1ccccc1,Brc1ccccc1.NC(=O)c1ccccc1,O=C(Nc1ccccc1)c1ccccc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R–C(O)–NH2 → Ar–NH–C(O)–R,exact_product,1,,
172,Buchwald-Hartwig amination,4-bromoanisole + benzamide,Brc1ccc(OC)cc1.NC(=O)c1ccccc1>>COc1ccc(NC(=O)c2ccccc2)cc1,Brc1ccc(OC)cc1.NC(=O)c1ccccc1,COc1ccc(NC(=O)c2ccccc2)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R–C(O)–NH2 → Ar–NH–C(O)–R,exact_product,1,,
173,Buchwald-Hartwig amination,4-chloropyridine + benzamide,Clc1ccncc1.NC(=O)c1ccccc1>>O=C(Nc1ccncc1)c1ccccc1,Clc1ccncc1.NC(=O)c1ccccc1,O=C(Nc1ccncc1)c1ccccc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,HeteroAr–Cl + R–C(O)–NH2 → HeteroAr–NH–C(O)–R,exact_product,1,,
174,Buchwald-Hartwig amination,4-bromobenzonitrile + benzamide,Brc1ccc(C#N)cc1.NC(=O)c1ccccc1>>N#Cc1ccc(NC(=O)c2ccccc2)cc1,Brc1ccc(C#N)cc1.NC(=O)c1ccccc1,N#Cc1ccc(NC(=O)c2ccccc2)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R–C(O)–NH2 → Ar–NH–C(O)–R,exact_product,1,,
175,Buchwald-Hartwig amination,Ph-Br + 4-methoxybenzamide,Brc1ccccc1.NC(=O)c1ccc(OC)cc1>>COc1ccc(C(=O)Nc2ccccc2)cc1,Brc1ccccc1.NC(=O)c1ccc(OC)cc1,COc1ccc(C(=O)Nc2ccccc2)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R–C(O)–NH2 → Ar–NH–C(O)–R,exact_product,1,,
176,Buchwald-Hartwig amination,4-bromofluorobenzene + 4-fluorobenzamide,Brc1ccc(F)cc1.NC(=O)c1ccc(F)cc1>>Fc1ccc(C(=O)Nc2ccc(F)cc2)cc1,Brc1ccc(F)cc1.NC(=O)c1ccc(F)cc1,Fc1ccc(C(=O)Nc2ccc(F)cc2)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R–C(O)–NH2 → Ar–NH–C(O)–R,exact_product,2,,
177,Buchwald-Hartwig amination,Ph-Br + isobutyramide,Brc1ccccc1.NC(=O)CC(C)C>>CC(C)CC(=O)Nc1ccccc1,Brc1ccccc1.NC(=O)CC(C)C,CC(C)CC(=O)Nc1ccccc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R–C(O)–NH2 → Ar–NH–C(O)–R,exact_product,1,,
178,Buchwald-Hartwig amination,Ph-Br + pivalamide,Brc1ccccc1.NC(=O)C(C)(C)C>>CC(C)(C)C(=O)Nc1ccccc1,Brc1ccccc1.NC(=O)C(C)(C)C,CC(C)(C)C(=O)Nc1ccccc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R–C(O)–NH2 → Ar–NH–C(O)–R,exact_product,1,,
179,Buchwald-Hartwig amination,4-chlorobenzotrifluoride + isobutyramide,Clc1ccc(C(F)(F)F)cc1.NC(=O)CC(C)C>>CC(C)CC(=O)Nc1ccc(C(F)(F)F)cc1,Clc1ccc(C(F)(F)F)cc1.NC(=O)CC(C)C,CC(C)CC(=O)Nc1ccc(C(F)(F)F)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Cl + R–C(O)–NH2 → Ar–NH–C(O)–R,exact_product,1,,
180,Buchwald-Hartwig amination,Ph-Br + hydrocinnamamide,Brc1ccccc1.NC(=O)CCc1ccccc1>>O=C(CCc1ccccc1)Nc1ccccc1,Brc1ccccc1.NC(=O)CCc1ccccc1,O=C(CCc1ccccc1)Nc1ccccc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R–C(O)–NH2 → Ar–NH–C(O)–R,exact_product,1,,
181,Buchwald-Hartwig amination,4-bromoanisole + hydrocinnamamide,Brc1ccc(OC)cc1.NC(=O)CCc1ccccc1>>COc1ccc(NC(=O)CCc2ccccc2)cc1,Brc1ccc(OC)cc1.NC(=O)CCc1ccccc1,COc1ccc(NC(=O)CCc2ccccc2)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R–C(O)–NH2 → Ar–NH–C(O)–R,exact_product,1,,
182,Buchwald-Hartwig amination,Ph-Br + 2-pyrrolidinone N-phenyl-2-pyrrolidinone,Brc1ccccc1.C1CCNC1=O>>O=C1CCCN1c1ccccc1,Brc1ccccc1.C1CCNC1=O,O=C1CCCN1c1ccccc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R–C(O)–NHR → Ar–N(C(O)–R)(R),exact_product,1,,
183,Buchwald-Hartwig amination,4-bromotoluene + 2-pyrrolidinone,Brc1ccc(C)cc1.C1CCNC1=O>>Cc1ccc(N2CCCC2=O)cc1,Brc1ccc(C)cc1.C1CCNC1=O,Cc1ccc(N2CCCC2=O)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R–C(O)–NHR → Ar–N(C(O)–R)(R),exact_product,1,,
184,Buchwald-Hartwig amination,4-chloropyridine + 2-pyrrolidinone,Clc1ccncc1.C1CCNC1=O>>O=C1CCCN1c1ccncc1,Clc1ccncc1.C1CCNC1=O,O=C1CCCN1c1ccncc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,HeteroAr–Cl + R–C(O)–NHR → HeteroAr–N(C(O)–R)(R),exact_product,1,,
185,Buchwald-Hartwig amination,Ph-Br + caprolactam N-phenylcaprolactam,Brc1ccccc1.C1CCCCNC1=O>>O=C1CCCCN1c1ccccc1,Brc1ccccc1.C1CCCCNC1=O,O=C1CCCCN1c1ccccc1,,True,reactant_grammar_only,,,Ar–Br + R–C(O)–NHR →,reactant_only,1,,
186,Buchwald-Hartwig amination,4-bromoanisole + caprolactam,Brc1ccc(OC)cc1.C1CCCCNC1=O>>COc1ccc(N2CCCCC2=O)cc1,Brc1ccc(OC)cc1.C1CCCCNC1=O,COc1ccc(N2CCCCC2=O)cc1,,True,reactant_grammar_only,,,Ar–Br + R–C(O)–NHR →,reactant_only,1,,
187,Buchwald-Hartwig amination,4-iodobenzotrifluoride + caprolactam,Ic1ccc(C(F)(F)F)cc1.C1CCCCNC1=O>>FC(F)(F)c1ccc(N2CCCCC2=O)cc1,Ic1ccc(C(F)(F)F)cc1.C1CCCCNC1=O,FC(F)(F)c1ccc(N2CCCCC2=O)cc1,,True,reactant_grammar_only,,,Ar–I + R–C(O)–NHR →,reactant_only,1,,
188,Buchwald-Hartwig amination,"Ph-Br + acetamide, alternative",Brc1ccccc1.NC(C)=O>>CC(=O)Nc1ccccc1,Brc1ccccc1.NC(C)=O,CC(=O)Nc1ccccc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R–C(O)–NH2 → Ar–NH–C(O)–R,exact_product,1,,
189,Buchwald-Hartwig amination,Ph-Br + isonicotinamide,Brc1ccccc1.NC(=O)c1ccncc1>>O=C(Nc1ccccc1)c1ccncc1,Brc1ccccc1.NC(=O)c1ccncc1,O=C(Nc1ccccc1)c1ccncc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R–C(O)–NH2 → Ar–NH–C(O)–R,exact_product,1,,
190,Buchwald-Hartwig amination,4-chlorobenzonitrile + isonicotinamide,Clc1ccc(C#N)cc1.NC(=O)c1ccncc1>>N#Cc1ccc(NC(=O)c2ccncc2)cc1,Clc1ccc(C#N)cc1.NC(=O)c1ccncc1,N#Cc1ccc(NC(=O)c2ccncc2)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Cl + R–C(O)–NH2 → Ar–NH–C(O)–R,exact_product,1,,
191,Buchwald-Hartwig amination,Ph-Br + thiophene-3-carboxamide,Brc1ccccc1.NC(=O)c1cccs1>>O=C(Nc1ccccc1)c1cccs1,Brc1ccccc1.NC(=O)c1cccs1,O=C(Nc1ccccc1)c1cccs1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R–C(O)–NH2 → Ar–NH–C(O)–R,exact_product,1,,
192,Buchwald-Hartwig amination,4-bromoanisole + thiophene-3-carboxamide,Brc1ccc(OC)cc1.NC(=O)c1cccs1>>COc1ccc(NC(=O)c2cccs2)cc1,Brc1ccc(OC)cc1.NC(=O)c1cccs1,COc1ccc(NC(=O)c2cccs2)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R–C(O)–NH2 → Ar–NH–C(O)–R,exact_product,1,,
193,Buchwald-Hartwig amination,Ph-Br + furan-3-carboxamide,Brc1ccccc1.NC(=O)c1ccco1>>O=C(Nc1ccccc1)c1ccco1,Brc1ccccc1.NC(=O)c1ccco1,O=C(Nc1ccccc1)c1ccco1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R–C(O)–NH2 → Ar–NH–C(O)–R,exact_product,1,,
194,Buchwald-Hartwig amination,"2-bromotoluene + acetamide, ortho-substituted",Brc1ccccc1C.NC(=O)C>>CC(=O)Nc1ccccc1C,Brc1ccccc1C.NC(=O)C,CC(=O)Nc1ccccc1C,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R–C(O)–NH2 → Ar–NH–C(O)–R,exact_product,1,,
195,Buchwald-Hartwig amination,"2,6-dimethylbromobenzene + benzamide, sterically hindered",Brc1c(C)cccc1C.NC(=O)c1ccccc1>>Cc1cccc(C)c1NC(=O)c1ccccc1,Brc1c(C)cccc1C.NC(=O)c1ccccc1,Cc1cccc(C)c1NC(=O)c1ccccc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R–C(O)–NH2 → Ar–NH–C(O)–R,exact_product,1,,
196,Buchwald-Hartwig amination,"2-iodonaphthalene + acetamide, fused ring",Ic1ccc2ccccc2c1.NC(=O)C>>CC(=O)Nc1ccc2ccccc2c1,Ic1ccc2ccccc2c1.NC(=O)C,CC(=O)Nc1ccc2ccccc2c1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–I + R–C(O)–NH2 → Ar–NH–C(O)–R,exact_product,1,,
197,Buchwald-Hartwig amination,"1,4-dibromobenzene + acetamide, bis-coupling",Brc1ccc(Br)cc1.NC(=O)C>>CC(=O)Nc1ccc(NC(C)=O)cc1,Brc1ccc(Br)cc1.NC(=O)C,CC(=O)Nc1ccc(NC(C)=O)cc1,,True,reactant_grammar_only,,,Ar–Br + R–C(O)–NH2 →,reactant_only,2,,
198,ChanLam coupling,Oxidative,c1ccccc1B(O)O.Nc1ccccc1.[O]>>c1ccccc1Nc1ccccc1,c1ccccc1B(O)O.Nc1ccccc1.[O],c1ccccc1Nc1ccccc1,,True,exact_product_reconstruction,chan_lam_heteroatom_coupling,chan_lam,Ar–B(OH)2 + Ar–NH2 → Ar–NH–Ar,exact_product,1,,
199,ChanLam coupling,Methoxy boronic acid,c1ccc(OC)cc1B(O)O.Nc1ccccc1.[O]>>COc1ccc(Nc2ccccc2)cc1,c1ccc(OC)cc1B(O)O.Nc1ccccc1.[O],COc1ccc(Nc2ccccc2)cc1,,True,reactant_grammar_only,,,Ar–B(OH)2 + Ar–NH2 →,reactant_only,1,,
200,ChanLam coupling,Pyridine boronic acid,c1ccncc1B(O)O.Nc1ccccc1.[O]>>c1ccccc1Nc1ccncc1,c1ccncc1B(O)O.Nc1ccccc1.[O],c1ccccc1Nc1ccncc1,,True,reactant_grammar_only,,,HeteroAr–B(OH)2 + Ar–NH2 →,reactant_only,1,,
201,Ullmann CO coupling,Diphenyl ether,Brc1ccccc1.Oc1ccccc1>>c1ccccc1Oc1ccccc1,Brc1ccccc1.Oc1ccccc1,c1ccccc1Oc1ccccc1,,True,exact_product_reconstruction,sp2_c_o_substitution,,Ar–Br + Ar–OH → Ar–O–Ar,exact_product,1,,
202,Ullmann CO coupling,Ethyl pyridyl ether,Ic1ccncc1.OCC>>CCOc1ccncc1,Ic1ccncc1.OCC,CCOc1ccncc1,,True,exact_product_reconstruction,sp2_c_o_substitution,,HeteroAr–I + R–OH → HeteroAr–O–R,exact_product,1,,
203,Ullmann CO coupling,CF3 substrate,Brc1ccc(C(F)(F)F)cc1.Oc1ccccc1>>FC(F)(F)c1ccc(Oc2ccccc2)cc1,Brc1ccc(C(F)(F)F)cc1.Oc1ccccc1,FC(F)(F)c1ccc(Oc2ccccc2)cc1,,True,exact_product_reconstruction,sp2_c_o_substitution,,Ar–Br + Ar–OH → Ar–O–Ar,exact_product,1,,
204,Ullmann CO coupling,Methoxy benzonitrile,Clc1ccc(C#N)cc1.OC>>COc1ccc(C#N)cc1,Clc1ccc(C#N)cc1.OC,COc1ccc(C#N)cc1,,True,exact_product_reconstruction,sp2_c_o_substitution,,Ar–Cl + R–OH → Ar–O–R,exact_product,1,,
205,Ullmann CO coupling,Thiophene ether,Brc1cccs1.Oc1ccccc1>>c1cc(Oc2ccccc2)sc1,Brc1cccs1.Oc1ccccc1,c1cc(Oc2ccccc2)sc1,,True,exact_product_reconstruction,sp2_c_o_substitution,,HeteroAr–Br + Ar–OH → HeteroAr–O–Ar,exact_product,1,,
206,Esterification,Ethyl acetate,CC(=O)O.CCO>>CC(=O)OCC,CC(=O)O.CCO,CC(=O)OCC,,True,exact_product_reconstruction,ester_formation,,R–C(O)OH + R–OH → R–C(O)–O–R,exact_product,1,,
207,Esterification,Ethyl benzoate,c1ccc(C(=O)O)cc1.OCC>>c1ccc(C(=O)OCC)cc1,c1ccc(C(=O)O)cc1.OCC,c1ccc(C(=O)OCC)cc1,,True,exact_product_reconstruction,ester_formation,,Ar–C(O)OH + R–OH → Ar–C(O)–O–R,exact_product,1,,
208,Acyl chloride esterification,,CC(=O)Cl.CCO>>CC(=O)OCC,CC(=O)Cl.CCO,CC(=O)OCC,,True,exact_product_reconstruction,ester_formation,,R–C(O)Cl + R–OH → R–C(O)–O–R,exact_product,1,,
209,Amidation,Acetanilide,CC(=O)O.Nc1ccccc1>>CC(=O)Nc1ccccc1,CC(=O)O.Nc1ccccc1,CC(=O)Nc1ccccc1,,True,exact_product_reconstruction,amide_formation,,R–C(O)OH + Ar–NH2 → R–C(O)–NHR,exact_product,1,,
210,Amidation,N-ethylbenzamide,c1ccc(C(=O)O)cc1.NCC>>c1ccc(C(=O)NCC)cc1,c1ccc(C(=O)O)cc1.NCC,c1ccc(C(=O)NCC)cc1,,True,exact_product_reconstruction,amide_formation,,Ar–C(O)OH + R–NH2 → R–C(O)–NHR,exact_product,1,,
211,Hydrogenation,Ethylbenzene,C=Cc1ccccc1.[H][H]>>CCc1ccccc1,C=Cc1ccccc1.[H][H],CCc1ccccc1,,True,unresolved,,,,unavailable,0,,
212,Hydrogenation,Benzyl alcohol,c1ccc(C=O)cc1.[H][H]>>c1ccc(CO)cc1,c1ccc(C=O)cc1.[H][H],c1ccc(CO)cc1,,True,unresolved,,,,unavailable,0,,
213,Hydrogenation,Complete alkyne,C#Cc1ccccc1.[H][H]>>CCc1ccccc1,C#Cc1ccccc1.[H][H],CCc1ccccc1,,True,unresolved,,,,unavailable,0,,
214,Hydrogenation,Nitro to amine,c1ccc([N+](=O)[O-])cc1.[H][H]>>c1ccc(N)cc1,c1ccc([N+](=O)[O-])cc1.[H][H],c1ccc(N)cc1,,True,unresolved,,,,unavailable,0,,
215,Hydrogenation,"1,3-butadiene",C=CC=C.[H][H]>>CCCC,C=CC=C.[H][H],CCCC,,True,unresolved,,,,unavailable,0,,
216,Hydrogenation,Nitrile to benzylamine,c1ccc(C#N)cc1.[H][H]>>c1ccc(CN)cc1,c1ccc(C#N)cc1.[H][H],c1ccc(CN)cc1,,True,unresolved,,,,unavailable,0,,
217,Hydrogenation,Cyclohexanone to cyclohexanol,O=C1CCCCC1.[H][H]>>OC1CCCCC1,O=C1CCCCC1.[H][H],OC1CCCCC1,,True,unresolved,,,,unavailable,0,,
218,Hydrogenation,Cinnamic acid,C1=CC=C(C=C1)C=CC(=O)O.[H][H]>>c1ccc(CCC(=O)O)cc1,C1=CC=C(C=C1)C=CC(=O)O.[H][H],c1ccc(CCC(=O)O)cc1,,True,unresolved,,,,unavailable,0,,
219,NaBH4,Benzaldehyde reduction,c1ccc(C=O)cc1.[Na+]>>c1ccc(CO)cc1,c1ccc(C=O)cc1.[Na+],c1ccc(CO)cc1,BH4-,True,unresolved,,,,unavailable,0,,
220,NaBH4,Acetophenone,CC(=O)c1ccccc1.[Na+]>>CC(O)c1ccccc1,CC(=O)c1ccccc1.[Na+],CC(O)c1ccccc1,BH4-,True,unresolved,,,,unavailable,0,,
221,LiAlH4,Ketone reduction,c1ccc(C(=O)C)cc1.[Li+]>>c1ccc(C(O)C)cc1,c1ccc(C(=O)C)cc1.[Li+],c1ccc(C(O)C)cc1,AlH4-,True,unresolved,,,,unavailable,0,,
222,LiAlH4,Ester to alcohol,CC(=O)OCC.[Li+]>>CCO,CC(=O)OCC.[Li+],CCO,AlH4-,True,unresolved,,,,unavailable,0,,
223,LiAlH4,Nitrile reduction,c1ccc(C#N)cc1.[Li+]>>c1ccc(CN)cc1,c1ccc(C#N)cc1.[Li+],c1ccc(CN)cc1,AlH4-,True,unresolved,,,,unavailable,0,,
224,LiAlH4,Amide to amine,c1ccc(C(=O)Nc2ccccc2)cc1.[Li+]>>c1ccccc1CNc1ccccc1,c1ccc(C(=O)Nc2ccccc2)cc1.[Li+],c1ccccc1CNc1ccccc1,AlH4-,True,unresolved,,,,unavailable,0,,
225,LiAlH4,Lactone to diol,O=C1CCC(=O)O1.[Li+]>>OCCCO,O=C1CCC(=O)O1.[Li+],OCCCO,AlH4-,True,unresolved,,,,unavailable,0,,
226,NaBH4,Selective reduction,CC(=O)OC(=O)C.[Na+]>>CC(=O)CO,CC(=O)OC(=O)C.[Na+],CC(=O)CO,BH4-,True,unresolved,,,,unavailable,0,,
227,Transfer Hydrogenation,Acetophenone,CC(=O)c1ccccc1.C1CCNC1>>CC(O)c1ccccc1,CC(=O)c1ccccc1.C1CCNC1,CC(O)c1ccccc1,,True,unresolved,,,,unavailable,0,,
228,Transfer Hydrogenation,Benzaldehyde,c1ccc(C=O)cc1.CCOC(=O)C=O>>c1ccc(CO)cc1,c1ccc(C=O)cc1.CCOC(=O)C=O,c1ccc(CO)cc1,,True,unresolved,,,,unavailable,0,,
229,Zn/HCl,Nitro reduction,c1ccc([N+](=O)[O-])cc1.[Zn]>>c1ccc(N)cc1,c1ccc([N+](=O)[O-])cc1.[Zn],c1ccc(N)cc1,HCl,True,unresolved,,,,unavailable,0,,
230,Birch Reduction,Benzene to cyclohexadiene,C1=CC=CC=C1>>C1CCC=CC1,C1=CC=CC=C1,C1CCC=CC1,NH3,True,unresolved,,,,unavailable,0,,
231,Birch Reduction,Anisole,c1ccc(OC)cc1>>COC1C=CCC=C1,c1ccc(OC)cc1,COC1C=CCC=C1,NH3,True,unresolved,,,,unavailable,0,,
232,NaBH(OAc)3,Selective ketone,c1ccc(C(=O)C=C)cc1>>c1ccc(C(O)C=C)cc1,c1ccc(C(=O)C=C)cc1,c1ccc(C(O)C=C)cc1,NaBH(OAc)3,True,unresolved,,,,unavailable,0,,
233,DIBAL,Ketone selective,CC(=O)CC=C>>CC(O)CC=C,CC(=O)CC=C,CC(O)CC=C,DIBAL,True,unresolved,,,,unavailable,0,,
234,DIBAL,Ester to aldehyde,CC(=O)OCC>>CC=O,CC(=O)OCC,CC=O,DIBAL,True,unresolved,,,,unavailable,0,,
235,Oxidation,Benzyl alcohol to aldehyde,c1ccc(CO)cc1.[O]>>c1ccc(C=O)cc1,c1ccc(CO)cc1.[O],c1ccc(C=O)cc1,,True,unresolved,,,,unavailable,0,,
236,Oxidation,Secondary alcohol to ketone,CC(O)c1ccccc1.[O]>>CC(=O)c1ccccc1,CC(O)c1ccccc1.[O],CC(=O)c1ccccc1,,True,unresolved,,,,unavailable,0,,
